Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga
647.9;4.196;0.000;AUTO;ON;OFF
648.0;4.196;0.000;AUTO;ON;OFF
649.0;4.196;0.000;AUTO;ON;OFF
649.2;4.196;0.000;AUTO;ON;OFF
650.0;4.196;0.000;AUTO;ON;OFF
650.3;4.197;0.000;AUTO;ON;OFF
651.1;4.197;0.000;AUTO;ON;OFF
651.5;4.197;0.000;AUTO;ON;OFF
652.2;4.197;0.000;AUTO;ON;OFF
652.7;4.196;0.000;AUTO;ON;OFF
653.3;4.196;0.000;AUTO;ON;OFF
653.8;4.196;0.000;AUTO;ON;OFF
654.3;4.196;0.000;AUTO;ON;OFF
655.0;4.196;0.000;AUTO;ON;OFF
655.4;4.196;0.000;AUTO;ON;OFF
656.1;4.197;0.000;AUTO;ON;OFF
656.5;4.197;0.000;AUTO;ON;OFF
657.3;4.196;0.000;AUTO;ON;OFF
657.6;4.196;0.000;AUTO;ON;OFF
658.5;4.196;0.000;AUTO;ON;OFF
658.6;4.196;0.000;AUTO;ON;OFF
659.6;4.197;0.000;AUTO;ON;OFF
659.7;4.197;0.000;AUTO;ON;OFF
660.8;4.196;0.000;AUTO;ON;OFF
660.8;4.196;0.000;AUTO;ON;OFF
661.9;4.196;0.000;AUTO;ON;OFF
661.9;4.196;0.000;AUTO;ON;OFF
663.0;4.196;0.000;AUTO;ON;OFF
663.1;4.196;0.000;AUTO;ON;OFF
664.1;4.196;0.000;AUTO;ON;OFF
664.3;4.196;0.000;AUTO;ON;OFF
665.1;4.196;0.000;AUTO;ON;OFF
665.4;4.196;0.000;AUTO;ON;OFF
666.2;4.196;0.000;AUTO;ON;OFF
666.6;4.196;0.000;AUTO;ON;OFF
667.3;4.196;0.000;AUTO;ON;OFF
667.7;4.196;0.000;AUTO;ON;OFF
668.4;4.196;0.000;AUTO;ON;OFF
668.9;4.196;0.000;AUTO;ON;OFF
669.5;4.196;0.000;AUTO;ON;OFF
670.1;4.197;0.000;AUTO;ON;OFF
670.5;4.197;0.000;AUTO;ON;OFF
671.2;4.197;0.000;AUTO;ON;OFF
671.6;4.197;0.000;AUTO;ON;OFF
672.4;4.198;0.000;AUTO;ON;OFF
672.7;4.198;0.000;AUTO;ON;OFF
673.5;4.196;0.000;AUTO;ON;OFF
673.8;4.196;0.000;AUTO;ON;OFF
674.7;4.197;0.000;AUTO;ON;OFF
674.9;4.197;0.000;AUTO;ON;OFF
675.9;4.197;0.000;AUTO;ON;OFF
675.9;4.197;0.000;AUTO;ON;OFF
677.0;4.197;0.000;AUTO;ON;OFF
677.0;4.197;0.000;AUTO;ON;OFF
678.1;4.197;0.000;AUTO;ON;OFF
678.2;4.198;0.000;AUTO;ON;OFF
679.2;4.198;0.000;AUTO;ON;OFF
679.3;4.196;0.000;AUTO;ON;OFF
680.3;4.196;0.000;AUTO;ON;OFF
680.5;4.197;0.000;AUTO;ON;OFF
681.3;4.197;0.000;AUTO;ON;OFF
681.7;4.197;0.000;AUTO;ON;OFF
682.4;4.197;0.000;AUTO;ON;OFF
682.8;4.196;0.000;AUTO;ON;OFF
683.5;4.196;0.000;AUTO;ON;OFF
684.0;4.197;0.000;AUTO;ON;OFF
684.6;4.197;0.000;AUTO;ON;OFF
685.1;4.197;0.000;AUTO;ON;OFF
685.7;4.197;0.000;AUTO;ON;OFF
686.3;4.198;0.000;AUTO;ON;OFF
686.7;4.198;0.000;AUTO;ON;OFF
687.5;4.196;0.000;AUTO;ON;OFF
687.8;4.196;0.000;AUTO;ON;OFF
688.6;4.197;0.000;AUTO;ON;OFF
688.9;4.197;0.000;AUTO;ON;OFF
689.8;4.197;0.000;AUTO;ON;OFF
690.0;4.197;0.000;AUTO;ON;OFF
690.9;4.196;0.000;AUTO;ON;OFF
691.1;4.196;0.000;AUTO;ON;OFF
692.1;4.196;0.000;AUTO;ON;OFF
692.2;4.196;0.000;AUTO;ON;OFF
693.3;4.196;0.000;AUTO;ON;OFF
693.3;4.196;0.000;AUTO;ON;OFF
694.3;4.196;0.000;AUTO;ON;OFF
694.4;4.198;0.000;AUTO;ON;OFF
695.4;4.198;0.000;AUTO;ON;OFF
695.6;4.197;0.000;AUTO;ON;OFF
696.5;4.197;0.000;AUTO;ON;OFF
696.7;4.197;0.000;AUTO;ON;OFF
697.6;4.197;0.000;AUTO;ON;OFF
697.9;4.197;0.000;AUTO;ON;OFF
698.7;4.197;0.000;AUTO;ON;OFF
699.1;4.197;0.000;AUTO;ON;OFF
699.8;4.197;0.000;AUTO;ON;OFF
700.2;4.197;0.000;AUTO;ON;OFF
700.8;4.197;0.000;AUTO;ON;OFF
701.4;4.197;0.000;AUTO;ON;OFF
701.9;4.197;0.000;AUTO;ON;OFF
702.5;4.198;0.000;AUTO;ON;OFF
703.0;4.198;0.000;AUTO;ON;OFF
703.7;4.196;0.000;AUTO;ON;OFF
704.0;4.196;0.000;AUTO;ON;OFF
704.9;4.196;0.000;AUTO;ON;OFF
705.1;4.196;0.000;AUTO;ON;OFF
706.0;4.197;0.000;AUTO;ON;OFF
706.2;4.197;0.000;AUTO;ON;OFF
707.2;4.195;0.000;AUTO;ON;OFF
707.3;4.195;0.000;AUTO;ON;OFF
708.3;4.197;0.000;AUTO;ON;OFF
708.4;4.197;0.000;AUTO;ON;OFF
709.4;4.197;0.000;AUTO;ON;OFF
709.5;4.197;0.000;AUTO;ON;OFF
710.5;4.197;0.000;AUTO;ON;OFF
710.7;4.196;0.000;AUTO;ON;OFF
711.6;4.196;0.000;AUTO;ON;OFF
711.8;4.198;0.000;AUTO;ON;OFF
712.7;4.198;0.000;AUTO;ON;OFF
713.0;4.196;0.000;AUTO;ON;OFF
713.8;4.196;0.000;AUTO;ON;OFF
714.2;4.197;0.000;AUTO;ON;OFF
714.9;4.197;0.000;AUTO;ON;OFF
715.3;4.196;0.000;AUTO;ON;OFF
715.9;4.196;0.000;AUTO;ON;OFF
716.5;4.198;0.000;AUTO;ON;OFF
717.0;4.198;0.000;AUTO;ON;OFF
717.6;4.197;0.000;AUTO;ON;OFF
718.1;4.197;0.000;AUTO;ON;OFF
718.8;4.198;0.000;AUTO;ON;OFF
719.2;4.198;0.000;AUTO;ON;OFF
719.9;4.196;0.000;AUTO;ON;OFF
720.3;4.196;0.000;AUTO;ON;OFF
721.1;4.196;0.000;AUTO;ON;OFF
721.3;4.196;0.000;AUTO;ON;OFF
722.3;4.197;0.000;AUTO;ON;OFF
722.4;4.197;0.000;AUTO;ON;OFF
723.5;4.198;0.000;AUTO;ON;OFF
723.5;4.198;0.000;AUTO;ON;OFF
724.6;4.198;0.000;AUTO;ON;OFF
724.6;4.198;0.000;AUTO;ON;OFF
725.7;4.198;0.000;AUTO;ON;OFF
725.7;4.197;0.000;AUTO;ON;OFF
726.8;4.197;0.000;AUTO;ON;OFF
726.9;4.197;0.000;AUTO;ON;OFF
727.8;4.197;0.000;AUTO;ON;OFF
728.1;4.198;0.000;AUTO;ON;OFF
728.9;4.198;0.000;AUTO;ON;OFF
729.2;4.197;0.000;AUTO;ON;OFF
730.0;4.197;0.000;AUTO;ON;OFF
730.4;4.198;0.000;AUTO;ON;OFF
731.1;4.198;0.000;AUTO;ON;OFF
731.5;4.196;0.000;AUTO;ON;OFF
732.2;4.196;0.000;AUTO;ON;OFF
732.7;4.196;0.000;AUTO;ON;OFF
733.3;4.196;0.000;AUTO;ON;OFF
733.9;4.198;0.000;AUTO;ON;OFF
734.4;4.198;0.000;AUTO;ON;OFF
735.0;4.197;0.000;AUTO;ON;OFF
735.4;4.197;0.000;AUTO;ON;OFF
736.2;4.196;0.000;AUTO;ON;OFF
736.5;4.196;0.000;AUTO;ON;OFF
737.3;4.196;0.000;AUTO;ON;OFF
737.6;4.196;0.000;AUTO;ON;OFF
738.5;4.199;0.000;AUTO;ON;OFF
738.7;4.199;0.000;AUTO;ON;OFF
739.7;4.197;0.000;AUTO;ON;OFF
739.8;4.197;0.000;AUTO;ON;OFF
740.8;4.197;0.000;AUTO;ON;OFF
740.8;4.197;0.000;AUTO;ON;OFF
741.9;4.197;0.000;AUTO;ON;OFF
742.0;4.196;0.000;AUTO;ON;OFF
743.0;4.196;0.000;AUTO;ON;OFF
743.2;4.197;0.000;AUTO;ON;OFF
744.1;4.197;0.000;AUTO;ON;OFF
744.3;4.197;0.000;AUTO;ON;OFF
745.2;4.197;0.000;AUTO;ON;OFF
745.5;4.196;0.000;AUTO;ON;OFF
746.2;4.196;0.000;AUTO;ON;OFF
746.6;4.198;0.000;AUTO;ON;OFF
747.3;4.198;0.000;AUTO;ON;OFF
747.8;4.198;0.000;AUTO;ON;OFF
748.4;4.198;0.000;AUTO;ON;OFF
748.9;4.197;0.000;AUTO;ON;OFF
749.5;4.197;0.000;AUTO;ON;OFF
750.1;4.197;0.000;AUTO;ON;OFF
750.6;4.197;0.000;AUTO;ON;OFF
751.3;4.197;0.000;AUTO;ON;OFF
751.6;4.197;0.000;AUTO;ON;OFF
752.4;4.198;0.000;AUTO;ON;OFF
752.7;4.198;0.000;AUTO;ON;OFF
753.6;4.198;0.000;AUTO;ON;OFF
753.8;4.198;0.000;AUTO;ON;OFF
754.8;4.197;0.000;AUTO;ON;OFF
754.9;4.197;0.000;AUTO;ON;OFF
755.9;4.196;0.000;AUTO;ON;OFF
756.0;4.196;0.000;AUTO;ON;OFF
757.0;4.196;0.000;AUTO;ON;OFF
757.1;4.196;0.000;AUTO;ON;OFF
758.1;4.196;0.000;AUTO;ON;OFF
758.2;4.196;0.000;AUTO;ON;OFF
759.2;4.196;0.000;AUTO;ON;OFF
759.4;4.198;0.000;AUTO;ON;OFF
760.3;4.198;0.000;AUTO;ON;OFF
760.5;4.198;0.000;AUTO;ON;OFF
761.3;4.198;0.000;AUTO;ON;OFF
761.7;4.197;0.000;AUTO;ON;OFF
762.4;4.197;0.000;AUTO;ON;OFF
762.9;4.196;0.000;AUTO;ON;OFF
763.5;4.196;0.000;AUTO;ON;OFF
764.0;4.196;0.000;AUTO;ON;OFF
764.6;4.196;0.000;AUTO;ON;OFF
765.2;4.197;0.000;AUTO;ON;OFF
765.7;4.197;0.000;AUTO;ON;OFF
766.3;4.196;0.000;AUTO;ON;OFF
766.8;4.196;0.000;AUTO;ON;OFF
767.5;4.196;0.000;AUTO;ON;OFF
767.9;4.196;0.000;AUTO;ON;OFF
768.7;4.196;0.000;AUTO;ON;OFF
768.9;4.196;0.000;AUTO;ON;OFF
769.8;4.196;0.000;AUTO;ON;OFF
770.0;4.196;0.000;AUTO;ON;OFF
771.0;4.196;0.000;AUTO;ON;OFF
771.1;4.196;0.000;AUTO;ON;OFF
772.1;4.198;0.000;AUTO;ON;OFF
772.2;4.198;0.000;AUTO;ON;OFF
773.3;4.198;0.000;AUTO;ON;OFF
773.3;4.197;0.000;AUTO;ON;OFF
774.3;4.197;0.000;AUTO;ON;OFF
774.5;4.197;0.000;AUTO;ON;OFF
775.4;4.197;0.000;AUTO;ON;OFF
775.6;4.196;0.000;AUTO;ON;OFF
776.5;4.196;0.000;AUTO;ON;OFF
776.8;4.196;0.000;AUTO;ON;OFF
777.6;4.196;0.000;AUTO;ON;OFF
778.0;4.198;0.000;AUTO;ON;OFF
778.6;4.198;0.000;AUTO;ON;OFF
779.1;4.196;0.000;AUTO;ON;OFF
779.7;4.196;0.000;AUTO;ON;OFF
780.3;4.196;0.000;AUTO;ON;OFF
780.8;4.196;0.000;AUTO;ON;OFF
781.4;4.197;0.000;AUTO;ON;OFF
781.9;4.197;0.000;AUTO;ON;OFF
782.6;4.196;0.000;AUTO;ON;OFF
782.9;4.196;0.000;AUTO;ON;OFF
783.7;4.196;0.000;AUTO;ON;OFF
784.0;4.196;0.000;AUTO;ON;OFF
784.9;4.196;0.000;AUTO;ON;OFF
785.1;4.196;0.000;AUTO;ON;OFF
786.1;4.196;0.000;AUTO;ON;OFF
786.2;4.196;0.000;AUTO;ON;OFF
787.3;4.197;0.000;AUTO;ON;OFF
787.3;4.197;0.000;AUTO;ON;OFF
788.4;4.197;0.000;AUTO;ON;OFF
788.4;4.196;0.000;AUTO;ON;OFF
789.5;4.196;0.000;AUTO;ON;OFF
789.6;4.196;0.000;AUTO;ON;OFF
790.5;4.196;0.000;AUTO;ON;OFF
790.7;4.198;0.000;AUTO;ON;OFF
791.6;4.198;0.000;AUTO;ON;OFF
791.9;4.198;0.000;AUTO;ON;OFF
792.7;4.198;0.000;AUTO;ON;OFF
793.0;4.197;0.000;AUTO;ON;OFF
793.8;4.197;0.000;AUTO;ON;OFF
794.2;4.197;0.000;AUTO;ON;OFF
794.9;4.197;0.000;AUTO;ON;OFF
795.4;4.196;0.000;AUTO;ON;OFF
795.9;4.196;0.000;AUTO;ON;OFF
796.5;4.197;0.000;AUTO;ON;OFF
797.0;4.197;0.000;AUTO;ON;OFF
797.7;4.196;0.000;AUTO;ON;OFF
798.1;4.196;0.000;AUTO;ON;OFF
798.8;4.197;0.000;AUTO;ON;OFF
799.2;4.197;0.000;AUTO;ON;OFF
800.0;4.197;0.000;AUTO;ON;OFF
800.3;4.197;0.000;AUTO;ON;OFF
801.2;4.197;0.000;AUTO;ON;OFF
801.4;4.197;0.000;AUTO;ON;OFF
802.3;4.198;0.000;AUTO;ON;OFF
802.4;4.198;0.000;AUTO;ON;OFF
803.5;4.198;0.000;AUTO;ON;OFF
803.5;4.198;0.000;AUTO;ON;OFF
804.6;4.198;0.000;AUTO;ON;OFF
804.6;4.198;0.000;AUTO;ON;OFF
805.7;4.198;0.000;AUTO;ON;OFF
805.8;4.198;0.000;AUTO;ON;OFF
806.8;4.198;0.000;AUTO;ON;OFF
807.0;4.197;0.000;AUTO;ON;OFF
807.9;4.197;0.000;AUTO;ON;OFF
808.1;4.198;0.000;AUTO;ON;OFF
808.9;4.198;0.000;AUTO;ON;OFF
809.3;4.197;0.000;AUTO;ON;OFF
810.0;4.197;0.000;AUTO;ON;OFF
810.4;4.197;0.000;AUTO;ON;OFF
811.1;4.197;0.000;AUTO;ON;OFF
811.6;4.198;0.000;AUTO;ON;OFF
812.2;4.198;0.000;AUTO;ON;OFF
812.8;4.197;0.000;AUTO;ON;OFF
813.2;4.197;0.000;AUTO;ON;OFF
813.9;4.197;0.000;AUTO;ON;OFF
814.3;4.197;0.000;AUTO;ON;OFF
815.1;4.197;0.000;AUTO;ON;OFF
815.4;4.197;0.000;AUTO;ON;OFF
816.2;4.197;0.000;AUTO;ON;OFF
816.5;4.197;0.000;AUTO;ON;OFF
817.4;4.197;0.000;AUTO;ON;OFF
817.6;4.197;0.000;AUTO;ON;OFF
818.6;4.197;0.000;AUTO;ON;OFF
818.6;4.197;0.000;AUTO;ON;OFF
819.7;4.196;0.000;AUTO;ON;OFF
819.7;4.196;0.000;AUTO;ON;OFF
820.8;4.196;0.000;AUTO;ON;OFF
820.9;4.198;0.000;AUTO;ON;OFF
821.9;4.198;0.000;AUTO;ON;OFF
822.0;4.197;0.000;AUTO;ON;OFF
823.0;4.197;0.000;AUTO;ON;OFF
823.2;4.197;0.000;AUTO;ON;OFF
824.0;4.197;0.000;AUTO;ON;OFF
824.4;4.198;0.000;AUTO;ON;OFF
825.1;4.198;0.000;AUTO;ON;OFF
825.5;4.198;0.000;AUTO;ON;OFF
826.2;4.198;0.000;AUTO;ON;OFF
826.7;4.198;0.000;AUTO;ON;OFF
827.3;4.198;0.000;AUTO;ON;OFF
827.8;4.198;0.000;AUTO;ON;OFF
828.4;4.198;0.000;AUTO;ON;OFF
829.0;4.198;0.000;AUTO;ON;OFF
829.4;4.198;0.000;AUTO;ON;OFF
830.2;4.198;0.000;AUTO;ON;OFF
830.5;4.198;0.000;AUTO;ON;OFF
831.3;4.198;0.000;AUTO;ON;OFF
831.6;4.198;0.000;AUTO;ON;OFF
832.5;4.198;0.000;AUTO;ON;OFF
832.6;4.198;0.000;AUTO;ON;OFF
833.6;4.198;0.000;AUTO;ON;OFF
833.7;4.198;0.000;AUTO;ON;OFF
834.8;4.198;0.000;AUTO;ON;OFF
834.8;4.197;0.000;AUTO;ON;OFF
835.9;4.197;0.000;AUTO;ON;OFF
836.0;4.198;0.000;AUTO;ON;OFF
836.9;4.198;0.000;AUTO;ON;OFF
837.1;4.198;0.000;AUTO;ON;OFF
838.0;4.198;0.000;AUTO;ON;OFF
838.3;4.198;0.000;AUTO;ON;OFF
839.1;4.198;0.000;AUTO;ON;OFF
839.4;4.198;0.000;AUTO;ON;OFF
840.2;4.198;0.000;AUTO;ON;OFF
840.6;4.197;0.000;AUTO;ON;OFF
841.3;4.197;0.000;AUTO;ON;OFF
841.7;4.198;0.000;AUTO;ON;OFF
842.3;4.198;0.000;AUTO;ON;OFF
842.9;4.198;0.000;AUTO;ON;OFF
843.4;4.198;0.000;AUTO;ON;OFF
844.1;4.198;0.000;AUTO;ON;OFF
844.5;4.198;0.000;AUTO;ON;OFF
845.2;4.198;0.000;AUTO;ON;OFF
845.6;4.198;0.000;AUTO;ON;OFF
846.4;4.198;0.000;AUTO;ON;OFF
846.6;4.198;0.000;AUTO;ON;OFF
847.5;4.198;0.000;AUTO;ON;OFF
847.7;4.198;0.000;AUTO;ON;OFF
848.7;4.198;0.000;AUTO;ON;OFF
848.8;4.198;0.000;AUTO;ON;OFF
849.9;4.198;0.000;AUTO;ON;OFF
849.9;4.199;0.000;AUTO;ON;OFF
850.9;4.199;0.000;AUTO;ON;OFF
851.0;4.198;0.000;AUTO;ON;OFF
852.0;4.198;0.000;AUTO;ON;OFF
852.2;4.198;0.000;AUTO;ON;OFF
853.0;4.198;0.000;AUTO;ON;OFF
853.4;4.198;0.000;AUTO;ON;OFF
854.1;4.198;0.000;AUTO;ON;OFF
854.5;4.198;0.000;AUTO;ON;OFF
855.2;4.198;0.000;AUTO;ON;OFF
855.7;4.198;0.000;AUTO;ON;OFF
856.3;4.198;0.000;AUTO;ON;OFF
856.8;4.198;0.000;AUTO;ON;OFF
857.3;4.198;0.000;AUTO;ON;OFF
858.0;4.198;0.000;AUTO;ON;OFF
858.4;4.198;0.000;AUTO;ON;OFF
859.1;4.198;0.000;AUTO;ON;OFF
859.5;4.198;0.000;AUTO;ON;OFF
860.3;4.198;0.000;AUTO;ON;OFF
860.6;4.198;0.000;AUTO;ON;OFF
861.5;4.197;0.000;AUTO;ON;OFF
861.6;4.197;0.000;AUTO;ON;OFF
862.7;4.198;0.000;AUTO;ON;OFF
862.7;4.198;0.000;AUTO;ON;OFF
863.8;4.198;0.000;AUTO;ON;OFF
863.8;4.198;0.000;AUTO;ON;OFF
864.9;4.198;0.000;AUTO;ON;OFF
865.0;4.198;0.000;AUTO;ON;OFF
865.9;4.198;0.000;AUTO;ON;OFF
866.1;4.198;0.000;AUTO;ON;OFF
867.0;4.198;0.000;AUTO;ON;OFF
867.3;4.198;0.000;AUTO;ON;OFF
868.1;4.198;0.000;AUTO;ON;OFF
868.4;4.197;0.000;AUTO;ON;OFF
869.2;4.197;0.000;AUTO;ON;OFF
869.6;4.196;0.000;AUTO;ON;OFF
870.3;4.196;0.000;AUTO;ON;OFF
870.8;4.198;0.000;AUTO;ON;OFF
871.3;4.198;0.000;AUTO;ON;OFF
871.9;4.198;0.000;AUTO;ON;OFF
872.4;4.198;0.000;AUTO;ON;OFF
873.1;4.198;0.000;AUTO;ON;OFF
873.5;4.198;0.000;AUTO;ON;OFF
874.2;4.197;0.000;AUTO;ON;OFF
874.6;4.197;0.000;AUTO;ON;OFF
875.4;4.198;0.000;AUTO;ON;OFF
875.6;4.198;0.000;AUTO;ON;OFF
876.6;4.198;0.000;AUTO;ON;OFF
876.7;4.198;0.000;AUTO;ON;OFF
877.8;4.197;0.000;AUTO;ON;OFF
877.8;4.197;0.000;AUTO;ON;OFF
878.9;4.197;0.000;AUTO;ON;OFF
878.9;4.197;0.000;AUTO;ON;OFF
879.9;4.197;0.000;AUTO;ON;OFF
880.0;4.198;0.000;AUTO;ON;OFF
881.0;4.198;0.000;AUTO;ON;OFF
881.2;4.198;0.000;AUTO;ON;OFF
882.1;4.198;0.000;AUTO;ON;OFF
882.4;4.197;0.000;AUTO;ON;OFF
883.2;4.197;0.000;AUTO;ON;OFF
883.5;4.198;0.000;AUTO;ON;OFF
884.2;4.198;0.000;AUTO;ON;OFF
884.7;4.198;0.000;AUTO;ON;OFF
885.3;4.198;0.000;AUTO;ON;OFF
885.8;4.198;0.000;AUTO;ON;OFF
886.4;4.198;0.000;AUTO;ON;OFF
887.0;4.198;0.000;AUTO;ON;OFF
887.5;4.198;0.000;AUTO;ON;OFF
888.1;4.198;0.000;AUTO;ON;OFF
888.5;4.198;0.000;AUTO;ON;OFF
889.3;4.198;0.000;AUTO;ON;OFF
889.6;4.198;0.000;AUTO;ON;OFF
890.5;4.198;0.000;AUTO;ON;OFF
890.7;4.198;0.000;AUTO;ON;OFF
891.6;4.198;0.000;AUTO;ON;OFF
891.7;4.198;0.000;AUTO;ON;OFF
892.8;4.198;0.000;AUTO;ON;OFF
892.8;4.198;0.000;AUTO;ON;OFF
893.9;4.198;0.000;AUTO;ON;OFF
894.0;4.198;0.000;AUTO;ON;OFF
895.0;4.198;0.000;AUTO;ON;OFF
895.1;4.198;0.000;AUTO;ON;OFF
896.1;4.198;0.000;AUTO;ON;OFF
896.3;4.198;0.000;AUTO;ON;OFF
897.2;4.198;0.000;AUTO;ON;OFF
897.4;4.198;0.000;AUTO;ON;OFF
898.3;4.198;0.000;AUTO;ON;OFF
898.6;4.199;0.000;AUTO;ON;OFF
899.4;4.199;0.000;AUTO;ON;OFF
899.8;4.198;0.000;AUTO;ON;OFF
900.4;4.198;0.000;AUTO;ON;OFF
900.9;4.198;0.000;AUTO;ON;OFF
901.5;4.198;0.000;AUTO;ON;OFF
902.1;4.198;0.000;AUTO;ON;OFF
902.6;4.198;0.000;AUTO;ON;OFF
903.2;4.198;0.000;AUTO;ON;OFF
903.7;4.198;0.000;AUTO;ON;OFF
904.4;4.198;0.000;AUTO;ON;OFF
904.7;4.198;0.000;AUTO;ON;OFF
905.6;4.198;0.000;AUTO;ON;OFF
905.8;4.198;0.000;AUTO;ON;OFF
906.7;4.198;0.000;AUTO;ON;OFF
906.9;4.198;0.000;AUTO;ON;OFF
907.9;4.198;0.000;AUTO;ON;OFF
908.0;4.198;0.000;AUTO;ON;OFF
909.0;4.198;0.000;AUTO;ON;OFF
909.0;4.198;0.000;AUTO;ON;OFF
910.1;4.198;0.000;AUTO;ON;OFF
910.2;4.198;0.000;AUTO;ON;OFF
911.2;4.198;0.000;AUTO;ON;OFF
911.4;4.198;0.000;AUTO;ON;OFF
912.3;4.198;0.000;AUTO;ON;OFF
912.5;4.198;0.000;AUTO;ON;OFF
913.3;4.198;0.000;AUTO;ON;OFF
913.7;4.198;0.000;AUTO;ON;OFF
914.4;4.198;0.000;AUTO;ON;OFF
914.8;4.198;0.000;AUTO;ON;OFF
915.5;4.198;0.000;AUTO;ON;OFF
916.0;4.198;0.000;AUTO;ON;OFF
916.5;4.198;0.000;AUTO;ON;OFF
917.2;4.198;0.000;AUTO;ON;OFF
917.6;4.198;0.000;AUTO;ON;OFF
918.3;4.197;0.000;AUTO;ON;OFF
918.7;4.197;0.000;AUTO;ON;OFF
919.5;4.198;0.000;AUTO;ON;OFF
919.8;4.198;0.000;AUTO;ON;OFF
920.6;4.198;0.000;AUTO;ON;OFF
920.8;4.198;0.000;AUTO;ON;OFF
921.8;4.198;0.000;AUTO;ON;OFF
921.9;4.198;0.000;AUTO;ON;OFF
923.0;4.198;0.000;AUTO;ON;OFF
923.0;4.198;0.000;AUTO;ON;OFF
924.1;4.198;0.000;AUTO;ON;OFF
924.1;4.197;0.000;AUTO;ON;OFF
925.1;4.197;0.000;AUTO;ON;OFF
925.3;4.198;0.000;AUTO;ON;OFF
926.2;4.198;0.000;AUTO;ON;OFF
926.4;4.198;0.000;AUTO;ON;OFF
927.3;4.198;0.000;AUTO;ON;OFF
927.6;4.198;0.000;AUTO;ON;OFF
928.4;4.198;0.000;AUTO;ON;OFF
928.8;4.198;0.000;AUTO;ON;OFF
929.4;4.198;0.000;AUTO;ON;OFF
929.9;4.198;0.000;AUTO;ON;OFF
930.5;4.198;0.000;AUTO;ON;OFF
931.1;4.199;0.000;AUTO;ON;OFF
931.6;4.199;0.000;AUTO;ON;OFF
932.2;4.198;0.000;AUTO;ON;OFF
932.7;4.198;0.000;AUTO;ON;OFF
933.4;4.199;0.000;AUTO;ON;OFF
933.7;4.199;0.000;AUTO;ON;OFF
934.5;4.198;0.000;AUTO;ON;OFF
934.8;4.198;0.000;AUTO;ON;OFF
935.7;4.198;0.000;AUTO;ON;OFF
935.9;4.198;0.000;AUTO;ON;OFF
936.9;4.198;0.000;AUTO;ON;OFF
936.9;4.198;0.000;AUTO;ON;OFF
938.0;4.198;0.000;AUTO;ON;OFF
938.1;4.199;0.000;AUTO;ON;OFF
939.1;4.199;0.000;AUTO;ON;OFF
939.2;4.198;0.000;AUTO;ON;OFF
940.2;4.198;0.000;AUTO;ON;OFF
940.4;4.198;0.000;AUTO;ON;OFF
941.3;4.198;0.000;AUTO;ON;OFF
941.5;4.199;0.000;AUTO;ON;OFF
942.3;4.199;0.000;AUTO;ON;OFF
942.7;4.199;0.000;AUTO;ON;OFF
943.4;4.199;0.000;AUTO;ON;OFF
943.8;4.199;0.000;AUTO;ON;OFF
944.5;4.199;0.000;AUTO;ON;OFF
945.0;4.198;0.000;AUTO;ON;OFF
945.6;4.198;0.000;AUTO;ON;OFF
946.1;4.198;0.000;AUTO;ON;OFF
946.6;4.198;0.000;AUTO;ON;OFF
947.3;4.198;0.000;AUTO;ON;OFF
947.7;4.198;0.000;AUTO;ON;OFF
948.5;4.198;0.000;AUTO;ON;OFF
948.8;4.198;0.000;AUTO;ON;OFF
949.6;4.198;0.000;AUTO;ON;OFF
949.9;4.198;0.000;AUTO;ON;OFF
950.8;4.198;0.000;AUTO;ON;OFF
950.9;4.198;0.000;AUTO;ON;OFF
952.0;4.198;0.000;AUTO;ON;OFF
952.0;4.198;0.000;AUTO;ON;OFF
953.1;4.198;0.000;AUTO;ON;OFF
953.1;4.198;0.000;AUTO;ON;OFF
954.2;4.198;0.000;AUTO;ON;OFF
954.3;4.198;0.000;AUTO;ON;OFF
955.2;4.198;0.000;AUTO;ON;OFF
955.4;4.199;0.000;AUTO;ON;OFF
956.3;4.199;0.000;AUTO;ON;OFF
956.6;4.198;0.000;AUTO;ON;OFF
957.4;4.198;0.000;AUTO;ON;OFF
957.8;4.199;0.000;AUTO;ON;OFF
958.5;4.199;0.000;AUTO;ON;OFF
958.9;4.198;0.000;AUTO;ON;OFF
959.6;4.198;0.000;AUTO;ON;OFF
960.1;4.200;0.000;AUTO;ON;OFF
960.6;4.200;0.000;AUTO;ON;OFF
961.2;4.198;0.000;AUTO;ON;OFF
961.7;4.198;0.000;AUTO;ON;OFF
962.4;4.199;0.000;AUTO;ON;OFF
962.8;4.199;0.000;AUTO;ON;OFF
963.6;4.199;0.000;AUTO;ON;OFF
963.9;4.199;0.000;AUTO;ON;OFF
964.7;4.198;0.000;AUTO;ON;OFF
965.0;4.198;0.000;AUTO;ON;OFF
965.9;4.198;0.000;AUTO;ON;OFF
966.1;4.198;0.000;AUTO;ON;OFF
967.0;4.200;0.000;AUTO;ON;OFF
967.1;4.200;0.000;AUTO;ON;OFF
968.2;4.198;0.000;AUTO;ON;OFF
968.2;4.198;0.000;AUTO;ON;OFF
969.3;4.198;0.000;AUTO;ON;OFF
969.4;4.199;0.000;AUTO;ON;OFF
970.3;4.199;0.000;AUTO;ON;OFF
970.5;4.198;0.000;AUTO;ON;OFF
971.4;4.198;0.000;AUTO;ON;OFF
971.7;4.199;0.000;AUTO;ON;OFF
