Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga
322.8;4.191;0.000;AUTO;ON;OFF
323.2;4.191;0.000;AUTO;ON;OFF
323.9;4.191;0.000;AUTO;ON;OFF
324.4;4.191;0.000;AUTO;ON;OFF
325.0;4.191;0.000;AUTO;ON;OFF
325.5;4.192;0.000;AUTO;ON;OFF
326.0;4.192;0.000;AUTO;ON;OFF
326.7;4.191;0.000;AUTO;ON;OFF
327.1;4.191;0.000;AUTO;ON;OFF
327.9;4.192;0.000;AUTO;ON;OFF
328.2;4.192;0.000;AUTO;ON;OFF
329.0;4.191;0.000;AUTO;ON;OFF
329.2;4.191;0.000;AUTO;ON;OFF
330.2;4.191;0.000;AUTO;ON;OFF
330.3;4.191;0.000;AUTO;ON;OFF
331.4;4.191;0.000;AUTO;ON;OFF
331.4;4.191;0.000;AUTO;ON;OFF
332.5;4.191;0.000;AUTO;ON;OFF
332.5;4.191;0.000;AUTO;ON;OFF
333.6;4.191;0.000;AUTO;ON;OFF
333.6;4.191;0.000;AUTO;ON;OFF
334.6;4.191;0.000;AUTO;ON;OFF
334.8;4.191;0.000;AUTO;ON;OFF
335.7;4.191;0.000;AUTO;ON;OFF
336.0;4.191;0.000;AUTO;ON;OFF
336.8;4.191;0.000;AUTO;ON;OFF
337.1;4.191;0.000;AUTO;ON;OFF
337.9;4.191;0.000;AUTO;ON;OFF
338.3;4.192;0.000;AUTO;ON;OFF
339.0;4.192;0.000;AUTO;ON;OFF
339.5;4.191;0.000;AUTO;ON;OFF
340.1;4.191;0.000;AUTO;ON;OFF
340.6;4.192;0.000;AUTO;ON;OFF
341.2;4.192;0.000;AUTO;ON;OFF
341.8;4.191;0.000;AUTO;ON;OFF
342.2;4.191;0.000;AUTO;ON;OFF
342.9;4.191;0.000;AUTO;ON;OFF
343.3;4.191;0.000;AUTO;ON;OFF
344.1;4.192;0.000;AUTO;ON;OFF
344.4;4.192;0.000;AUTO;ON;OFF
345.3;4.193;0.000;AUTO;ON;OFF
345.4;4.193;0.000;AUTO;ON;OFF
346.4;4.192;0.000;AUTO;ON;OFF
346.5;4.192;0.000;AUTO;ON;OFF
347.6;4.192;0.000;AUTO;ON;OFF
347.6;4.192;0.000;AUTO;ON;OFF
348.7;4.192;0.000;AUTO;ON;OFF
348.8;4.193;0.000;AUTO;ON;OFF
349.8;4.193;0.000;AUTO;ON;OFF
349.9;4.192;0.000;AUTO;ON;OFF
350.9;4.192;0.000;AUTO;ON;OFF
351.1;4.192;0.000;AUTO;ON;OFF
351.9;4.192;0.000;AUTO;ON;OFF
352.2;4.191;0.000;AUTO;ON;OFF
353.0;4.191;0.000;AUTO;ON;OFF
353.4;4.192;0.000;AUTO;ON;OFF
354.1;4.192;0.000;AUTO;ON;OFF
354.5;4.192;0.000;AUTO;ON;OFF
355.2;4.192;0.000;AUTO;ON;OFF
355.7;4.193;0.000;AUTO;ON;OFF
356.3;4.193;0.000;AUTO;ON;OFF
356.9;4.193;0.000;AUTO;ON;OFF
357.3;4.193;0.000;AUTO;ON;OFF
358.0;4.193;0.000;AUTO;ON;OFF
358.4;4.193;0.000;AUTO;ON;OFF
359.2;4.191;0.000;AUTO;ON;OFF
359.5;4.191;0.000;AUTO;ON;OFF
360.3;4.191;0.000;AUTO;ON;OFF
360.6;4.191;0.000;AUTO;ON;OFF
361.5;4.191;0.000;AUTO;ON;OFF
361.6;4.191;0.000;AUTO;ON;OFF
362.7;4.191;0.000;AUTO;ON;OFF
362.7;4.191;0.000;AUTO;ON;OFF
363.8;4.191;0.000;AUTO;ON;OFF
363.8;4.191;0.000;AUTO;ON;OFF
364.9;4.191;0.000;AUTO;ON;OFF
365.0;4.192;0.000;AUTO;ON;OFF
366.0;4.192;0.000;AUTO;ON;OFF
366.1;4.191;0.000;AUTO;ON;OFF
367.1;4.191;0.000;AUTO;ON;OFF
367.3;4.190;0.000;AUTO;ON;OFF
368.1;4.190;0.000;AUTO;ON;OFF
368.5;4.193;0.000;AUTO;ON;OFF
369.2;4.193;0.000;AUTO;ON;OFF
369.6;4.192;0.000;AUTO;ON;OFF
370.3;4.192;0.000;AUTO;ON;OFF
370.8;4.191;0.000;AUTO;ON;OFF
371.4;4.191;0.000;AUTO;ON;OFF
371.9;4.193;0.000;AUTO;ON;OFF
372.5;4.193;0.000;AUTO;ON;OFF
373.1;4.192;0.000;AUTO;ON;OFF
373.6;4.192;0.000;AUTO;ON;OFF
374.3;4.191;0.000;AUTO;ON;OFF
374.6;4.191;0.000;AUTO;ON;OFF
375.4;4.193;0.000;AUTO;ON;OFF
375.7;4.193;0.000;AUTO;ON;OFF
376.6;4.193;0.000;AUTO;ON;OFF
376.8;4.193;0.000;AUTO;ON;OFF
377.7;4.192;0.000;AUTO;ON;OFF
377.9;4.192;0.000;AUTO;ON;OFF
378.9;4.193;0.000;AUTO;ON;OFF
379.0;4.193;0.000;AUTO;ON;OFF
380.1;4.193;0.000;AUTO;ON;OFF
380.1;4.193;0.000;AUTO;ON;OFF
381.1;4.193;0.000;AUTO;ON;OFF
381.2;4.193;0.000;AUTO;ON;OFF
382.2;4.193;0.000;AUTO;ON;OFF
382.4;4.192;0.000;AUTO;ON;OFF
383.3;4.192;0.000;AUTO;ON;OFF
383.5;4.193;0.000;AUTO;ON;OFF
384.4;4.193;0.000;AUTO;ON;OFF
384.7;4.193;0.000;AUTO;ON;OFF
385.5;4.193;0.000;AUTO;ON;OFF
385.9;4.192;0.000;AUTO;ON;OFF
386.6;4.192;0.000;AUTO;ON;OFF
387.0;4.191;0.000;AUTO;ON;OFF
387.7;4.191;0.000;AUTO;ON;OFF
388.2;4.191;0.000;AUTO;ON;OFF
388.8;4.191;0.000;AUTO;ON;OFF
389.3;4.192;0.000;AUTO;ON;OFF
389.8;4.192;0.000;AUTO;ON;OFF
390.5;4.191;0.000;AUTO;ON;OFF
390.9;4.191;0.000;AUTO;ON;OFF
391.7;4.193;0.000;AUTO;ON;OFF
392.0;4.193;0.000;AUTO;ON;OFF
392.8;4.193;0.000;AUTO;ON;OFF
393.1;4.193;0.000;AUTO;ON;OFF
394.0;4.193;0.000;AUTO;ON;OFF
394.1;4.193;0.000;AUTO;ON;OFF
395.1;4.191;0.000;AUTO;ON;OFF
395.2;4.191;0.000;AUTO;ON;OFF
396.3;4.191;0.000;AUTO;ON;OFF
396.3;4.191;0.000;AUTO;ON;OFF
397.4;4.191;0.000;AUTO;ON;OFF
397.5;4.193;0.000;AUTO;ON;OFF
398.5;4.193;0.000;AUTO;ON;OFF
398.6;4.193;0.000;AUTO;ON;OFF
399.6;4.193;0.000;AUTO;ON;OFF
399.8;4.192;0.000;AUTO;ON;OFF
400.6;4.192;0.000;AUTO;ON;OFF
400.9;4.193;0.000;AUTO;ON;OFF
401.7;4.193;0.000;AUTO;ON;OFF
402.1;4.193;0.000;AUTO;ON;OFF
402.8;4.193;0.000;AUTO;ON;OFF
403.3;4.193;0.000;AUTO;ON;OFF
403.9;4.193;0.000;AUTO;ON;OFF
404.4;4.193;0.000;AUTO;ON;OFF
405.0;4.193;0.000;AUTO;ON;OFF
405.6;4.193;0.000;AUTO;ON;OFF
406.1;4.193;0.000;AUTO;ON;OFF
406.7;4.193;0.000;AUTO;ON;OFF
407.1;4.193;0.000;AUTO;ON;OFF
407.9;4.193;0.000;AUTO;ON;OFF
408.2;4.193;0.000;AUTO;ON;OFF
409.1;4.193;0.000;AUTO;ON;OFF
409.3;4.193;0.000;AUTO;ON;OFF
410.2;4.193;0.000;AUTO;ON;OFF
410.4;4.193;0.000;AUTO;ON;OFF
411.4;4.193;0.000;AUTO;ON;OFF
411.5;4.193;0.000;AUTO;ON;OFF
412.6;4.193;0.000;AUTO;ON;OFF
412.6;4.193;0.000;AUTO;ON;OFF
413.7;4.193;0.000;AUTO;ON;OFF
413.7;4.193;0.000;AUTO;ON;OFF
414.8;4.193;0.000;AUTO;ON;OFF
414.9;4.193;0.000;AUTO;ON;OFF
415.9;4.193;0.000;AUTO;ON;OFF
416.0;4.193;0.000;AUTO;ON;OFF
416.9;4.193;0.000;AUTO;ON;OFF
417.2;4.194;0.000;AUTO;ON;OFF
418.0;4.194;0.000;AUTO;ON;OFF
418.3;4.193;0.000;AUTO;ON;OFF
419.1;4.193;0.000;AUTO;ON;OFF
419.5;4.193;0.000;AUTO;ON;OFF
420.1;4.193;0.000;AUTO;ON;OFF
420.7;4.193;0.000;AUTO;ON;OFF
421.2;4.193;0.000;AUTO;ON;OFF
421.8;4.192;0.000;AUTO;ON;OFF
422.3;4.192;0.000;AUTO;ON;OFF
423.0;4.193;0.000;AUTO;ON;OFF
423.4;4.193;0.000;AUTO;ON;OFF
424.1;4.193;0.000;AUTO;ON;OFF
424.5;4.193;0.000;AUTO;ON;OFF
425.3;4.194;0.000;AUTO;ON;OFF
425.5;4.194;0.000;AUTO;ON;OFF
426.5;4.193;0.000;AUTO;ON;OFF
426.6;4.193;0.000;AUTO;ON;OFF
427.7;4.193;0.000;AUTO;ON;OFF
427.7;4.193;0.000;AUTO;ON;OFF
428.8;4.193;0.000;AUTO;ON;OFF
428.8;4.194;0.000;AUTO;ON;OFF
429.8;4.194;0.000;AUTO;ON;OFF
429.9;4.193;0.000;AUTO;ON;OFF
430.9;4.193;0.000;AUTO;ON;OFF
431.1;4.193;0.000;AUTO;ON;OFF
432.0;4.193;0.000;AUTO;ON;OFF
432.3;4.193;0.000;AUTO;ON;OFF
433.0;4.193;0.000;AUTO;ON;OFF
433.4;4.194;0.000;AUTO;ON;OFF
434.1;4.194;0.000;AUTO;ON;OFF
434.6;4.193;0.000;AUTO;ON;OFF
435.2;4.193;0.000;AUTO;ON;OFF
435.7;4.193;0.000;AUTO;ON;OFF
436.3;4.193;0.000;AUTO;ON;OFF
436.9;4.193;0.000;AUTO;ON;OFF
437.3;4.193;0.000;AUTO;ON;OFF
438.1;4.194;0.000;AUTO;ON;OFF
438.4;4.194;0.000;AUTO;ON;OFF
439.2;4.195;0.000;AUTO;ON;OFF
439.5;4.195;0.000;AUTO;ON;OFF
440.4;4.193;0.000;AUTO;ON;OFF
440.6;4.193;0.000;AUTO;ON;OFF
441.5;4.193;0.000;AUTO;ON;OFF
441.6;4.193;0.000;AUTO;ON;OFF
442.7;4.193;0.000;AUTO;ON;OFF
442.7;4.193;0.000;AUTO;ON;OFF
443.8;4.193;0.000;AUTO;ON;OFF
443.9;4.194;0.000;AUTO;ON;OFF
444.9;4.194;0.000;AUTO;ON;OFF
445.0;4.194;0.000;AUTO;ON;OFF
446.0;4.194;0.000;AUTO;ON;OFF
446.2;4.193;0.000;AUTO;ON;OFF
447.0;4.193;0.000;AUTO;ON;OFF
447.3;4.193;0.000;AUTO;ON;OFF
448.1;4.193;0.000;AUTO;ON;OFF
448.5;4.194;0.000;AUTO;ON;OFF
449.2;4.194;0.000;AUTO;ON;OFF
449.7;4.193;0.000;AUTO;ON;OFF
450.2;4.193;0.000;AUTO;ON;OFF
450.8;4.193;0.000;AUTO;ON;OFF
451.3;4.193;0.000;AUTO;ON;OFF
452.0;4.193;0.000;AUTO;ON;OFF
452.4;4.193;0.000;AUTO;ON;OFF
453.1;4.193;0.000;AUTO;ON;OFF
453.5;4.193;0.000;AUTO;ON;OFF
454.3;4.195;0.000;AUTO;ON;OFF
454.5;4.195;0.000;AUTO;ON;OFF
455.5;4.193;0.000;AUTO;ON;OFF
455.6;4.193;0.000;AUTO;ON;OFF
456.7;4.195;0.000;AUTO;ON;OFF
456.7;4.195;0.000;AUTO;ON;OFF
457.8;4.193;0.000;AUTO;ON;OFF
457.8;4.193;0.000;AUTO;ON;OFF
458.9;4.193;0.000;AUTO;ON;OFF
458.9;4.193;0.000;AUTO;ON;OFF
459.9;4.193;0.000;AUTO;ON;OFF
460.1;4.193;0.000;AUTO;ON;OFF
461.0;4.193;0.000;AUTO;ON;OFF
461.3;4.193;0.000;AUTO;ON;OFF
462.1;4.193;0.000;AUTO;ON;OFF
462.4;4.193;0.000;AUTO;ON;OFF
463.2;4.193;0.000;AUTO;ON;OFF
463.6;4.194;0.000;AUTO;ON;OFF
464.2;4.194;0.000;AUTO;ON;OFF
464.7;4.193;0.000;AUTO;ON;OFF
465.3;4.193;0.000;AUTO;ON;OFF
465.9;4.196;0.000;AUTO;ON;OFF
466.4;4.196;0.000;AUTO;ON;OFF
467.1;4.195;0.000;AUTO;ON;OFF
467.4;4.195;0.000;AUTO;ON;OFF
468.2;4.195;0.000;AUTO;ON;OFF
468.5;4.195;0.000;AUTO;ON;OFF
469.4;4.194;0.000;AUTO;ON;OFF
469.6;4.194;0.000;AUTO;ON;OFF
470.5;4.194;0.000;AUTO;ON;OFF
470.7;4.194;0.000;AUTO;ON;OFF
471.7;4.195;0.000;AUTO;ON;OFF
471.7;4.195;0.000;AUTO;ON;OFF
472.8;4.195;0.000;AUTO;ON;OFF
472.9;4.195;0.000;AUTO;ON;OFF
473.9;4.195;0.000;AUTO;ON;OFF
474.0;4.194;0.000;AUTO;ON;OFF
475.0;4.194;0.000;AUTO;ON;OFF
475.2;4.195;0.000;AUTO;ON;OFF
476.1;4.195;0.000;AUTO;ON;OFF
476.3;4.195;0.000;AUTO;ON;OFF
477.1;4.195;0.000;AUTO;ON;OFF
477.5;4.195;0.000;AUTO;ON;OFF
478.2;4.195;0.000;AUTO;ON;OFF
478.7;4.195;0.000;AUTO;ON;OFF
479.3;4.195;0.000;AUTO;ON;OFF
479.8;4.195;0.000;AUTO;ON;OFF
480.4;4.195;0.000;AUTO;ON;OFF
481.0;4.194;0.000;AUTO;ON;OFF
481.5;4.194;0.000;AUTO;ON;OFF
482.1;4.195;0.000;AUTO;ON;OFF
482.5;4.195;0.000;AUTO;ON;OFF
483.3;4.194;0.000;AUTO;ON;OFF
483.6;4.194;0.000;AUTO;ON;OFF
484.5;4.195;0.000;AUTO;ON;OFF
484.7;4.195;0.000;AUTO;ON;OFF
485.6;4.195;0.000;AUTO;ON;OFF
485.8;4.195;0.000;AUTO;ON;OFF
486.8;4.195;0.000;AUTO;ON;OFF
486.9;4.195;0.000;AUTO;ON;OFF
487.9;4.195;0.000;AUTO;ON;OFF
487.9;4.194;0.000;AUTO;ON;OFF
489.0;4.194;0.000;AUTO;ON;OFF
489.1;4.193;0.000;AUTO;ON;OFF
490.1;4.193;0.000;AUTO;ON;OFF
490.3;4.195;0.000;AUTO;ON;OFF
491.2;4.195;0.000;AUTO;ON;OFF
491.4;4.196;0.000;AUTO;ON;OFF
492.2;4.196;0.000;AUTO;ON;OFF
492.6;4.195;0.000;AUTO;ON;OFF
493.3;4.195;0.000;AUTO;ON;OFF
493.7;4.196;0.000;AUTO;ON;OFF
494.4;4.196;0.000;AUTO;ON;OFF
494.9;4.194;0.000;AUTO;ON;OFF
495.5;4.194;0.000;AUTO;ON;OFF
496.1;4.194;0.000;AUTO;ON;OFF
496.5;4.194;0.000;AUTO;ON;OFF
497.2;4.195;0.000;AUTO;ON;OFF
497.6;4.195;0.000;AUTO;ON;OFF
498.4;4.195;0.000;AUTO;ON;OFF
498.7;4.195;0.000;AUTO;ON;OFF
499.5;4.195;0.000;AUTO;ON;OFF
499.7;4.195;0.000;AUTO;ON;OFF
500.7;4.195;0.000;AUTO;ON;OFF
500.8;4.195;0.000;AUTO;ON;OFF
501.9;4.195;0.000;AUTO;ON;OFF
501.9;4.195;0.000;AUTO;ON;OFF
503.0;4.195;0.000;AUTO;ON;OFF
503.0;4.195;0.000;AUTO;ON;OFF
504.1;4.195;0.000;AUTO;ON;OFF
504.2;4.196;0.000;AUTO;ON;OFF
505.1;4.196;0.000;AUTO;ON;OFF
505.3;4.195;0.000;AUTO;ON;OFF
506.2;4.195;0.000;AUTO;ON;OFF
506.5;4.196;0.000;AUTO;ON;OFF
507.3;4.196;0.000;AUTO;ON;OFF
507.7;4.195;0.000;AUTO;ON;OFF
508.4;4.195;0.000;AUTO;ON;OFF
508.8;4.195;0.000;AUTO;ON;OFF
509.5;4.195;0.000;AUTO;ON;OFF
510.0;4.195;0.000;AUTO;ON;OFF
510.6;4.195;0.000;AUTO;ON;OFF
511.1;4.195;0.000;AUTO;ON;OFF
511.7;4.195;0.000;AUTO;ON;OFF
512.3;4.195;0.000;AUTO;ON;OFF
512.8;4.195;0.000;AUTO;ON;OFF
513.5;4.195;0.000;AUTO;ON;OFF
513.8;4.195;0.000;AUTO;ON;OFF
514.6;4.195;0.000;AUTO;ON;OFF
514.9;4.195;0.000;AUTO;ON;OFF
515.8;4.195;0.000;AUTO;ON;OFF
516.0;4.195;0.000;AUTO;ON;OFF
516.9;4.195;0.000;AUTO;ON;OFF
517.1;4.195;0.000;AUTO;ON;OFF
518.1;4.195;0.000;AUTO;ON;OFF
518.2;4.195;0.000;AUTO;ON;OFF
519.2;4.195;0.000;AUTO;ON;OFF
519.3;4.195;0.000;AUTO;ON;OFF
520.3;4.195;0.000;AUTO;ON;OFF
520.4;4.195;0.000;AUTO;ON;OFF
521.4;4.195;0.000;AUTO;ON;OFF
521.6;4.196;0.000;AUTO;ON;OFF
522.5;4.196;0.000;AUTO;ON;OFF
522.7;4.195;0.000;AUTO;ON;OFF
523.5;4.195;0.000;AUTO;ON;OFF
523.9;4.195;0.000;AUTO;ON;OFF
524.6;4.195;0.000;AUTO;ON;OFF
525.1;4.195;0.000;AUTO;ON;OFF
525.7;4.195;0.000;AUTO;ON;OFF
526.2;4.195;0.000;AUTO;ON;OFF
526.8;4.195;0.000;AUTO;ON;OFF
527.4;4.195;0.000;AUTO;ON;OFF
527.8;4.195;0.000;AUTO;ON;OFF
528.5;4.195;0.000;AUTO;ON;OFF
528.9;4.195;0.000;AUTO;ON;OFF
529.7;4.195;0.000;AUTO;ON;OFF
530.0;4.195;0.000;AUTO;ON;OFF
530.9;4.196;0.000;AUTO;ON;OFF
531.1;4.196;0.000;AUTO;ON;OFF
532.0;4.195;0.000;AUTO;ON;OFF
532.1;4.195;0.000;AUTO;ON;OFF
533.2;4.195;0.000;AUTO;ON;OFF
533.2;4.195;0.000;AUTO;ON;OFF
534.3;4.195;0.000;AUTO;ON;OFF
534.4;4.195;0.000;AUTO;ON;OFF
535.4;4.195;0.000;AUTO;ON;OFF
535.5;4.195;0.000;AUTO;ON;OFF
536.5;4.195;0.000;AUTO;ON;OFF
536.7;4.195;0.000;AUTO;ON;OFF
537.5;4.195;0.000;AUTO;ON;OFF
537.8;4.195;0.000;AUTO;ON;OFF
538.6;4.195;0.000;AUTO;ON;OFF
539.0;4.195;0.000;AUTO;ON;OFF
539.7;4.195;0.000;AUTO;ON;OFF
540.1;4.195;0.000;AUTO;ON;OFF
540.8;4.195;0.000;AUTO;ON;OFF
541.3;4.195;0.000;AUTO;ON;OFF
541.9;4.195;0.000;AUTO;ON;OFF
542.5;4.195;0.000;AUTO;ON;OFF
543.0;4.195;0.000;AUTO;ON;OFF
543.6;4.196;0.000;AUTO;ON;OFF
544.0;4.196;0.000;AUTO;ON;OFF
544.8;4.195;0.000;AUTO;ON;OFF
545.1;4.195;0.000;AUTO;ON;OFF
545.9;4.195;0.000;AUTO;ON;OFF
546.2;4.195;0.000;AUTO;ON;OFF
547.1;4.195;0.000;AUTO;ON;OFF
547.3;4.195;0.000;AUTO;ON;OFF
548.3;4.195;0.000;AUTO;ON;OFF
548.4;4.195;0.000;AUTO;ON;OFF
549.4;4.195;0.000;AUTO;ON;OFF
549.4;4.195;0.000;AUTO;ON;OFF
550.5;4.195;0.000;AUTO;ON;OFF
550.6;4.195;0.000;AUTO;ON;OFF
551.6;4.195;0.000;AUTO;ON;OFF
551.7;4.196;0.000;AUTO;ON;OFF
552.7;4.196;0.000;AUTO;ON;OFF
552.9;4.195;0.000;AUTO;ON;OFF
553.7;4.195;0.000;AUTO;ON;OFF
554.1;4.195;0.000;AUTO;ON;OFF
554.8;4.195;0.000;AUTO;ON;OFF
555.2;4.196;0.000;AUTO;ON;OFF
555.9;4.196;0.000;AUTO;ON;OFF
556.4;4.195;0.000;AUTO;ON;OFF
557.0;4.195;0.000;AUTO;ON;OFF
557.5;4.195;0.000;AUTO;ON;OFF
558.1;4.195;0.000;AUTO;ON;OFF
558.7;4.195;0.000;AUTO;ON;OFF
559.1;4.195;0.000;AUTO;ON;OFF
559.9;4.196;0.000;AUTO;ON;OFF
560.2;4.196;0.000;AUTO;ON;OFF
561.0;4.195;0.000;AUTO;ON;OFF
561.3;4.195;0.000;AUTO;ON;OFF
562.2;4.195;0.000;AUTO;ON;OFF
562.4;4.195;0.000;AUTO;ON;OFF
563.3;4.196;0.000;AUTO;ON;OFF
563.5;4.196;0.000;AUTO;ON;OFF
564.6;4.195;0.000;AUTO;ON;OFF
564.6;4.195;0.000;AUTO;ON;OFF
565.7;4.195;0.000;AUTO;ON;OFF
565.7;4.195;0.000;AUTO;ON;OFF
566.8;4.195;0.000;AUTO;ON;OFF
566.8;4.195;0.000;AUTO;ON;OFF
567.8;4.195;0.000;AUTO;ON;OFF
568.0;4.196;0.000;AUTO;ON;OFF
568.9;4.196;0.000;AUTO;ON;OFF
569.1;4.194;0.000;AUTO;ON;OFF
570.0;4.194;0.000;AUTO;ON;OFF
570.3;4.195;0.000;AUTO;ON;OFF
571.1;4.195;0.000;AUTO;ON;OFF
571.5;4.195;0.000;AUTO;ON;OFF
572.2;4.195;0.000;AUTO;ON;OFF
572.6;4.196;0.000;AUTO;ON;OFF
573.3;4.196;0.000;AUTO;ON;OFF
573.8;4.195;0.000;AUTO;ON;OFF
574.4;4.195;0.000;AUTO;ON;OFF
574.9;4.195;0.000;AUTO;ON;OFF
575.5;4.195;0.000;AUTO;ON;OFF
576.1;4.196;0.000;AUTO;ON;OFF
576.6;4.196;0.000;AUTO;ON;OFF
577.3;4.196;0.000;AUTO;ON;OFF
577.6;4.196;0.000;AUTO;ON;OFF
578.4;4.196;0.000;AUTO;ON;OFF
578.7;4.196;0.000;AUTO;ON;OFF
579.6;4.196;0.000;AUTO;ON;OFF
579.8;4.196;0.000;AUTO;ON;OFF
580.7;4.195;0.000;AUTO;ON;OFF
580.9;4.195;0.000;AUTO;ON;OFF
581.9;4.195;0.000;AUTO;ON;OFF
582.0;4.195;0.000;AUTO;ON;OFF
583.0;4.195;0.000;AUTO;ON;OFF
583.1;4.193;0.000;AUTO;ON;OFF
584.1;4.193;0.000;AUTO;ON;OFF
584.2;4.196;0.000;AUTO;ON;OFF
585.2;4.196;0.000;AUTO;ON;OFF
585.4;4.195;0.000;AUTO;ON;OFF
586.3;4.195;0.000;AUTO;ON;OFF
586.5;4.196;0.000;AUTO;ON;OFF
587.4;4.196;0.000;AUTO;ON;OFF
587.7;4.196;0.000;AUTO;ON;OFF
588.5;4.196;0.000;AUTO;ON;OFF
588.9;4.196;0.000;AUTO;ON;OFF
589.5;4.196;0.000;AUTO;ON;OFF
590.0;4.196;0.000;AUTO;ON;OFF
590.6;4.196;0.000;AUTO;ON;OFF
591.2;4.196;0.000;AUTO;ON;OFF
591.7;4.196;0.000;AUTO;ON;OFF
592.3;4.196;0.000;AUTO;ON;OFF
592.8;4.196;0.000;AUTO;ON;OFF
593.5;4.196;0.000;AUTO;ON;OFF
593.8;4.196;0.000;AUTO;ON;OFF
594.7;4.195;0.000;AUTO;ON;OFF
594.9;4.195;0.000;AUTO;ON;OFF
595.8;4.196;0.000;AUTO;ON;OFF
596.0;4.196;0.000;AUTO;ON;OFF
597.0;4.196;0.000;AUTO;ON;OFF
597.1;4.196;0.000;AUTO;ON;OFF
598.1;4.196;0.000;AUTO;ON;OFF
598.2;4.196;0.000;AUTO;ON;OFF
599.2;4.196;0.000;AUTO;ON;OFF
599.3;4.196;0.000;AUTO;ON;OFF
600.3;4.196;0.000;AUTO;ON;OFF
600.5;4.196;0.000;AUTO;ON;OFF
601.4;4.196;0.000;AUTO;ON;OFF
601.6;4.196;0.000;AUTO;ON;OFF
602.5;4.196;0.000;AUTO;ON;OFF
602.8;4.196;0.000;AUTO;ON;OFF
603.6;4.196;0.000;AUTO;ON;OFF
603.9;4.196;0.000;AUTO;ON;OFF
604.7;4.196;0.000;AUTO;ON;OFF
605.1;4.196;0.000;AUTO;ON;OFF
605.7;4.196;0.000;AUTO;ON;OFF
606.3;4.196;0.000;AUTO;ON;OFF
606.8;4.196;0.000;AUTO;ON;OFF
607.4;4.196;0.000;AUTO;ON;OFF
607.9;4.196;0.000;AUTO;ON;OFF
608.6;4.196;0.000;AUTO;ON;OFF
609.0;4.196;0.000;AUTO;ON;OFF
609.7;4.196;0.000;AUTO;ON;OFF
610.0;4.196;0.000;AUTO;ON;OFF
610.9;4.196;0.000;AUTO;ON;OFF
611.1;4.196;0.000;AUTO;ON;OFF
612.1;4.196;0.000;AUTO;ON;OFF
612.2;4.196;0.000;AUTO;ON;OFF
613.3;4.196;0.000;AUTO;ON;OFF
613.3;4.196;0.000;AUTO;ON;OFF
614.4;4.196;0.000;AUTO;ON;OFF
614.4;4.196;0.000;AUTO;ON;OFF
615.4;4.196;0.000;AUTO;ON;OFF
615.5;4.196;0.000;AUTO;ON;OFF
616.5;4.196;0.000;AUTO;ON;OFF
616.7;4.196;0.000;AUTO;ON;OFF
617.6;4.196;0.000;AUTO;ON;OFF
617.9;4.195;0.000;AUTO;ON;OFF
618.7;4.195;0.000;AUTO;ON;OFF
619.0;4.196;0.000;AUTO;ON;OFF
619.7;4.196;0.000;AUTO;ON;OFF
620.2;4.196;0.000;AUTO;ON;OFF
620.8;4.196;0.000;AUTO;ON;OFF
621.3;4.196;0.000;AUTO;ON;OFF
621.9;4.196;0.000;AUTO;ON;OFF
622.5;4.196;0.000;AUTO;ON;OFF
623.0;4.196;0.000;AUTO;ON;OFF
623.7;4.196;0.000;AUTO;ON;OFF
624.1;4.196;0.000;AUTO;ON;OFF
624.8;4.196;0.000;AUTO;ON;OFF
625.2;4.196;0.000;AUTO;ON;OFF
626.0;4.196;0.000;AUTO;ON;OFF
626.3;4.196;0.000;AUTO;ON;OFF
627.1;4.196;0.000;AUTO;ON;OFF
627.3;4.196;0.000;AUTO;ON;OFF
628.3;4.196;0.000;AUTO;ON;OFF
628.4;4.196;0.000;AUTO;ON;OFF
629.5;4.196;0.000;AUTO;ON;OFF
629.5;4.196;0.000;AUTO;ON;OFF
630.6;4.196;0.000;AUTO;ON;OFF
630.7;4.196;0.000;AUTO;ON;OFF
631.7;4.196;0.000;AUTO;ON;OFF
631.8;4.196;0.000;AUTO;ON;OFF
632.8;4.196;0.000;AUTO;ON;OFF
632.9;4.196;0.000;AUTO;ON;OFF
633.8;4.196;0.000;AUTO;ON;OFF
634.1;4.196;0.000;AUTO;ON;OFF
634.9;4.196;0.000;AUTO;ON;OFF
635.3;4.196;0.000;AUTO;ON;OFF
636.0;4.196;0.000;AUTO;ON;OFF
636.4;4.196;0.000;AUTO;ON;OFF
637.1;4.196;0.000;AUTO;ON;OFF
637.6;4.197;0.000;AUTO;ON;OFF
638.2;4.197;0.000;AUTO;ON;OFF
638.7;4.197;0.000;AUTO;ON;OFF
639.2;4.197;0.000;AUTO;ON;OFF
639.9;4.196;0.000;AUTO;ON;OFF
640.3;4.196;0.000;AUTO;ON;OFF
641.1;4.196;0.000;AUTO;ON;OFF
641.4;4.196;0.000;AUTO;ON;OFF
642.2;4.196;0.000;AUTO;ON;OFF
642.5;4.196;0.000;AUTO;ON;OFF
643.4;4.196;0.000;AUTO;ON;OFF
643.5;4.196;0.000;AUTO;ON;OFF
644.5;4.196;0.000;AUTO;ON;OFF
644.6;4.196;0.000;AUTO;ON;OFF
645.7;4.196;0.000;AUTO;ON;OFF
645.7;4.196;0.000;AUTO;ON;OFF
646.8;4.196;0.000;AUTO;ON;OFF
646.9;4.196;0.000;AUTO;ON;OFF
