Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga;Ciclo
46.5;4.141;0.000;AUTO;ON;OFF;0
47.5;4.141;0.000;AUTO;ON;OFF;0
48.6;4.143;0.000;AUTO;ON;OFF;0
49.6;4.158;0.000;AUTO;ON;OFF;0
50.6;4.191;0.000;AUTO;ON;OFF;0
51.6;4.191;0.000;AUTO;ON;OFF;0
52.6;4.192;0.000;AUTO;ON;OFF;0
53.6;4.190;0.000;AUTO;ON;OFF;0
54.6;4.192;0.000;AUTO;ON;OFF;0
55.6;4.192;0.000;AUTO;ON;OFF;0
56.6;4.191;0.000;AUTO;ON;OFF;0
57.6;4.190;0.000;AUTO;ON;OFF;0
58.7;4.191;0.000;AUTO;ON;OFF;0
59.7;4.191;0.000;AUTO;ON;OFF;0
60.7;4.191;0.000;AUTO;ON;OFF;0
61.7;4.191;0.000;AUTO;ON;OFF;0
62.7;4.191;0.000;AUTO;ON;OFF;0
63.7;4.191;0.000;AUTO;ON;OFF;0
64.7;4.191;0.000;AUTO;ON;OFF;0
65.7;4.191;0.000;AUTO;ON;OFF;0
66.7;4.191;0.000;AUTO;ON;OFF;0
67.8;4.193;0.000;AUTO;ON;OFF;0
68.8;4.192;0.000;AUTO;ON;OFF;0
69.8;4.191;0.000;AUTO;ON;OFF;0
70.8;4.192;0.000;AUTO;ON;OFF;0
71.8;4.192;0.000;AUTO;ON;OFF;0
72.8;4.193;0.000;AUTO;ON;OFF;0
73.8;4.193;0.000;AUTO;ON;OFF;0
74.8;4.193;0.000;AUTO;ON;OFF;0
75.8;4.192;0.000;AUTO;ON;OFF;0
76.9;4.194;0.000;AUTO;ON;OFF;0
77.9;4.192;0.000;AUTO;ON;OFF;0
78.9;4.192;0.000;AUTO;ON;OFF;0
79.9;4.192;0.000;AUTO;ON;OFF;0
80.9;4.192;0.000;AUTO;ON;OFF;0
81.9;4.193;0.000;AUTO;ON;OFF;0
82.9;4.192;0.000;AUTO;ON;OFF;0
83.9;4.193;0.000;AUTO;ON;OFF;0
84.9;4.193;0.000;AUTO;ON;OFF;0
86.0;4.193;0.000;AUTO;ON;OFF;0
87.0;4.193;0.000;AUTO;ON;OFF;0
88.0;4.193;0.000;AUTO;ON;OFF;0
89.0;4.193;0.000;AUTO;ON;OFF;0
90.0;4.194;0.000;AUTO;ON;OFF;0
91.0;4.194;0.000;AUTO;ON;OFF;0
92.0;4.193;0.000;AUTO;ON;OFF;0
93.0;4.195;0.000;AUTO;ON;OFF;0
94.1;4.193;0.000;AUTO;ON;OFF;0
95.1;4.193;0.000;AUTO;ON;OFF;0
96.1;4.194;0.000;AUTO;ON;OFF;0
97.1;4.194;0.000;AUTO;ON;OFF;0
98.1;4.192;0.000;AUTO;ON;OFF;0
99.1;4.194;0.000;AUTO;ON;OFF;0
100.1;4.195;0.000;AUTO;ON;OFF;0
101.1;4.193;0.000;AUTO;ON;OFF;0
102.1;4.195;0.000;AUTO;ON;OFF;0
103.2;4.195;0.000;AUTO;ON;OFF;0
104.2;4.195;0.000;AUTO;ON;OFF;0
105.2;4.194;0.000;AUTO;ON;OFF;0
106.2;4.194;0.000;AUTO;ON;OFF;0
107.3;4.195;0.000;AUTO;ON;OFF;0
108.3;4.194;0.000;AUTO;ON;OFF;0
109.3;4.195;0.000;AUTO;ON;OFF;0
110.3;4.195;0.000;AUTO;ON;OFF;0
111.3;4.195;0.000;AUTO;ON;OFF;0
112.3;4.193;0.000;AUTO;ON;OFF;0
113.3;4.194;0.000;AUTO;ON;OFF;0
114.3;4.194;0.000;AUTO;ON;OFF;0
115.3;4.195;0.000;AUTO;ON;OFF;0
116.3;4.195;0.000;AUTO;ON;OFF;0
117.4;4.195;0.000;AUTO;ON;OFF;0
118.4;4.194;0.000;AUTO;ON;OFF;0
119.4;4.194;0.000;AUTO;ON;OFF;0
120.4;4.194;0.000;AUTO;ON;OFF;0
121.4;4.194;0.000;AUTO;ON;OFF;0
122.4;4.194;0.000;AUTO;ON;OFF;0
123.4;4.195;0.000;AUTO;ON;OFF;0
124.4;4.194;0.000;AUTO;ON;OFF;0
125.5;4.196;0.000;AUTO;ON;OFF;0
126.5;4.195;0.000;AUTO;ON;OFF;0
127.5;4.195;0.000;AUTO;ON;OFF;0
128.5;4.195;0.000;AUTO;ON;OFF;0
129.5;4.195;0.000;AUTO;ON;OFF;0
130.5;4.196;0.000;AUTO;ON;OFF;0
131.5;4.196;0.000;AUTO;ON;OFF;0
132.6;4.195;0.000;AUTO;ON;OFF;0
133.6;4.196;0.000;AUTO;ON;OFF;0
134.6;4.196;0.000;AUTO;ON;OFF;0
135.6;4.195;0.000;AUTO;ON;OFF;0
136.6;4.196;0.000;AUTO;ON;OFF;0
137.6;4.195;0.000;AUTO;ON;OFF;0
138.6;4.196;0.000;AUTO;ON;OFF;0
139.6;4.196;0.000;AUTO;ON;OFF;0
140.6;4.195;0.000;AUTO;ON;OFF;0
141.6;4.196;0.000;AUTO;ON;OFF;0
142.7;4.196;0.000;AUTO;ON;OFF;0
143.7;4.196;0.000;AUTO;ON;OFF;0
144.7;4.196;0.000;AUTO;ON;OFF;0
145.7;4.196;0.000;AUTO;ON;OFF;0
146.7;4.196;0.000;AUTO;ON;OFF;0
147.7;4.196;0.000;AUTO;ON;OFF;0
148.7;4.196;0.000;AUTO;ON;OFF;0
149.7;4.196;0.000;AUTO;ON;OFF;0
150.7;4.196;0.000;AUTO;ON;OFF;0
151.8;4.196;0.000;AUTO;ON;OFF;0
152.8;4.196;0.000;AUTO;ON;OFF;0
153.8;4.196;0.000;AUTO;ON;OFF;0
154.8;4.195;0.000;AUTO;ON;OFF;0
155.8;4.196;0.000;AUTO;ON;OFF;0
156.8;4.196;0.000;AUTO;ON;OFF;0
157.8;4.194;0.000;AUTO;ON;OFF;0
158.8;4.194;0.000;AUTO;ON;OFF;0
159.8;4.196;0.000;AUTO;ON;OFF;0
160.9;4.195;0.000;AUTO;ON;OFF;0
161.9;4.196;0.000;AUTO;ON;OFF;0
162.9;4.196;0.000;AUTO;ON;OFF;0
163.9;4.196;0.000;AUTO;ON;OFF;0
164.9;4.197;0.000;AUTO;ON;OFF;0
165.9;4.196;0.000;AUTO;ON;OFF;0
166.9;4.196;0.000;AUTO;ON;OFF;0
167.9;4.196;0.000;AUTO;ON;OFF;0
168.9;4.196;0.000;AUTO;ON;OFF;0
170.0;4.196;0.000;AUTO;ON;OFF;0
171.0;4.197;0.000;AUTO;ON;OFF;0
172.0;4.197;0.000;AUTO;ON;OFF;0
173.0;4.198;0.000;AUTO;ON;OFF;0
174.0;4.198;0.000;AUTO;ON;OFF;0
175.0;4.197;0.000;AUTO;ON;OFF;0
176.0;4.198;0.000;AUTO;ON;OFF;0
177.0;4.197;0.000;AUTO;ON;OFF;0
178.0;4.197;0.000;AUTO;ON;OFF;0
179.1;4.198;0.000;AUTO;ON;OFF;0
180.1;4.198;0.000;AUTO;ON;OFF;0
181.1;4.198;0.000;AUTO;ON;OFF;0
182.1;4.198;0.000;AUTO;ON;OFF;0
183.1;4.198;0.000;AUTO;ON;OFF;0
184.1;4.198;0.000;AUTO;ON;OFF;0
185.2;4.197;0.000;AUTO;ON;OFF;0
186.2;4.198;0.000;AUTO;ON;OFF;0
187.2;4.198;0.000;AUTO;ON;OFF;0
188.2;4.198;0.000;AUTO;ON;OFF;0
189.2;4.198;0.000;AUTO;ON;OFF;0
190.2;4.198;0.000;AUTO;ON;OFF;0
191.2;4.197;0.000;AUTO;ON;OFF;0
192.2;4.198;0.000;AUTO;ON;OFF;0
193.2;4.196;0.000;AUTO;ON;OFF;0
194.3;4.197;0.000;AUTO;ON;OFF;0
195.3;4.198;0.000;AUTO;ON;OFF;0
196.3;4.197;0.000;AUTO;ON;OFF;0
197.3;4.198;0.000;AUTO;ON;OFF;0
198.3;4.198;0.000;AUTO;ON;OFF;0
199.3;4.198;0.000;AUTO;ON;OFF;0
200.3;4.198;0.000;AUTO;ON;OFF;0
201.3;4.198;0.000;AUTO;ON;OFF;0
202.3;4.198;0.000;AUTO;ON;OFF;0
203.4;4.198;0.000;AUTO;ON;OFF;0
204.4;4.198;0.000;AUTO;ON;OFF;0
205.4;4.198;0.000;AUTO;ON;OFF;0
206.4;4.198;0.000;AUTO;ON;OFF;0
207.4;4.198;0.000;AUTO;ON;OFF;0
208.4;4.198;0.000;AUTO;ON;OFF;0
209.4;4.198;0.000;AUTO;ON;OFF;0
210.4;4.197;0.000;AUTO;ON;OFF;0
211.5;4.198;0.000;AUTO;ON;OFF;0
212.5;4.197;0.000;AUTO;ON;OFF;0
213.5;4.197;0.000;AUTO;ON;OFF;0
214.5;4.198;0.000;AUTO;ON;OFF;0
215.5;4.198;0.000;AUTO;ON;OFF;0
216.5;4.198;0.000;AUTO;ON;OFF;0
217.5;4.198;0.000;AUTO;ON;OFF;0
218.6;4.198;0.000;AUTO;ON;OFF;0
219.6;4.198;0.000;AUTO;ON;OFF;0
220.6;4.198;0.000;AUTO;ON;OFF;0
221.6;4.198;0.000;AUTO;ON;OFF;0
222.6;4.198;0.000;AUTO;ON;OFF;0
223.6;4.198;0.000;AUTO;ON;OFF;0
224.6;4.197;0.000;AUTO;ON;OFF;0
225.6;4.198;0.000;AUTO;ON;OFF;0
226.6;4.198;0.000;AUTO;ON;OFF;0
227.7;4.197;0.000;AUTO;ON;OFF;0
228.7;4.198;0.000;AUTO;ON;OFF;0
229.7;4.198;0.000;AUTO;ON;OFF;0
230.7;4.198;0.000;AUTO;ON;OFF;0
231.7;4.197;0.000;AUTO;ON;OFF;0
232.7;4.198;0.000;AUTO;ON;OFF;0
233.7;4.197;0.000;AUTO;ON;OFF;0
234.7;4.198;0.000;AUTO;ON;OFF;0
235.7;4.197;0.000;AUTO;ON;OFF;0
236.7;4.196;0.000;AUTO;ON;OFF;0
237.7;4.196;0.000;AUTO;ON;OFF;0
238.8;4.198;0.000;AUTO;ON;OFF;0
239.8;4.197;0.000;AUTO;ON;OFF;0
240.8;4.197;0.000;AUTO;ON;OFF;0
241.8;4.198;0.000;AUTO;ON;OFF;0
242.8;4.198;0.000;AUTO;ON;OFF;0
243.8;4.198;0.000;AUTO;ON;OFF;0
244.8;4.199;0.000;AUTO;ON;OFF;0
245.8;4.199;0.000;AUTO;ON;OFF;0
246.8;4.198;0.000;AUTO;ON;OFF;0
247.9;4.198;0.000;AUTO;ON;OFF;0
248.9;4.199;0.000;AUTO;ON;OFF;0
249.9;4.198;0.000;AUTO;ON;OFF;0
250.9;4.199;0.000;AUTO;ON;OFF;0
251.9;4.198;0.000;AUTO;ON;OFF;0
252.9;4.198;0.000;AUTO;ON;OFF;0
253.9;4.198;0.000;AUTO;ON;OFF;0
254.9;4.198;0.000;AUTO;ON;OFF;0
255.9;4.198;0.000;AUTO;ON;OFF;0
256.9;4.198;0.000;AUTO;ON;OFF;0
258.0;4.198;0.000;AUTO;ON;OFF;0
259.0;4.198;0.000;AUTO;ON;OFF;0
260.0;4.199;0.000;AUTO;ON;OFF;0
261.0;4.199;0.000;AUTO;ON;OFF;0
262.0;4.198;0.000;AUTO;ON;OFF;0
263.0;4.199;0.000;AUTO;ON;OFF;0
264.0;4.199;0.000;AUTO;ON;OFF;0
265.0;4.199;0.000;AUTO;ON;OFF;0
266.0;4.199;0.000;AUTO;ON;OFF;0
267.1;4.199;0.000;AUTO;ON;OFF;0
268.1;4.199;0.000;AUTO;ON;OFF;0
269.1;4.199;0.000;AUTO;ON;OFF;0
270.1;4.198;0.000;AUTO;ON;OFF;0
271.1;4.198;0.000;AUTO;ON;OFF;0
272.1;4.200;0.000;AUTO;ON;OFF;0
273.1;4.199;0.000;AUTO;ON;OFF;0
274.1;4.200;0.000;AUTO;ON;OFF;0
275.1;4.200;0.000;AUTO;ON;OFF;0
276.2;4.199;0.000;AUTO;ON;OFF;0
277.2;4.199;0.000;AUTO;ON;OFF;0
278.2;4.198;0.000;AUTO;ON;OFF;0
279.2;4.199;0.000;AUTO;ON;OFF;0
280.2;4.199;0.000;AUTO;ON;OFF;0
281.2;4.199;0.000;AUTO;ON;OFF;0
282.2;4.199;0.000;AUTO;ON;OFF;0
283.2;4.199;0.000;AUTO;ON;OFF;0
284.2;4.199;0.000;AUTO;ON;OFF;0
285.3;4.199;0.000;AUTO;ON;OFF;0
286.3;4.199;0.000;AUTO;ON;OFF;0
287.3;4.200;0.000;AUTO;ON;OFF;0
288.3;4.199;0.000;AUTO;ON;OFF;0
289.3;4.199;0.000;AUTO;ON;OFF;0
290.3;4.198;0.000;AUTO;ON;OFF;0
291.3;4.199;0.000;AUTO;ON;OFF;0
292.3;4.199;0.000;AUTO;ON;OFF;0
293.3;4.199;0.000;AUTO;ON;OFF;0
294.3;4.199;0.000;AUTO;ON;OFF;0
295.3;4.198;0.000;AUTO;ON;OFF;0
296.3;4.200;0.000;AUTO;ON;OFF;0
297.4;4.199;0.000;AUTO;ON;OFF;0
298.4;4.199;0.000;AUTO;ON;OFF;0
299.4;4.199;0.000;AUTO;ON;OFF;0
300.4;4.199;0.000;AUTO;ON;OFF;0
301.4;4.199;0.000;AUTO;ON;OFF;0
302.4;4.200;0.000;AUTO;ON;OFF;0
303.5;4.199;0.000;AUTO;ON;OFF;0
304.5;4.200;0.000;AUTO;ON;OFF;0
305.5;4.199;0.000;AUTO;ON;OFF;0
306.5;4.199;0.000;AUTO;ON;OFF;0
307.5;4.200;0.000;AUTO;ON;OFF;0
308.5;4.200;0.000;AUTO;ON;OFF;0
309.5;4.199;0.000;AUTO;ON;OFF;0
310.5;4.199;0.000;AUTO;ON;OFF;0
311.6;4.198;0.000;AUTO;ON;OFF;0
312.6;4.199;0.000;AUTO;ON;OFF;0
313.6;4.199;0.000;AUTO;ON;OFF;0
314.6;4.199;0.000;AUTO;ON;OFF;0
315.6;4.199;0.000;AUTO;ON;OFF;0
316.6;4.199;0.000;AUTO;ON;OFF;0
317.6;4.200;0.000;AUTO;ON;OFF;0
318.6;4.197;0.000;AUTO;ON;OFF;0
319.7;4.199;0.000;AUTO;ON;OFF;0
320.7;4.198;0.000;AUTO;ON;OFF;0
321.7;4.198;0.000;AUTO;ON;OFF;0
322.7;4.200;0.000;AUTO;ON;OFF;0
323.7;4.199;0.000;AUTO;ON;OFF;0
324.7;4.199;0.000;AUTO;ON;OFF;0
325.7;4.200;0.000;AUTO;ON;OFF;0
326.7;4.198;0.000;AUTO;ON;OFF;0
327.7;4.199;0.000;AUTO;ON;OFF;0
328.8;4.198;0.000;AUTO;ON;OFF;0
329.8;4.198;0.000;AUTO;ON;OFF;0
330.8;4.199;0.000;AUTO;ON;OFF;0
331.8;4.199;0.000;AUTO;ON;OFF;0
332.8;4.198;0.000;AUTO;ON;OFF;0
333.8;4.199;0.000;AUTO;ON;OFF;0
334.8;4.199;0.000;AUTO;ON;OFF;0
335.8;4.199;0.000;AUTO;ON;OFF;0
336.8;4.199;0.000;AUTO;ON;OFF;0
337.9;4.198;0.000;AUTO;ON;OFF;0
338.9;4.198;0.000;AUTO;ON;OFF;0
339.9;4.198;0.000;AUTO;ON;OFF;0
340.9;4.197;0.000;AUTO;ON;OFF;0
341.9;4.197;0.000;AUTO;ON;OFF;0
342.9;4.198;0.000;AUTO;ON;OFF;0
343.9;4.198;0.000;AUTO;ON;OFF;0
344.9;4.198;0.000;AUTO;ON;OFF;0
345.9;4.198;0.000;AUTO;ON;OFF;0
347.0;4.198;0.000;AUTO;ON;OFF;0
348.0;4.198;0.000;AUTO;ON;OFF;0
349.0;4.198;0.000;AUTO;ON;OFF;0
350.0;4.198;0.000;AUTO;ON;OFF;0
351.0;4.197;0.000;AUTO;ON;OFF;0
352.0;4.198;0.000;AUTO;ON;OFF;0
353.0;4.198;0.000;AUTO;ON;OFF;0
354.1;4.198;0.000;AUTO;ON;OFF;0
355.1;4.198;0.000;AUTO;ON;OFF;0
356.1;4.198;0.000;AUTO;ON;OFF;0
357.1;4.198;0.000;AUTO;ON;OFF;0
358.1;4.199;0.000;AUTO;ON;OFF;0
359.1;4.199;0.000;AUTO;ON;OFF;0
360.1;4.198;0.000;AUTO;ON;OFF;0
361.1;4.198;0.000;AUTO;ON;OFF;0
362.2;4.198;0.000;AUTO;ON;OFF;0
363.2;4.199;0.000;AUTO;ON;OFF;0
364.2;4.199;0.000;AUTO;ON;OFF;0
365.2;4.199;0.000;AUTO;ON;OFF;0
366.2;4.198;0.000;AUTO;ON;OFF;0
367.2;4.199;0.000;AUTO;ON;OFF;0
368.2;4.198;0.000;AUTO;ON;OFF;0
369.2;4.198;0.000;AUTO;ON;OFF;0
370.3;4.199;0.000;AUTO;ON;OFF;0
371.3;4.198;0.000;AUTO;ON;OFF;0
372.3;4.198;0.000;AUTO;ON;OFF;0
373.3;4.198;0.000;AUTO;ON;OFF;0
374.3;4.198;0.000;AUTO;ON;OFF;0
375.3;4.198;0.000;AUTO;ON;OFF;0
376.3;4.198;0.000;AUTO;ON;OFF;0
377.3;4.198;0.000;AUTO;ON;OFF;0
378.3;4.198;0.000;AUTO;ON;OFF;0
379.4;4.198;0.000;AUTO;ON;OFF;0
380.4;4.198;0.000;AUTO;ON;OFF;0
381.4;4.198;0.000;AUTO;ON;OFF;0
382.4;4.197;0.000;AUTO;ON;OFF;0
383.4;4.198;0.000;AUTO;ON;OFF;0
384.4;4.198;0.000;AUTO;ON;OFF;0
385.4;4.199;0.000;AUTO;ON;OFF;0
386.5;4.198;0.000;AUTO;ON;OFF;0
387.5;4.198;0.000;AUTO;ON;OFF;0
388.5;4.198;0.000;AUTO;ON;OFF;0
389.5;4.198;0.000;AUTO;ON;OFF;0
390.5;4.198;0.000;AUTO;ON;OFF;0
391.5;4.198;0.000;AUTO;ON;OFF;0
392.5;4.198;0.000;AUTO;ON;OFF;0
393.5;4.198;0.000;AUTO;ON;OFF;0
394.6;4.198;0.000;AUTO;ON;OFF;0
395.6;4.198;0.000;AUTO;ON;OFF;0
396.6;4.198;0.000;AUTO;ON;OFF;0
397.6;4.198;0.000;AUTO;ON;OFF;0
398.6;4.199;0.000;AUTO;ON;OFF;0
399.6;4.198;0.000;AUTO;ON;OFF;0
400.6;4.198;0.000;AUTO;ON;OFF;0
401.7;4.199;0.000;AUTO;ON;OFF;0
402.7;4.198;0.000;AUTO;ON;OFF;0
403.7;4.198;0.000;AUTO;ON;OFF;0
404.7;4.199;0.000;AUTO;ON;OFF;0
405.7;4.198;0.000;AUTO;ON;OFF;0
406.7;4.198;0.000;AUTO;ON;OFF;0
407.7;4.199;0.000;AUTO;ON;OFF;0
408.7;4.199;0.000;AUTO;ON;OFF;0
409.8;4.198;0.000;AUTO;ON;OFF;0
410.8;4.199;0.000;AUTO;ON;OFF;0
411.8;4.199;0.000;AUTO;ON;OFF;0
412.8;4.198;0.000;AUTO;ON;OFF;0
413.8;4.198;0.000;AUTO;ON;OFF;0
414.8;4.198;0.000;AUTO;ON;OFF;0
415.8;4.198;0.000;AUTO;ON;OFF;0
416.8;4.199;0.000;AUTO;ON;OFF;0
417.8;4.199;0.000;AUTO;ON;OFF;0
418.9;4.199;0.000;AUTO;ON;OFF;0
419.9;4.199;0.000;AUTO;ON;OFF;0
420.9;4.198;0.000;AUTO;ON;OFF;0
421.9;4.199;0.000;AUTO;ON;OFF;0
422.9;4.200;0.000;AUTO;ON;OFF;0
423.9;4.198;0.000;AUTO;ON;OFF;0
424.9;4.198;0.000;AUTO;ON;OFF;0
425.9;4.200;0.000;AUTO;ON;OFF;0
426.9;4.200;0.000;AUTO;OFF;ON;0
427.9;4.200;0.000;AUTO;OFF;ON;1
429.0;3.831;0.000;MANUAL;OFF;OFF;1
430.0;4.039;0.000;MANUAL;OFF;OFF;1
431.0;4.038;0.000;MANUAL;OFF;OFF;1
432.0;4.037;0.000;MANUAL;OFF;OFF;1
433.0;4.036;0.000;MANUAL;OFF;OFF;1
434.0;4.035;0.000;MANUAL;OFF;OFF;1
435.0;4.035;0.000;MANUAL;OFF;OFF;1
436.0;4.034;0.000;MANUAL;OFF;OFF;1
437.1;4.033;0.000;MANUAL;OFF;OFF;1
438.1;4.031;0.000;MANUAL;OFF;OFF;1
439.1;4.031;0.000;MANUAL;OFF;OFF;1
440.1;4.029;0.000;MANUAL;OFF;OFF;1
441.1;4.029;0.000;MANUAL;OFF;OFF;1
442.1;4.028;0.000;MANUAL;OFF;OFF;1
443.1;4.028;0.000;MANUAL;OFF;OFF;1
444.1;4.028;0.000;MANUAL;OFF;OFF;1
445.1;4.026;0.000;MANUAL;OFF;OFF;1
446.1;4.026;0.000;MANUAL;OFF;OFF;1
447.2;4.025;0.000;MANUAL;OFF;OFF;1
448.2;4.024;0.000;MANUAL;OFF;OFF;1
449.2;4.024;0.000;MANUAL;OFF;OFF;1
450.2;4.023;0.000;MANUAL;OFF;OFF;1
451.2;4.023;0.000;MANUAL;OFF;OFF;1
452.2;4.023;0.000;MANUAL;OFF;OFF;1
453.2;4.022;0.000;MANUAL;OFF;OFF;1
454.2;4.022;0.000;MANUAL;OFF;OFF;1
455.3;4.021;0.000;MANUAL;OFF;OFF;1
456.3;4.021;0.000;MANUAL;OFF;OFF;1
457.3;4.019;0.000;MANUAL;OFF;OFF;1
458.3;4.019;0.000;MANUAL;OFF;OFF;1
459.3;4.019;0.000;MANUAL;OFF;OFF;1
460.3;4.019;0.000;MANUAL;OFF;OFF;1
461.3;4.018;0.000;MANUAL;OFF;OFF;1
462.3;4.018;0.000;MANUAL;OFF;OFF;1
463.3;4.018;0.000;MANUAL;OFF;OFF;1
464.4;4.016;0.000;MANUAL;OFF;OFF;1
465.4;4.017;0.000;MANUAL;OFF;OFF;1
466.4;4.016;0.000;MANUAL;OFF;OFF;1
467.4;4.016;0.000;MANUAL;OFF;OFF;1
468.4;4.015;0.000;MANUAL;OFF;OFF;1
469.4;4.015;0.000;MANUAL;OFF;OFF;1
470.4;4.014;0.000;MANUAL;OFF;OFF;1
471.4;4.014;0.000;MANUAL;OFF;OFF;1
472.4;4.013;0.000;MANUAL;OFF;OFF;1
473.5;4.013;0.000;MANUAL;OFF;OFF;1
474.5;4.013;0.000;MANUAL;OFF;OFF;1
475.5;4.013;0.000;MANUAL;OFF;OFF;1
476.5;4.013;0.000;MANUAL;OFF;OFF;1
477.5;4.012;0.000;MANUAL;OFF;OFF;1
478.5;4.012;0.000;MANUAL;OFF;OFF;1
479.5;4.011;0.000;MANUAL;OFF;OFF;1
480.5;4.011;0.000;MANUAL;OFF;OFF;1
481.5;4.011;0.000;MANUAL;OFF;OFF;1
482.5;4.011;0.000;MANUAL;OFF;OFF;1
483.6;4.010;0.000;MANUAL;OFF;OFF;1
484.6;4.009;0.000;MANUAL;OFF;OFF;1
485.6;4.009;0.000;MANUAL;OFF;OFF;1
486.6;4.009;0.000;MANUAL;OFF;OFF;1
487.6;4.009;0.000;MANUAL;OFF;OFF;1
488.6;4.009;0.000;MANUAL;OFF;OFF;1
489.6;4.008;0.000;MANUAL;OFF;OFF;1
490.6;4.008;0.000;MANUAL;OFF;OFF;1
491.6;4.008;0.000;MANUAL;OFF;OFF;1
492.7;4.008;0.000;MANUAL;OFF;OFF;1
493.7;4.007;0.000;AUTO;OFF;ON;1
494.7;3.764;0.176;AUTO;OFF;ON;1
495.7;3.759;0.148;AUTO;OFF;ON;1
496.7;3.756;0.174;AUTO;OFF;ON;1
497.7;3.754;0.159;AUTO;OFF;ON;1
498.7;3.754;0.159;AUTO;OFF;ON;1
499.7;3.751;0.182;AUTO;OFF;ON;1
500.7;3.749;0.192;AUTO;OFF;ON;1
501.7;3.746;0.174;AUTO;OFF;ON;1
502.8;3.744;0.181;AUTO;OFF;ON;1
503.8;3.741;0.205;AUTO;OFF;ON;1
504.8;3.739;0.218;AUTO;OFF;ON;1
505.8;3.739;0.218;AUTO;OFF;ON;1
506.8;3.738;0.146;AUTO;OFF;ON;1
507.8;3.736;0.151;AUTO;OFF;ON;1
508.8;3.734;0.142;AUTO;OFF;ON;1
509.9;3.731;0.127;AUTO;OFF;ON;1
510.9;3.729;0.228;AUTO;OFF;ON;1
511.9;3.728;0.254;AUTO;OFF;ON;1
512.9;3.726;0.136;AUTO;OFF;ON;1
513.9;3.726;0.136;AUTO;OFF;ON;1
514.9;3.723;0.104;AUTO;OFF;ON;1
515.9;3.722;0.131;AUTO;OFF;ON;1
516.9;3.720;0.121;AUTO;OFF;ON;1
517.9;3.718;0.173;AUTO;OFF;ON;1
519.0;3.716;0.165;AUTO;OFF;ON;1
520.0;3.714;0.178;AUTO;OFF;ON;1
521.0;3.713;0.181;AUTO;OFF;ON;1
522.0;3.713;0.181;AUTO;OFF;ON;1
523.0;3.713;0.143;AUTO;OFF;ON;1
524.0;3.710;0.196;AUTO;OFF;ON;1
525.0;3.708;0.206;AUTO;OFF;ON;1
526.0;3.708;0.267;AUTO;OFF;ON;1
527.1;3.704;0.220;AUTO;OFF;ON;1
528.1;3.704;0.195;AUTO;OFF;ON;1
529.1;3.702;0.131;AUTO;OFF;ON;1
530.1;3.702;0.131;AUTO;OFF;ON;1
531.1;3.701;0.196;AUTO;OFF;ON;1
532.1;3.699;0.166;AUTO;OFF;ON;1
533.1;3.698;0.111;AUTO;OFF;ON;1
534.2;3.696;0.140;AUTO;OFF;ON;1
535.2;3.694;0.000;AUTO;OFF;ON;1
