Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga
320.7;3.134;0.493;MANUAL;OFF;ON
321.3;3.134;0.493;MANUAL;OFF;ON
321.8;3.131;0.540;MANUAL;OFF;ON
322.4;3.131;0.540;MANUAL;OFF;ON
323.0;3.127;0.534;MANUAL;OFF;ON
323.5;3.127;0.534;MANUAL;OFF;ON
324.2;3.123;0.540;MANUAL;OFF;ON
324.6;3.123;0.540;MANUAL;OFF;ON
325.3;3.119;0.540;MANUAL;OFF;ON
325.7;3.119;0.540;MANUAL;OFF;ON
326.5;3.115;0.499;MANUAL;OFF;ON
326.8;3.115;0.499;MANUAL;OFF;ON
327.6;3.111;0.495;MANUAL;OFF;ON
327.8;3.111;0.495;MANUAL;OFF;ON
328.8;3.107;0.540;MANUAL;OFF;ON
328.9;3.107;0.540;MANUAL;OFF;ON
330.0;3.103;0.540;MANUAL;OFF;ON
330.0;3.103;0.540;MANUAL;OFF;ON
331.1;3.103;0.540;MANUAL;OFF;ON
331.1;3.099;0.540;MANUAL;OFF;ON
332.2;3.099;0.540;MANUAL;OFF;ON
332.3;3.094;0.480;MANUAL;OFF;ON
333.3;3.094;0.480;MANUAL;OFF;ON
333.4;3.089;0.531;MANUAL;OFF;ON
334.4;3.089;0.531;MANUAL;OFF;ON
334.6;3.086;0.540;MANUAL;OFF;ON
335.4;3.086;0.540;MANUAL;OFF;ON
335.8;3.081;0.466;MANUAL;OFF;ON
336.5;3.081;0.466;MANUAL;OFF;ON
336.9;3.077;0.509;MANUAL;OFF;ON
337.6;3.077;0.509;MANUAL;OFF;ON
338.1;3.073;0.522;MANUAL;OFF;ON
338.7;3.073;0.522;MANUAL;OFF;ON
339.2;3.069;0.509;MANUAL;OFF;ON
339.8;3.069;0.509;MANUAL;OFF;ON
340.4;3.064;0.540;MANUAL;OFF;ON
340.8;3.064;0.540;MANUAL;OFF;ON
341.6;3.060;0.540;MANUAL;OFF;ON
341.9;3.060;0.540;MANUAL;OFF;ON
342.7;3.054;0.495;MANUAL;OFF;ON
343.0;3.054;0.495;MANUAL;OFF;ON
343.9;3.049;0.530;MANUAL;OFF;ON
344.1;3.049;0.530;MANUAL;OFF;ON
345.1;3.045;0.517;MANUAL;OFF;ON
345.2;3.045;0.517;MANUAL;OFF;ON
346.2;3.039;0.540;MANUAL;OFF;ON
346.3;3.039;0.540;MANUAL;OFF;ON
347.3;3.039;0.540;MANUAL;OFF;ON
347.4;3.035;0.540;MANUAL;OFF;ON
348.4;3.035;0.540;MANUAL;OFF;ON
348.5;3.030;0.540;MANUAL;OFF;ON
349.5;3.030;0.540;MANUAL;OFF;ON
349.7;3.024;0.524;MANUAL;OFF;ON
350.6;3.024;0.524;MANUAL;OFF;ON
350.9;3.019;0.483;MANUAL;OFF;ON
351.6;3.019;0.483;MANUAL;OFF;ON
352.0;3.014;0.516;MANUAL;OFF;ON
352.7;3.014;0.516;MANUAL;OFF;ON
353.2;3.008;0.534;MANUAL;OFF;ON
353.8;3.008;0.534;MANUAL;OFF;ON
355.0;3.008;0.534;MANUAL;OFF;ON
356.2;3.008;0.534;MANUAL;OFF;ON
357.4;3.008;0.534;MANUAL;OFF;ON
358.6;3.008;0.534;MANUAL;OFF;ON
359.8;3.008;0.534;MANUAL;OFF;ON
360.9;3.008;0.534;MANUAL;OFF;ON
362.0;3.008;0.534;MANUAL;OFF;ON
363.1;3.008;0.534;MANUAL;OFF;ON
364.3;3.008;0.534;MANUAL;OFF;ON
365.4;3.008;0.534;MANUAL;OFF;ON
366.5;3.008;0.534;MANUAL;OFF;ON
367.9;3.008;0.534;MANUAL;OFF;ON
369.1;3.008;0.534;MANUAL;OFF;ON
370.2;3.008;0.534;MANUAL;OFF;ON
371.3;3.008;0.534;MANUAL;OFF;ON
372.4;3.008;0.534;MANUAL;OFF;ON
373.6;3.008;0.534;MANUAL;OFF;ON
374.8;3.008;0.534;MANUAL;OFF;ON
375.8;3.008;0.534;MANUAL;OFF;ON
376.9;3.008;0.534;MANUAL;OFF;ON
378.0;3.008;0.534;MANUAL;OFF;ON
379.0;3.008;0.534;MANUAL;OFF;ON
380.1;3.008;0.534;MANUAL;OFF;ON
381.2;3.008;0.534;MANUAL;OFF;ON
382.3;3.008;0.534;MANUAL;OFF;ON
383.4;3.008;0.534;MANUAL;OFF;ON
384.5;3.008;0.534;MANUAL;OFF;ON
385.5;3.008;0.534;MANUAL;OFF;ON
386.6;3.008;0.534;MANUAL;OFF;ON
387.7;3.008;0.534;MANUAL;OFF;ON
388.8;3.008;0.534;MANUAL;OFF;ON
389.8;3.008;0.534;MANUAL;OFF;ON
390.9;3.008;0.534;MANUAL;OFF;ON
392.0;3.008;0.534;MANUAL;OFF;ON
393.1;3.008;0.534;MANUAL;OFF;ON
394.2;3.008;0.534;MANUAL;OFF;ON
395.2;3.008;0.534;MANUAL;OFF;ON
396.3;3.008;0.534;MANUAL;OFF;ON
397.4;3.008;0.534;MANUAL;OFF;ON
398.5;3.008;0.534;MANUAL;OFF;ON
399.5;3.008;0.534;MANUAL;OFF;ON
400.6;3.008;0.534;MANUAL;OFF;ON
401.7;3.008;0.534;MANUAL;OFF;ON
402.8;3.008;0.534;MANUAL;OFF;ON
403.9;3.008;0.534;MANUAL;OFF;ON
404.9;3.008;0.534;MANUAL;OFF;ON
406.0;3.008;0.534;MANUAL;OFF;ON
407.1;3.008;0.534;MANUAL;OFF;ON
408.2;3.008;0.534;MANUAL;OFF;ON
409.3;3.008;0.534;MANUAL;OFF;ON
410.3;3.008;0.534;MANUAL;OFF;ON
411.4;3.008;0.534;MANUAL;OFF;ON
412.5;3.008;0.534;MANUAL;OFF;ON
413.6;3.008;0.534;MANUAL;OFF;ON
414.6;3.008;0.534;MANUAL;OFF;ON
415.7;3.008;0.534;MANUAL;OFF;ON
416.8;3.008;0.534;MANUAL;OFF;ON
417.9;3.008;0.534;MANUAL;OFF;ON
419.0;3.008;0.534;MANUAL;OFF;ON
420.1;3.008;0.534;MANUAL;OFF;ON
421.2;3.008;0.534;MANUAL;OFF;ON
422.3;3.008;0.534;MANUAL;OFF;ON
423.3;3.008;0.534;MANUAL;OFF;ON
424.4;3.008;0.534;MANUAL;OFF;ON
425.5;3.008;0.534;MANUAL;OFF;ON
426.5;3.008;0.534;MANUAL;OFF;ON
427.6;3.008;0.534;MANUAL;OFF;ON
428.7;3.008;0.534;MANUAL;OFF;ON
429.7;3.008;0.534;MANUAL;OFF;ON
430.8;3.008;0.534;MANUAL;OFF;ON
431.9;3.008;0.534;MANUAL;OFF;ON
432.9;3.008;0.534;MANUAL;OFF;ON
434.0;3.008;0.534;MANUAL;OFF;ON
435.1;3.008;0.534;MANUAL;OFF;ON
436.1;3.008;0.534;MANUAL;OFF;ON
437.2;3.008;0.534;MANUAL;OFF;ON
438.3;3.008;0.534;MANUAL;OFF;ON
439.3;3.008;0.534;MANUAL;OFF;ON
440.4;3.008;0.534;MANUAL;OFF;ON
441.5;3.008;0.534;MANUAL;OFF;ON
442.6;3.008;0.534;MANUAL;OFF;ON
443.6;3.008;0.534;MANUAL;OFF;ON
444.7;3.008;0.534;MANUAL;OFF;ON
445.8;3.008;0.534;MANUAL;OFF;ON
446.9;3.008;0.534;MANUAL;OFF;ON
447.9;3.008;0.534;MANUAL;OFF;ON
449.0;3.008;0.534;MANUAL;OFF;ON
450.1;3.008;0.534;MANUAL;OFF;ON
451.1;3.008;0.534;MANUAL;OFF;ON
452.2;3.008;0.534;MANUAL;OFF;ON
453.3;3.008;0.534;MANUAL;OFF;ON
454.4;3.008;0.534;MANUAL;OFF;ON
455.4;3.008;0.534;MANUAL;OFF;ON
456.5;3.008;0.534;MANUAL;OFF;ON
457.6;3.008;0.534;MANUAL;OFF;ON
458.7;3.008;0.534;MANUAL;OFF;ON
459.7;3.008;0.534;MANUAL;OFF;ON
460.8;3.008;0.534;MANUAL;OFF;ON
461.9;3.008;0.534;MANUAL;OFF;ON
462.9;3.008;0.534;MANUAL;OFF;ON
464.0;3.008;0.534;MANUAL;OFF;ON
465.1;3.008;0.534;MANUAL;OFF;ON
466.2;3.008;0.534;MANUAL;OFF;ON
467.2;3.008;0.534;MANUAL;OFF;ON
468.3;3.008;0.534;MANUAL;OFF;ON
469.4;3.008;0.534;MANUAL;OFF;ON
470.4;3.008;0.534;MANUAL;OFF;ON
471.5;3.008;0.534;MANUAL;OFF;ON
472.6;3.008;0.534;MANUAL;OFF;ON
473.6;3.008;0.534;MANUAL;OFF;ON
474.7;3.008;0.534;MANUAL;OFF;ON
475.8;3.008;0.534;MANUAL;OFF;ON
476.9;3.008;0.534;MANUAL;OFF;ON
477.9;3.008;0.534;MANUAL;OFF;ON
479.0;3.008;0.534;MANUAL;OFF;ON
480.1;3.008;0.534;MANUAL;OFF;ON
481.1;3.008;0.534;MANUAL;OFF;ON
482.2;3.008;0.534;MANUAL;OFF;ON
483.3;3.008;0.534;MANUAL;OFF;ON
484.3;3.008;0.534;MANUAL;OFF;ON
485.4;3.008;0.534;MANUAL;OFF;ON
486.5;3.008;0.534;MANUAL;OFF;ON
487.5;3.008;0.534;MANUAL;OFF;ON
488.6;3.008;0.534;MANUAL;OFF;ON
489.7;3.008;0.534;MANUAL;OFF;ON
490.7;3.008;0.534;MANUAL;OFF;ON
491.8;3.008;0.534;MANUAL;OFF;ON
492.9;3.008;0.534;MANUAL;OFF;ON
494.0;3.008;0.534;MANUAL;OFF;ON
495.0;3.008;0.534;MANUAL;OFF;ON
496.1;3.008;0.534;MANUAL;OFF;ON
497.2;3.008;0.534;MANUAL;OFF;ON
498.2;3.008;0.534;MANUAL;OFF;ON
499.3;3.008;0.534;MANUAL;OFF;ON
500.4;3.008;0.534;MANUAL;OFF;ON
501.5;3.008;0.534;MANUAL;OFF;ON
502.5;3.008;0.534;MANUAL;OFF;ON
503.6;3.008;0.534;MANUAL;OFF;ON
504.7;3.008;0.534;MANUAL;OFF;ON
505.7;3.008;0.534;MANUAL;OFF;ON
506.8;3.008;0.534;MANUAL;OFF;ON
507.9;3.008;0.534;MANUAL;OFF;ON
509.0;3.008;0.534;MANUAL;OFF;ON
510.0;3.008;0.534;MANUAL;OFF;ON
511.1;3.008;0.534;MANUAL;OFF;ON
512.2;3.008;0.534;MANUAL;OFF;ON
513.2;3.008;0.534;MANUAL;OFF;ON
514.3;3.008;0.534;MANUAL;OFF;ON
515.4;3.008;0.534;MANUAL;OFF;ON
516.5;3.008;0.534;MANUAL;OFF;ON
517.6;3.008;0.534;MANUAL;OFF;ON
518.6;3.008;0.534;MANUAL;OFF;ON
519.7;3.008;0.534;MANUAL;OFF;ON
520.8;3.008;0.534;MANUAL;OFF;ON
521.8;3.008;0.534;MANUAL;OFF;ON
522.9;3.008;0.534;MANUAL;OFF;ON
524.0;3.008;0.534;MANUAL;OFF;ON
525.0;3.008;0.534;MANUAL;OFF;ON
526.1;3.008;0.534;MANUAL;OFF;ON
527.2;3.008;0.534;MANUAL;OFF;ON
528.2;3.008;0.534;MANUAL;OFF;ON
529.3;3.008;0.534;MANUAL;OFF;ON
530.4;3.008;0.534;MANUAL;OFF;ON
531.4;3.008;0.534;MANUAL;OFF;ON
532.5;3.008;0.534;MANUAL;OFF;ON
533.6;3.008;0.534;MANUAL;OFF;ON
534.6;3.008;0.534;MANUAL;OFF;ON
535.7;3.008;0.534;MANUAL;OFF;ON
536.8;3.008;0.534;MANUAL;OFF;ON
537.8;3.008;0.534;MANUAL;OFF;ON
538.9;3.008;0.534;MANUAL;OFF;ON
540.0;3.008;0.534;MANUAL;OFF;ON
541.1;3.008;0.534;MANUAL;OFF;ON
542.1;3.008;0.534;MANUAL;OFF;ON
543.2;3.008;0.534;MANUAL;OFF;ON
544.3;3.008;0.534;MANUAL;OFF;ON
545.4;3.008;0.534;MANUAL;OFF;ON
546.4;3.008;0.534;MANUAL;OFF;ON
547.5;3.008;0.534;MANUAL;OFF;ON
548.6;3.008;0.534;MANUAL;OFF;ON
549.6;3.008;0.534;MANUAL;OFF;ON
550.7;3.008;0.534;MANUAL;OFF;ON
551.8;3.008;0.534;MANUAL;OFF;ON
552.8;3.008;0.534;MANUAL;OFF;ON
553.9;3.008;0.534;MANUAL;OFF;ON
555.0;3.008;0.534;MANUAL;OFF;ON
556.1;3.008;0.534;MANUAL;OFF;ON
557.2;3.008;0.534;MANUAL;OFF;ON
558.2;3.008;0.534;MANUAL;OFF;ON
559.3;3.008;0.534;MANUAL;OFF;ON
560.4;3.008;0.534;MANUAL;OFF;ON
561.5;3.008;0.534;MANUAL;OFF;ON
562.5;3.008;0.534;MANUAL;OFF;ON
563.6;3.008;0.534;MANUAL;OFF;ON
564.7;3.008;0.534;MANUAL;OFF;ON
565.8;3.008;0.534;MANUAL;OFF;ON
566.8;3.008;0.534;MANUAL;OFF;ON
567.9;3.008;0.534;MANUAL;OFF;ON
569.0;3.008;0.534;MANUAL;OFF;ON
570.1;3.008;0.534;MANUAL;OFF;ON
571.2;3.008;0.534;MANUAL;OFF;ON
572.3;3.008;0.534;MANUAL;OFF;ON
573.4;3.008;0.534;MANUAL;OFF;ON
574.4;3.008;0.534;MANUAL;OFF;ON
575.5;3.008;0.534;MANUAL;OFF;ON
576.6;3.008;0.534;MANUAL;OFF;ON
577.7;3.008;0.534;MANUAL;OFF;ON
578.8;3.008;0.534;MANUAL;OFF;ON
579.8;3.008;0.534;MANUAL;OFF;ON
580.9;3.008;0.534;MANUAL;OFF;ON
606.8;3.008;0.534;MANUAL;OFF;ON
607.9;3.008;0.534;MANUAL;OFF;ON
609.0;3.008;0.534;MANUAL;OFF;ON
610.1;3.008;0.534;MANUAL;OFF;ON
611.1;3.008;0.534;MANUAL;OFF;ON
612.2;3.008;0.534;MANUAL;OFF;ON
613.3;3.008;0.534;MANUAL;OFF;ON
614.4;3.008;0.534;MANUAL;OFF;ON
615.5;3.008;0.534;MANUAL;OFF;ON
616.5;3.008;0.534;MANUAL;OFF;ON
617.6;3.008;0.534;MANUAL;OFF;ON
618.7;3.008;0.534;MANUAL;OFF;ON
619.8;3.008;0.534;MANUAL;OFF;ON
620.9;3.008;0.534;MANUAL;OFF;ON
621.9;3.008;0.534;MANUAL;OFF;ON
623.0;3.008;0.534;MANUAL;OFF;ON
624.0;3.008;0.534;MANUAL;OFF;ON
625.1;3.008;0.534;MANUAL;OFF;ON
626.2;3.008;0.534;MANUAL;OFF;ON
