Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga;Ciclo
46.7;3.783;0.000;AUTO;OFF;ON;0
47.7;3.782;0.000;AUTO;OFF;ON;0
48.7;3.781;0.000;AUTO;OFF;ON;0
49.8;3.780;0.000;AUTO;OFF;ON;0
50.8;3.779;0.000;AUTO;OFF;ON;0
51.8;3.779;0.000;AUTO;OFF;ON;0
52.8;3.778;0.000;AUTO;OFF;ON;0
53.8;3.776;0.000;AUTO;OFF;ON;0
54.8;3.776;0.000;AUTO;OFF;ON;0
55.9;3.775;0.000;AUTO;OFF;ON;0
56.9;3.773;0.000;AUTO;OFF;ON;0
57.9;3.773;0.000;AUTO;OFF;ON;0
58.9;3.771;0.000;AUTO;OFF;ON;0
59.9;3.771;0.000;AUTO;OFF;ON;0
60.9;3.770;0.000;AUTO;OFF;ON;0
61.9;3.769;0.000;AUTO;OFF;ON;0
62.9;3.768;0.000;AUTO;OFF;ON;0
64.0;3.768;0.000;AUTO;OFF;ON;0
65.0;3.766;0.000;AUTO;OFF;ON;0
66.0;3.766;0.000;AUTO;OFF;ON;0
67.0;3.764;0.000;AUTO;OFF;ON;0
68.0;3.764;0.000;AUTO;OFF;ON;0
69.0;3.764;0.000;AUTO;OFF;ON;0
70.0;3.762;0.000;AUTO;OFF;ON;0
71.0;3.762;0.000;AUTO;OFF;ON;0
72.1;3.761;0.000;AUTO;OFF;ON;0
73.1;3.760;0.000;AUTO;OFF;ON;0
74.1;3.759;0.000;AUTO;OFF;ON;0
75.1;3.757;0.000;AUTO;OFF;ON;0
76.1;3.757;0.000;AUTO;OFF;ON;0
77.2;3.757;0.060;AUTO;OFF;ON;0
78.2;3.757;0.000;AUTO;OFF;ON;0
79.2;3.756;0.000;AUTO;OFF;ON;0
80.2;3.755;0.000;AUTO;OFF;ON;0
81.2;3.754;0.000;AUTO;OFF;ON;0
82.2;3.753;0.000;AUTO;OFF;ON;0
83.2;3.752;0.000;AUTO;OFF;ON;0
84.2;3.752;0.000;AUTO;OFF;ON;0
85.3;3.751;0.000;AUTO;OFF;ON;0
86.3;3.750;0.000;AUTO;OFF;ON;0
87.3;3.750;0.000;AUTO;OFF;ON;0
88.3;3.749;0.000;AUTO;OFF;ON;0
89.3;3.748;0.000;AUTO;OFF;ON;0
90.3;3.747;0.053;AUTO;OFF;ON;0
91.3;3.747;0.000;AUTO;OFF;ON;0
92.3;3.747;0.000;AUTO;OFF;ON;0
93.3;3.745;0.062;AUTO;OFF;ON;0
94.4;3.745;0.068;AUTO;OFF;ON;0
95.4;3.744;0.000;AUTO;OFF;ON;0
96.4;3.743;0.000;AUTO;OFF;ON;0
97.4;3.742;0.000;AUTO;OFF;ON;0
98.4;3.742;0.000;AUTO;OFF;ON;0
99.4;3.741;0.000;AUTO;OFF;ON;0
100.4;3.741;0.000;AUTO;OFF;ON;0
101.5;3.740;0.000;AUTO;OFF;ON;0
102.5;3.740;0.000;AUTO;OFF;ON;0
103.5;3.739;0.000;AUTO;OFF;ON;0
104.5;3.738;0.000;AUTO;OFF;ON;0
105.5;3.737;0.000;AUTO;OFF;ON;0
106.5;3.736;0.081;AUTO;OFF;ON;0
107.5;3.736;0.063;AUTO;OFF;ON;0
108.6;3.736;0.063;AUTO;OFF;ON;0
109.6;3.735;0.000;AUTO;OFF;ON;0
110.6;3.735;0.000;AUTO;OFF;ON;0
111.6;3.733;0.000;AUTO;OFF;ON;0
112.6;3.733;0.000;AUTO;OFF;ON;0
113.6;3.732;0.000;AUTO;OFF;ON;0
114.6;3.731;0.000;AUTO;OFF;ON;0
115.6;3.731;0.000;AUTO;OFF;ON;0
116.7;3.731;0.000;AUTO;OFF;ON;0
117.7;3.730;0.000;AUTO;OFF;ON;0
118.7;3.729;0.000;AUTO;OFF;ON;0
119.7;3.728;0.000;AUTO;OFF;ON;0
120.7;3.728;0.000;AUTO;OFF;ON;0
121.7;3.727;0.000;AUTO;OFF;ON;0
122.7;3.727;0.000;AUTO;OFF;ON;0
123.7;3.726;0.000;AUTO;OFF;ON;0
124.8;3.726;0.000;AUTO;OFF;ON;0
125.8;3.726;0.000;AUTO;OFF;ON;0
126.8;3.724;0.000;AUTO;OFF;ON;0
127.8;3.724;0.000;AUTO;OFF;ON;0
128.8;3.724;0.066;AUTO;OFF;ON;0
129.8;3.722;0.000;AUTO;OFF;ON;0
130.8;3.722;0.000;AUTO;OFF;ON;0
131.8;3.722;0.000;AUTO;OFF;ON;0
132.8;3.722;0.000;AUTO;OFF;ON;0
133.9;3.721;0.000;AUTO;OFF;ON;0
134.9;3.720;0.000;AUTO;OFF;ON;0
135.9;3.719;0.000;AUTO;OFF;ON;0
136.9;3.719;0.000;AUTO;OFF;ON;0
137.9;3.718;0.000;AUTO;OFF;ON;0
138.9;3.718;0.000;AUTO;OFF;ON;0
139.9;3.718;0.000;AUTO;OFF;ON;0
140.9;3.717;0.000;AUTO;OFF;ON;0
141.9;3.716;0.000;AUTO;OFF;ON;0
142.9;3.716;0.000;AUTO;OFF;ON;0
144.0;3.715;0.058;AUTO;OFF;ON;0
145.0;3.715;0.000;AUTO;OFF;ON;0
146.0;3.714;0.000;AUTO;OFF;ON;0
147.0;3.713;0.000;AUTO;OFF;ON;0
148.0;3.713;0.000;AUTO;OFF;ON;0
149.0;3.712;0.000;AUTO;OFF;ON;0
150.0;3.712;0.000;AUTO;OFF;ON;0
151.0;3.711;0.000;AUTO;OFF;ON;0
152.0;3.711;0.000;AUTO;OFF;ON;0
153.1;3.710;0.000;AUTO;OFF;ON;0
154.1;3.710;0.000;AUTO;OFF;ON;0
155.1;3.709;0.000;AUTO;OFF;ON;0
156.1;3.709;0.000;AUTO;OFF;ON;0
157.1;3.709;0.000;AUTO;OFF;ON;0
158.1;3.709;0.000;AUTO;OFF;ON;0
159.2;3.708;0.000;AUTO;OFF;ON;0
160.2;3.707;0.065;AUTO;OFF;ON;0
161.2;3.707;0.074;AUTO;OFF;ON;0
162.2;3.706;0.130;AUTO;OFF;ON;0
163.2;3.706;0.090;AUTO;OFF;ON;0
164.2;3.706;0.090;AUTO;OFF;ON;0
165.2;3.705;0.000;AUTO;OFF;ON;0
166.3;3.704;0.054;AUTO;OFF;ON;0
167.3;3.704;0.095;AUTO;OFF;ON;0
168.3;3.703;0.076;AUTO;OFF;ON;0
169.3;3.703;0.074;AUTO;OFF;ON;0
170.3;3.702;0.000;AUTO;OFF;ON;0
171.3;3.702;0.000;AUTO;OFF;ON;0
172.3;3.702;0.000;AUTO;OFF;ON;0
173.3;3.702;0.000;AUTO;OFF;ON;0
174.3;3.701;0.096;AUTO;OFF;ON;0
175.3;3.700;0.081;AUTO;OFF;ON;0
176.3;3.700;0.080;AUTO;OFF;ON;0
177.4;3.699;0.000;AUTO;OFF;ON;0
178.4;3.699;0.074;AUTO;OFF;ON;0
179.4;3.699;0.074;AUTO;OFF;ON;0
180.4;3.698;0.000;AUTO;OFF;ON;0
181.4;3.697;0.084;AUTO;OFF;ON;0
182.4;3.697;0.073;AUTO;OFF;ON;0
183.4;3.696;0.000;AUTO;OFF;ON;0
184.4;3.696;0.000;AUTO;OFF;ON;0
185.5;3.696;0.000;AUTO;OFF;ON;0
186.5;3.695;0.061;AUTO;OFF;ON;0
187.5;3.695;0.061;AUTO;OFF;ON;0
188.5;3.695;0.085;AUTO;OFF;ON;0
189.5;3.694;0.055;AUTO;OFF;ON;0
190.5;3.693;0.000;AUTO;OFF;ON;0
191.5;3.693;0.000;AUTO;OFF;ON;0
192.5;3.693;0.052;AUTO;OFF;ON;0
193.6;3.691;0.000;AUTO;OFF;ON;0
194.6;3.691;0.061;AUTO;OFF;ON;0
195.6;3.691;0.061;AUTO;OFF;ON;0
196.6;3.691;0.000;AUTO;OFF;ON;0
197.6;3.690;0.052;AUTO;OFF;ON;0
198.6;3.689;0.000;AUTO;OFF;ON;0
199.6;3.689;0.000;AUTO;OFF;ON;0
200.7;3.689;0.000;AUTO;OFF;ON;0
201.7;3.689;0.000;AUTO;OFF;ON;0
202.7;3.688;0.000;AUTO;OFF;ON;0
203.7;3.688;0.000;AUTO;OFF;ON;0
204.7;3.687;0.000;AUTO;OFF;ON;0
205.7;3.687;0.000;AUTO;OFF;ON;0
206.7;3.686;0.000;AUTO;OFF;ON;0
207.7;3.686;0.000;AUTO;OFF;ON;0
208.8;3.685;0.000;AUTO;OFF;ON;0
209.8;3.686;0.000;AUTO;OFF;ON;0
210.8;3.684;0.000;AUTO;OFF;ON;0
211.8;3.684;0.000;AUTO;OFF;ON;0
212.8;3.684;0.000;AUTO;OFF;ON;0
213.8;3.683;0.000;AUTO;OFF;ON;0
214.8;3.683;0.000;AUTO;OFF;ON;0
215.8;3.682;0.000;AUTO;OFF;ON;0
216.9;3.682;0.088;AUTO;OFF;ON;0
217.9;3.682;0.000;AUTO;OFF;ON;0
218.9;3.681;0.000;AUTO;OFF;ON;0
219.9;3.681;0.000;AUTO;OFF;ON;0
220.9;3.681;0.000;AUTO;OFF;ON;0
221.9;3.681;0.000;AUTO;OFF;ON;0
222.9;3.680;0.000;AUTO;OFF;ON;0
223.9;3.679;0.000;AUTO;OFF;ON;0
225.0;3.679;0.000;AUTO;OFF;ON;0
226.0;3.678;0.000;AUTO;OFF;ON;0
227.0;3.678;0.000;AUTO;OFF;ON;0
228.0;3.678;0.000;AUTO;OFF;ON;0
229.0;3.677;0.000;AUTO;OFF;ON;0
230.0;3.677;0.088;AUTO;OFF;ON;0
231.1;3.677;0.000;AUTO;OFF;ON;0
232.1;3.676;0.000;AUTO;OFF;ON;0
233.1;3.675;0.000;AUTO;OFF;ON;0
234.1;3.675;0.000;AUTO;OFF;ON;0
235.1;3.675;0.000;AUTO;OFF;ON;0
236.1;3.675;0.000;AUTO;OFF;ON;0
237.1;3.675;0.000;AUTO;OFF;ON;0
238.1;3.674;0.000;AUTO;OFF;ON;0
239.2;3.674;0.000;AUTO;OFF;ON;0
240.2;3.673;0.000;AUTO;OFF;ON;0
241.2;3.672;0.000;AUTO;OFF;ON;0
242.2;3.672;0.000;AUTO;OFF;ON;0
243.2;3.672;0.000;AUTO;OFF;ON;0
244.2;3.672;0.000;AUTO;OFF;ON;0
245.2;3.672;0.000;AUTO;OFF;ON;0
246.2;3.671;0.000;AUTO;OFF;ON;0
247.2;3.670;0.000;AUTO;OFF;ON;0
248.3;3.670;0.000;AUTO;OFF;ON;0
249.3;3.669;0.000;AUTO;OFF;ON;0
250.3;3.669;0.000;AUTO;OFF;ON;0
251.3;3.669;0.000;AUTO;OFF;ON;0
252.3;3.669;0.000;AUTO;OFF;ON;0
253.3;3.669;0.000;AUTO;OFF;ON;0
254.3;3.667;0.000;AUTO;OFF;ON;0
255.3;3.667;0.000;AUTO;OFF;ON;0
256.3;3.667;0.000;AUTO;OFF;ON;0
257.3;3.667;0.000;AUTO;OFF;ON;0
258.3;3.666;0.000;AUTO;OFF;ON;0
259.3;3.666;0.000;AUTO;OFF;ON;0
260.4;3.666;0.000;AUTO;OFF;ON;0
261.4;3.665;0.000;AUTO;OFF;ON;0
262.4;3.665;0.000;AUTO;OFF;ON;0
263.4;3.665;0.000;AUTO;OFF;ON;0
264.4;3.664;0.000;AUTO;OFF;ON;0
265.4;3.663;0.000;AUTO;OFF;ON;0
266.4;3.663;0.000;AUTO;OFF;ON;0
267.4;3.663;0.000;AUTO;OFF;ON;0
268.5;3.663;0.000;AUTO;OFF;ON;0
269.5;3.662;0.061;AUTO;OFF;ON;0
270.5;3.662;0.000;AUTO;OFF;ON;0
271.5;3.661;0.000;AUTO;OFF;ON;0
272.5;3.661;0.000;AUTO;OFF;ON;0
273.5;3.660;0.000;AUTO;OFF;ON;0
274.5;3.660;0.000;AUTO;OFF;ON;0
275.5;3.660;0.000;AUTO;OFF;ON;0
276.6;3.660;0.000;AUTO;OFF;ON;0
277.6;3.659;0.000;AUTO;OFF;ON;0
278.6;3.658;0.000;AUTO;OFF;ON;0
279.6;3.658;0.000;AUTO;OFF;ON;0
280.6;3.658;0.000;AUTO;OFF;ON;0
281.6;3.657;0.000;AUTO;OFF;ON;0
282.6;3.657;0.000;AUTO;OFF;ON;0
283.6;3.657;0.000;AUTO;OFF;ON;0
284.6;3.656;0.000;AUTO;OFF;ON;0
285.6;3.656;0.000;AUTO;OFF;ON;0
286.6;3.656;0.000;AUTO;OFF;ON;0
287.6;3.655;0.000;AUTO;OFF;ON;0
288.7;3.655;0.000;AUTO;OFF;ON;0
289.7;3.655;0.000;AUTO;OFF;ON;0
290.7;3.655;0.000;AUTO;OFF;ON;0
291.7;3.654;0.000;AUTO;OFF;ON;0
292.7;3.654;0.000;AUTO;OFF;ON;0
293.7;3.653;0.000;AUTO;OFF;ON;0
294.7;3.653;0.000;AUTO;OFF;ON;0
295.7;3.652;0.000;AUTO;OFF;ON;0
296.7;3.652;0.000;AUTO;OFF;ON;0
297.8;3.651;0.000;AUTO;OFF;ON;0
298.8;3.651;0.000;AUTO;OFF;ON;0
299.8;3.651;0.000;AUTO;OFF;ON;0
300.8;3.651;0.000;AUTO;OFF;ON;0
301.8;3.650;0.000;AUTO;OFF;ON;0
302.8;3.649;0.051;AUTO;OFF;ON;0
303.8;3.649;0.000;AUTO;OFF;ON;0
304.8;3.649;0.000;AUTO;OFF;ON;0
305.9;3.649;0.000;AUTO;OFF;ON;0
306.9;3.649;0.000;AUTO;OFF;ON;0
307.9;3.648;0.000;AUTO;OFF;ON;0
308.9;3.648;0.000;AUTO;OFF;ON;0
309.9;3.647;0.075;AUTO;OFF;ON;0
310.9;3.647;0.000;AUTO;OFF;ON;0
311.9;3.646;0.000;AUTO;OFF;ON;0
312.9;3.646;0.000;AUTO;OFF;ON;0
313.9;3.646;0.000;AUTO;OFF;ON;0
315.0;3.646;0.000;AUTO;OFF;ON;0
316.0;3.646;0.000;AUTO;OFF;ON;0
317.0;3.645;0.000;AUTO;OFF;ON;0
318.0;3.644;0.000;AUTO;OFF;ON;0
319.0;3.644;0.000;AUTO;OFF;ON;0
320.0;3.644;0.000;AUTO;OFF;ON;0
321.0;3.643;0.000;AUTO;OFF;ON;0
322.1;3.643;0.000;AUTO;OFF;ON;0
323.1;3.643;0.000;AUTO;OFF;ON;0
324.1;3.642;0.000;AUTO;OFF;ON;0
325.1;3.642;0.000;AUTO;OFF;ON;0
326.1;3.642;0.000;AUTO;OFF;ON;0
327.1;3.641;0.000;AUTO;OFF;ON;0
328.1;3.641;0.000;AUTO;OFF;ON;0
329.1;3.641;0.000;AUTO;OFF;ON;0
330.2;3.641;0.000;AUTO;OFF;ON;0
331.2;3.640;0.000;AUTO;OFF;ON;0
332.2;3.639;0.000;AUTO;OFF;ON;0
333.2;3.639;0.000;AUTO;OFF;ON;0
334.2;3.639;0.063;AUTO;OFF;ON;0
335.2;3.638;0.068;AUTO;OFF;ON;0
336.2;3.638;0.000;AUTO;OFF;ON;0
337.2;3.637;0.000;AUTO;OFF;ON;0
338.2;3.637;0.000;AUTO;OFF;ON;0
339.3;3.637;0.000;AUTO;OFF;ON;0
340.3;3.637;0.056;AUTO;OFF;ON;0
341.3;3.636;0.000;AUTO;OFF;ON;0
342.3;3.636;0.000;AUTO;OFF;ON;0
343.3;3.635;0.058;AUTO;OFF;ON;0
344.3;3.635;0.000;AUTO;OFF;ON;0
345.4;3.635;0.053;AUTO;OFF;ON;0
346.4;3.635;0.053;AUTO;OFF;ON;0
347.4;3.634;0.000;AUTO;OFF;ON;0
348.4;3.634;0.061;AUTO;OFF;ON;0
349.4;3.634;0.081;AUTO;OFF;ON;0
350.4;3.634;0.000;AUTO;OFF;ON;0
351.4;3.633;0.078;AUTO;OFF;ON;0
352.4;3.632;0.000;AUTO;OFF;ON;0
353.4;3.632;0.057;AUTO;OFF;ON;0
354.5;3.632;0.057;AUTO;OFF;ON;0
355.5;3.631;0.000;AUTO;OFF;ON;0
356.5;3.631;0.000;AUTO;OFF;ON;0
357.5;3.630;0.000;AUTO;OFF;ON;0
358.5;3.630;0.000;AUTO;OFF;ON;0
359.5;3.629;0.000;AUTO;OFF;ON;0
360.5;3.629;0.000;AUTO;OFF;ON;0
361.5;3.629;0.000;AUTO;OFF;ON;0
362.6;3.629;0.000;AUTO;OFF;ON;0
363.6;3.629;0.000;AUTO;OFF;ON;0
364.6;3.629;0.000;AUTO;OFF;ON;0
365.6;3.627;0.000;AUTO;OFF;ON;0
366.6;3.627;0.000;AUTO;OFF;ON;0
367.6;3.627;0.000;AUTO;OFF;ON;0
368.6;3.627;0.000;AUTO;OFF;ON;0
369.7;3.627;0.000;AUTO;OFF;ON;0
370.7;3.627;0.000;AUTO;OFF;ON;0
371.7;3.626;0.000;AUTO;OFF;ON;0
372.7;3.625;0.000;AUTO;OFF;ON;0
373.7;3.625;0.000;AUTO;OFF;ON;0
374.7;3.625;0.000;AUTO;OFF;ON;0
375.7;3.624;0.000;AUTO;OFF;ON;0
376.7;3.623;0.000;AUTO;OFF;ON;0
377.8;3.623;0.000;AUTO;OFF;ON;0
378.8;3.623;0.000;AUTO;OFF;ON;0
379.8;3.623;0.000;AUTO;OFF;ON;0
380.8;3.623;0.000;AUTO;OFF;ON;0
381.8;3.622;0.000;AUTO;OFF;ON;0
382.8;3.622;0.000;AUTO;OFF;ON;0
383.8;3.621;0.000;AUTO;OFF;ON;0
384.9;3.621;0.000;AUTO;OFF;ON;0
385.9;3.621;0.000;AUTO;OFF;ON;0
386.9;3.620;0.000;AUTO;OFF;ON;0
387.9;3.620;0.000;AUTO;OFF;ON;0
388.9;3.620;0.000;AUTO;OFF;ON;0
389.9;3.619;0.000;AUTO;OFF;ON;0
390.9;3.618;0.000;AUTO;OFF;ON;0
391.9;3.618;0.000;AUTO;OFF;ON;0
392.9;3.618;0.000;AUTO;OFF;ON;0
394.0;3.618;0.000;AUTO;OFF;ON;0
395.0;3.618;0.000;AUTO;OFF;ON;0
396.0;3.617;0.000;AUTO;OFF;ON;0
397.0;3.616;0.000;AUTO;OFF;ON;0
398.0;3.616;0.000;AUTO;OFF;ON;0
399.0;3.616;0.000;AUTO;OFF;ON;0
400.0;3.615;0.000;AUTO;OFF;ON;0
401.0;3.615;0.000;AUTO;OFF;ON;0
402.1;3.615;0.000;AUTO;OFF;ON;0
403.1;3.615;0.000;AUTO;OFF;ON;0
404.1;3.615;0.000;AUTO;OFF;ON;0
405.1;3.614;0.000;AUTO;OFF;ON;0
406.1;3.613;0.000;AUTO;OFF;ON;0
407.1;3.613;0.000;AUTO;OFF;ON;0
408.2;3.613;0.000;AUTO;OFF;ON;0
409.2;3.612;0.000;AUTO;OFF;ON;0
410.2;3.612;0.000;AUTO;OFF;ON;0
411.2;3.612;0.000;AUTO;OFF;ON;0
412.2;3.611;0.075;AUTO;OFF;ON;0
413.2;3.611;0.000;AUTO;OFF;ON;0
414.2;3.610;0.000;AUTO;OFF;ON;0
415.2;3.610;0.000;AUTO;OFF;ON;0
416.3;3.609;0.000;AUTO;OFF;ON;0
417.3;3.609;0.000;AUTO;OFF;ON;0
418.3;3.609;0.000;AUTO;OFF;ON;0
419.3;3.609;0.000;AUTO;OFF;ON;0
420.3;3.609;0.000;AUTO;OFF;ON;0
421.3;3.608;0.000;AUTO;OFF;ON;0
422.3;3.608;0.000;AUTO;OFF;ON;0
423.3;3.607;0.000;AUTO;OFF;ON;0
424.4;3.607;0.060;AUTO;OFF;ON;0
425.4;3.606;0.000;AUTO;OFF;ON;0
426.4;3.606;0.000;AUTO;OFF;ON;0
427.4;3.606;0.000;AUTO;OFF;ON;0
428.4;3.605;0.000;AUTO;OFF;ON;0
429.4;3.605;0.000;AUTO;OFF;ON;0
430.4;3.604;0.000;AUTO;OFF;ON;0
431.4;3.604;0.000;AUTO;OFF;ON;0
432.5;3.604;0.000;AUTO;OFF;ON;0
433.5;3.603;0.000;AUTO;OFF;ON;0
434.5;3.603;0.000;AUTO;OFF;ON;0
435.5;3.603;0.000;AUTO;OFF;ON;0
436.5;3.602;0.000;AUTO;OFF;ON;0
437.5;3.602;0.000;AUTO;OFF;ON;0
438.5;3.601;0.000;AUTO;OFF;ON;0
439.5;3.601;0.000;AUTO;OFF;ON;0
440.6;3.601;0.000;AUTO;OFF;ON;0
441.6;3.601;0.000;AUTO;OFF;ON;0
442.6;3.601;0.000;AUTO;OFF;ON;0
443.6;3.600;0.000;AUTO;OFF;ON;0
444.6;3.600;0.050;AUTO;OFF;ON;0
445.6;3.599;0.000;AUTO;OFF;ON;0
446.6;3.599;0.000;AUTO;OFF;ON;0
447.7;3.599;0.000;AUTO;OFF;ON;0
448.7;3.598;0.000;AUTO;OFF;ON;0
449.7;3.598;0.000;AUTO;OFF;ON;0
450.7;3.597;0.000;AUTO;OFF;ON;0
451.7;3.597;0.000;AUTO;OFF;ON;0
452.7;3.596;0.000;AUTO;OFF;ON;0
453.7;3.596;0.000;AUTO;OFF;ON;0
454.8;3.595;0.000;AUTO;OFF;ON;0
455.8;3.595;0.000;AUTO;OFF;ON;0
456.8;3.595;0.000;AUTO;OFF;ON;0
457.8;3.595;0.000;AUTO;OFF;ON;0
458.8;3.594;0.000;AUTO;OFF;ON;0
459.8;3.594;0.000;AUTO;OFF;ON;0
460.8;3.594;0.000;AUTO;OFF;ON;0
461.8;3.593;0.000;AUTO;OFF;ON;0
462.9;3.593;0.000;AUTO;OFF;ON;0
463.9;3.592;0.000;AUTO;OFF;ON;0
464.9;3.592;0.000;AUTO;OFF;ON;0
465.9;3.592;0.000;AUTO;OFF;ON;0
466.9;3.592;0.000;AUTO;OFF;ON;0
467.9;3.591;0.000;AUTO;OFF;ON;0
468.9;3.590;0.000;AUTO;OFF;ON;0
469.9;3.590;0.000;AUTO;OFF;ON;0
471.0;3.590;0.000;AUTO;OFF;ON;0
472.0;3.590;0.000;AUTO;OFF;ON;0
473.0;3.589;0.000;AUTO;OFF;ON;0
474.0;3.589;0.000;AUTO;OFF;ON;0
475.0;3.588;0.000;AUTO;OFF;ON;0
476.0;3.588;0.000;AUTO;OFF;ON;0
477.1;3.588;0.000;AUTO;OFF;ON;0
478.1;3.587;0.000;AUTO;OFF;ON;0
479.1;3.587;0.000;AUTO;OFF;ON;0
480.1;3.586;0.000;AUTO;OFF;ON;0
481.1;3.586;0.000;AUTO;OFF;ON;0
482.1;3.586;0.000;AUTO;OFF;ON;0
483.1;3.586;0.000;AUTO;OFF;ON;0
484.1;3.585;0.000;AUTO;OFF;ON;0
485.2;3.585;0.000;AUTO;OFF;ON;0
486.2;3.584;0.000;AUTO;OFF;ON;0
487.2;3.583;0.000;AUTO;OFF;ON;0
488.2;3.583;0.000;AUTO;OFF;ON;0
489.2;3.583;0.000;AUTO;OFF;ON;0
490.2;3.583;0.000;AUTO;OFF;ON;0
491.2;3.582;0.000;AUTO;OFF;ON;0
492.2;3.582;0.000;AUTO;OFF;ON;0
493.3;3.582;0.000;AUTO;OFF;ON;0
494.3;3.582;0.051;AUTO;OFF;ON;0
495.3;3.581;0.072;AUTO;OFF;ON;0
496.3;3.580;0.000;AUTO;OFF;ON;0
497.3;3.580;0.000;AUTO;OFF;ON;0
498.3;3.580;0.000;AUTO;OFF;ON;0
499.3;3.580;0.082;AUTO;OFF;ON;0
500.3;3.579;0.075;AUTO;OFF;ON;0
501.3;3.579;0.000;AUTO;OFF;ON;0
502.4;3.578;0.000;AUTO;OFF;ON;0
503.4;3.578;0.000;AUTO;OFF;ON;0
504.4;3.577;0.000;AUTO;OFF;ON;0
505.4;3.577;0.000;AUTO;OFF;ON;0
506.4;3.577;0.000;AUTO;OFF;ON;0
507.4;3.576;0.000;AUTO;OFF;ON;0
508.4;3.576;0.000;AUTO;OFF;ON;0
509.5;3.576;0.000;AUTO;OFF;ON;0
510.5;3.575;0.000;AUTO;OFF;ON;0
511.5;3.575;0.000;AUTO;OFF;ON;0
512.5;3.574;0.000;AUTO;OFF;ON;0
513.5;3.574;0.000;AUTO;OFF;ON;0
514.5;3.574;0.000;AUTO;OFF;ON;0
515.5;3.574;0.000;AUTO;OFF;ON;0
516.5;3.573;0.000;AUTO;OFF;ON;0
517.6;3.573;0.000;AUTO;OFF;ON;0
518.6;3.572;0.000;AUTO;OFF;ON;0
519.6;3.572;0.000;AUTO;OFF;ON;0
520.6;3.571;0.000;AUTO;OFF;ON;0
521.6;3.571;0.000;AUTO;OFF;ON;0
522.6;3.571;0.000;AUTO;OFF;ON;0
523.6;3.571;0.000;AUTO;OFF;ON;0
524.7;3.570;0.000;AUTO;OFF;ON;0
525.7;3.569;0.066;AUTO;OFF;ON;0
526.7;3.569;0.064;AUTO;OFF;ON;0
527.7;3.569;0.000;AUTO;OFF;ON;0
528.7;3.568;0.000;AUTO;OFF;ON;0
529.7;3.568;0.000;AUTO;OFF;ON;0
530.8;3.568;0.000;AUTO;OFF;ON;0
531.8;3.568;0.000;AUTO;OFF;ON;0
532.8;3.567;0.000;AUTO;OFF;ON;0
533.8;3.567;0.092;AUTO;OFF;ON;0
534.8;3.566;0.057;AUTO;OFF;ON;0
535.8;3.566;0.000;AUTO;OFF;ON;0
536.8;3.566;0.074;AUTO;OFF;ON;0
537.8;3.566;0.074;AUTO;OFF;ON;0
538.8;3.565;0.000;AUTO;OFF;ON;0
539.9;3.564;0.000;AUTO;OFF;ON;0
540.9;3.564;0.000;AUTO;OFF;ON;0
