Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga;Ciclo
46.6;4.190;0.000;AUTO;ON;OFF;0
47.6;4.191;0.000;AUTO;ON;OFF;0
48.6;4.191;0.000;AUTO;ON;OFF;0
49.6;4.191;0.000;AUTO;ON;OFF;0
50.6;4.191;0.000;AUTO;ON;OFF;0
51.6;4.191;0.000;AUTO;ON;OFF;0
52.6;4.191;0.000;AUTO;ON;OFF;0
53.6;4.191;0.000;AUTO;ON;OFF;0
54.6;4.191;0.000;AUTO;ON;OFF;0
55.7;4.191;0.000;AUTO;ON;OFF;0
56.7;4.191;0.000;AUTO;ON;OFF;0
57.7;4.192;0.000;AUTO;ON;OFF;0
58.7;4.191;0.000;AUTO;ON;OFF;0
59.7;4.192;0.000;AUTO;ON;OFF;0
60.7;4.192;0.000;AUTO;ON;OFF;0
61.7;4.192;0.000;AUTO;ON;OFF;0
62.7;4.191;0.000;AUTO;ON;OFF;0
63.8;4.192;0.000;AUTO;ON;OFF;0
64.8;4.193;0.000;AUTO;ON;OFF;0
65.8;4.193;0.000;AUTO;ON;OFF;0
66.8;4.194;0.000;AUTO;ON;OFF;0
67.8;4.193;0.000;AUTO;ON;OFF;0
68.8;4.193;0.000;AUTO;ON;OFF;0
69.8;4.193;0.000;AUTO;ON;OFF;0
70.8;4.193;0.000;AUTO;ON;OFF;0
71.8;4.193;0.000;AUTO;ON;OFF;0
72.8;4.193;0.000;AUTO;ON;OFF;0
73.8;4.194;0.000;AUTO;ON;OFF;0
74.8;4.193;0.000;AUTO;ON;OFF;0
75.9;4.194;0.000;AUTO;ON;OFF;0
76.9;4.194;0.000;AUTO;ON;OFF;0
77.9;4.194;0.000;AUTO;ON;OFF;0
78.9;4.194;0.000;AUTO;ON;OFF;0
79.9;4.194;0.000;AUTO;ON;OFF;0
80.9;4.194;0.000;AUTO;ON;OFF;0
81.9;4.194;0.000;AUTO;ON;OFF;0
82.9;4.194;0.000;AUTO;ON;OFF;0
83.9;4.194;0.000;AUTO;ON;OFF;0
84.9;4.194;0.000;AUTO;ON;OFF;0
86.0;4.194;0.000;AUTO;ON;OFF;0
87.0;4.194;0.000;AUTO;ON;OFF;0
88.0;4.193;0.000;AUTO;ON;OFF;0
89.0;4.194;0.000;AUTO;ON;OFF;0
90.0;4.194;0.000;AUTO;ON;OFF;0
91.0;4.194;0.000;AUTO;ON;OFF;0
92.0;4.194;0.000;AUTO;ON;OFF;0
93.0;4.194;0.000;AUTO;ON;OFF;0
94.0;4.194;0.000;AUTO;ON;OFF;0
95.0;4.194;0.000;AUTO;ON;OFF;0
96.0;4.195;0.000;AUTO;ON;OFF;0
97.1;4.194;0.000;AUTO;ON;OFF;0
98.1;4.194;0.000;AUTO;ON;OFF;0
99.1;4.195;0.000;AUTO;ON;OFF;0
100.1;4.195;0.000;AUTO;ON;OFF;0
101.1;4.194;0.000;AUTO;ON;OFF;0
102.1;4.194;0.000;AUTO;ON;OFF;0
103.1;4.194;0.000;AUTO;ON;OFF;0
104.1;4.194;0.000;AUTO;ON;OFF;0
105.1;4.195;0.000;AUTO;ON;OFF;0
106.2;4.194;0.000;AUTO;ON;OFF;0
107.2;4.195;0.000;AUTO;ON;OFF;0
108.2;4.195;0.000;AUTO;ON;OFF;0
109.2;4.196;0.000;AUTO;ON;OFF;0
110.2;4.195;0.000;AUTO;ON;OFF;0
111.2;4.195;0.000;AUTO;ON;OFF;0
112.2;4.194;0.000;AUTO;ON;OFF;0
113.2;4.194;0.000;AUTO;ON;OFF;0
114.2;4.195;0.000;AUTO;ON;OFF;0
115.2;4.195;0.000;AUTO;ON;OFF;0
116.2;4.195;0.000;AUTO;ON;OFF;0
117.2;4.195;0.000;AUTO;ON;OFF;0
118.2;4.194;0.000;AUTO;ON;OFF;0
119.2;4.195;0.000;AUTO;ON;OFF;0
120.3;4.195;0.000;AUTO;ON;OFF;0
121.3;4.195;0.000;AUTO;ON;OFF;0
122.3;4.196;0.000;AUTO;ON;OFF;0
123.3;4.196;0.000;AUTO;ON;OFF;0
124.3;4.195;0.000;AUTO;ON;OFF;0
125.3;4.196;0.000;AUTO;ON;OFF;0
126.3;4.196;0.000;AUTO;ON;OFF;0
127.3;4.196;0.000;AUTO;ON;OFF;0
128.3;4.196;0.000;AUTO;ON;OFF;0
129.3;4.196;0.000;AUTO;ON;OFF;0
130.3;4.196;0.000;AUTO;ON;OFF;0
131.4;4.196;0.000;AUTO;ON;OFF;0
132.4;4.196;0.000;AUTO;ON;OFF;0
133.4;4.195;0.000;AUTO;ON;OFF;0
134.4;4.196;0.000;AUTO;ON;OFF;0
135.4;4.196;0.000;AUTO;ON;OFF;0
136.4;4.196;0.000;AUTO;ON;OFF;0
137.4;4.196;0.000;AUTO;ON;OFF;0
138.4;4.196;0.000;AUTO;ON;OFF;0
139.4;4.196;0.000;AUTO;ON;OFF;0
140.4;4.196;0.000;AUTO;ON;OFF;0
141.5;4.196;0.000;AUTO;ON;OFF;0
142.5;4.196;0.000;AUTO;ON;OFF;0
143.5;4.196;0.000;AUTO;ON;OFF;0
144.5;4.196;0.000;AUTO;ON;OFF;0
145.5;4.196;0.000;AUTO;ON;OFF;0
146.5;4.196;0.000;AUTO;ON;OFF;0
147.5;4.196;0.000;AUTO;ON;OFF;0
148.5;4.196;0.000;AUTO;ON;OFF;0
149.5;4.196;0.000;AUTO;ON;OFF;0
150.5;4.196;0.000;AUTO;ON;OFF;0
151.5;4.197;0.000;AUTO;ON;OFF;0
152.5;4.196;0.000;AUTO;ON;OFF;0
153.6;4.197;0.000;AUTO;ON;OFF;0
154.6;4.197;0.000;AUTO;ON;OFF;0
155.6;4.196;0.000;AUTO;ON;OFF;0
156.6;4.197;0.000;AUTO;ON;OFF;0
157.6;4.197;0.000;AUTO;ON;OFF;0
158.6;4.197;0.000;AUTO;ON;OFF;0
159.6;4.196;0.000;AUTO;ON;OFF;0
160.6;4.196;0.000;AUTO;ON;OFF;0
161.6;4.197;0.000;AUTO;ON;OFF;0
162.7;4.197;0.000;AUTO;ON;OFF;0
163.7;4.197;0.000;AUTO;ON;OFF;0
164.7;4.197;0.000;AUTO;ON;OFF;0
165.7;4.198;0.000;AUTO;ON;OFF;0
166.7;4.196;0.000;AUTO;ON;OFF;0
167.7;4.198;0.000;AUTO;ON;OFF;0
168.7;4.197;0.000;AUTO;ON;OFF;0
169.7;4.197;0.000;AUTO;ON;OFF;0
170.7;4.197;0.000;AUTO;ON;OFF;0
171.7;4.196;0.000;AUTO;ON;OFF;0
172.7;4.198;0.000;AUTO;ON;OFF;0
173.7;4.197;0.000;AUTO;ON;OFF;0
174.7;4.198;0.000;AUTO;ON;OFF;0
175.8;4.197;0.000;AUTO;ON;OFF;0
176.8;4.198;0.000;AUTO;ON;OFF;0
177.8;4.198;0.000;AUTO;ON;OFF;0
178.8;4.197;0.000;AUTO;ON;OFF;0
179.8;4.197;0.000;AUTO;ON;OFF;0
180.8;4.197;0.000;AUTO;ON;OFF;0
181.8;4.197;0.000;AUTO;ON;OFF;0
182.8;4.197;0.000;AUTO;ON;OFF;0
183.8;4.198;0.000;AUTO;ON;OFF;0
184.8;4.197;0.000;AUTO;ON;OFF;0
185.8;4.197;0.000;AUTO;ON;OFF;0
186.9;4.197;0.000;AUTO;ON;OFF;0
187.9;4.198;0.000;AUTO;ON;OFF;0
188.9;4.198;0.000;AUTO;ON;OFF;0
189.9;4.197;0.000;AUTO;ON;OFF;0
190.9;4.198;0.000;AUTO;ON;OFF;0
191.9;4.198;0.000;AUTO;ON;OFF;0
192.9;4.198;0.000;AUTO;ON;OFF;0
193.9;4.198;0.000;AUTO;ON;OFF;0
194.9;4.197;0.000;AUTO;ON;OFF;0
195.9;4.198;0.000;AUTO;ON;OFF;0
197.0;4.198;0.000;AUTO;ON;OFF;0
198.0;4.197;0.000;AUTO;ON;OFF;0
199.0;4.198;0.000;AUTO;ON;OFF;0
200.0;4.198;0.000;AUTO;ON;OFF;0
201.0;4.198;0.000;AUTO;ON;OFF;0
202.0;4.197;0.000;AUTO;ON;OFF;0
203.0;4.197;0.000;AUTO;ON;OFF;0
204.0;4.198;0.000;AUTO;ON;OFF;0
205.0;4.198;0.000;AUTO;ON;OFF;0
206.0;4.198;0.000;AUTO;ON;OFF;0
207.1;4.198;0.000;AUTO;ON;OFF;0
208.1;4.198;0.000;AUTO;ON;OFF;0
209.1;4.198;0.000;AUTO;ON;OFF;0
210.1;4.198;0.000;AUTO;ON;OFF;0
211.1;4.198;0.000;AUTO;ON;OFF;0
212.1;4.198;0.000;AUTO;ON;OFF;0
213.1;4.198;0.000;AUTO;ON;OFF;0
214.1;4.197;0.000;AUTO;ON;OFF;0
215.1;4.198;0.000;AUTO;ON;OFF;0
216.1;4.198;0.000;AUTO;ON;OFF;0
217.1;4.198;0.000;AUTO;ON;OFF;0
218.1;4.198;0.000;AUTO;ON;OFF;0
219.1;4.197;0.000;AUTO;ON;OFF;0
220.1;4.198;0.000;AUTO;ON;OFF;0
221.1;4.198;0.000;AUTO;ON;OFF;0
222.2;4.198;0.000;AUTO;ON;OFF;0
223.2;4.198;0.000;AUTO;ON;OFF;0
224.2;4.198;0.000;AUTO;ON;OFF;0
225.2;4.198;0.000;AUTO;ON;OFF;0
226.2;4.198;0.000;AUTO;ON;OFF;0
227.2;4.198;0.000;AUTO;ON;OFF;0
228.2;4.198;0.000;AUTO;ON;OFF;0
229.2;4.198;0.000;AUTO;ON;OFF;0
230.3;4.198;0.000;AUTO;ON;OFF;0
231.3;4.198;0.000;AUTO;ON;OFF;0
232.3;4.198;0.000;AUTO;ON;OFF;0
233.3;4.198;0.000;AUTO;ON;OFF;0
234.3;4.197;0.000;AUTO;ON;OFF;0
235.3;4.198;0.000;AUTO;ON;OFF;0
236.3;4.198;0.000;AUTO;ON;OFF;0
237.3;4.198;0.000;AUTO;ON;OFF;0
238.3;4.198;0.000;AUTO;ON;OFF;0
239.3;4.198;0.000;AUTO;ON;OFF;0
240.4;4.198;0.000;AUTO;ON;OFF;0
241.4;4.198;0.000;AUTO;ON;OFF;0
242.4;4.198;0.000;AUTO;ON;OFF;0
243.4;4.198;0.000;AUTO;ON;OFF;0
244.4;4.199;0.000;AUTO;ON;OFF;0
245.4;4.199;0.000;AUTO;ON;OFF;0
246.4;4.199;0.000;AUTO;ON;OFF;0
247.4;4.199;0.000;AUTO;ON;OFF;0
248.4;4.198;0.000;AUTO;ON;OFF;0
249.4;4.198;0.000;AUTO;ON;OFF;0
250.5;4.198;0.000;AUTO;ON;OFF;0
251.5;4.198;0.000;AUTO;ON;OFF;0
252.5;4.198;0.000;AUTO;ON;OFF;0
253.5;4.198;0.000;AUTO;ON;OFF;0
254.5;4.198;0.000;AUTO;ON;OFF;0
255.5;4.198;0.000;AUTO;ON;OFF;0
256.5;4.198;0.000;AUTO;ON;OFF;0
257.5;4.198;0.000;AUTO;ON;OFF;0
258.5;4.198;0.000;AUTO;ON;OFF;0
259.5;4.198;0.000;AUTO;ON;OFF;0
260.5;4.198;0.000;AUTO;ON;OFF;0
261.5;4.198;0.000;AUTO;ON;OFF;0
262.6;4.198;0.000;AUTO;ON;OFF;0
263.6;4.198;0.000;AUTO;ON;OFF;0
264.6;4.199;0.000;AUTO;ON;OFF;0
265.6;4.198;0.000;AUTO;ON;OFF;0
266.6;4.198;0.000;AUTO;ON;OFF;0
267.6;4.198;0.000;AUTO;ON;OFF;0
268.6;4.198;0.000;AUTO;ON;OFF;0
269.6;4.198;0.000;AUTO;ON;OFF;0
270.6;4.198;0.000;AUTO;ON;OFF;0
271.6;4.198;0.000;AUTO;ON;OFF;0
272.7;4.198;0.000;AUTO;ON;OFF;0
273.7;4.198;0.000;AUTO;ON;OFF;0
274.7;4.198;0.000;AUTO;ON;OFF;0
275.7;4.198;0.000;AUTO;ON;OFF;0
276.7;4.198;0.000;AUTO;ON;OFF;0
277.7;4.198;0.000;AUTO;ON;OFF;0
278.7;4.198;0.000;AUTO;ON;OFF;0
279.7;4.198;0.000;AUTO;ON;OFF;0
280.8;4.198;0.000;AUTO;ON;OFF;0
281.8;4.198;0.000;AUTO;ON;OFF;0
282.8;4.198;0.000;AUTO;ON;OFF;0
283.8;4.198;0.000;AUTO;ON;OFF;0
284.8;4.198;0.000;AUTO;ON;OFF;0
285.8;4.198;0.000;AUTO;ON;OFF;0
286.8;4.198;0.000;AUTO;ON;OFF;0
287.8;4.198;0.000;AUTO;ON;OFF;0
288.8;4.198;0.000;AUTO;ON;OFF;0
289.9;4.199;0.000;AUTO;ON;OFF;0
290.9;4.198;0.000;AUTO;ON;OFF;0
291.9;4.199;0.000;AUTO;ON;OFF;0
292.9;4.199;0.000;AUTO;ON;OFF;0
293.9;4.199;0.000;AUTO;ON;OFF;0
294.9;4.199;0.000;AUTO;ON;OFF;0
295.9;4.199;0.000;AUTO;ON;OFF;0
296.9;4.200;0.000;AUTO;ON;OFF;0
297.9;4.199;0.000;AUTO;ON;OFF;0
298.9;4.199;0.000;AUTO;ON;OFF;0
299.9;4.200;0.000;AUTO;ON;OFF;0
301.0;4.198;0.000;AUTO;ON;OFF;0
302.0;4.198;0.000;AUTO;ON;OFF;0
303.0;4.199;0.000;AUTO;ON;OFF;0
304.0;4.200;0.000;AUTO;ON;OFF;0
305.0;4.200;0.000;AUTO;ON;OFF;0
306.0;4.199;0.000;AUTO;ON;OFF;0
307.0;4.200;0.000;AUTO;ON;OFF;0
308.0;4.199;0.000;AUTO;ON;OFF;0
309.0;4.199;0.000;AUTO;ON;OFF;0
310.0;4.199;0.000;AUTO;ON;OFF;0
311.0;4.199;0.000;AUTO;ON;OFF;0
312.0;4.199;0.000;AUTO;ON;OFF;0
313.0;4.198;0.000;AUTO;ON;OFF;0
314.1;4.199;0.000;AUTO;ON;OFF;0
315.1;4.200;0.000;AUTO;ON;OFF;0
316.1;4.199;0.000;AUTO;ON;OFF;0
317.1;4.199;0.000;AUTO;ON;OFF;0
318.1;4.199;0.000;AUTO;ON;OFF;0
319.1;4.199;0.000;AUTO;ON;OFF;0
320.1;4.199;0.000;AUTO;ON;OFF;0
321.1;4.199;0.000;AUTO;ON;OFF;0
322.1;4.199;0.000;AUTO;ON;OFF;0
323.2;4.199;0.000;AUTO;ON;OFF;0
324.2;4.200;0.000;AUTO;ON;OFF;0
325.2;4.200;0.000;AUTO;ON;OFF;0
326.2;4.200;0.000;AUTO;ON;OFF;0
327.2;4.199;0.000;AUTO;ON;OFF;0
328.2;4.200;0.000;AUTO;ON;OFF;0
329.2;4.200;0.000;AUTO;ON;OFF;0
330.2;4.200;0.000;AUTO;ON;OFF;0
331.2;4.199;0.000;AUTO;ON;OFF;0
332.2;4.199;0.000;AUTO;ON;OFF;0
333.2;4.199;0.000;AUTO;ON;OFF;0
334.2;4.199;0.000;AUTO;ON;OFF;0
335.3;4.199;0.000;AUTO;ON;OFF;0
336.3;4.200;0.000;AUTO;ON;OFF;0
337.3;4.200;0.000;AUTO;ON;OFF;0
338.3;4.200;0.000;AUTO;ON;OFF;0
339.3;4.200;0.000;AUTO;ON;OFF;0
340.3;4.200;0.000;AUTO;OFF;ON;0
341.3;4.200;0.000;AUTO;OFF;ON;1
342.3;3.749;0.000;MANUAL;OFF;OFF;1
343.3;3.960;0.000;MANUAL;OFF;OFF;1
344.3;3.957;0.000;MANUAL;OFF;OFF;1
345.4;3.954;0.000;MANUAL;OFF;OFF;1
346.4;3.954;0.000;MANUAL;OFF;OFF;1
347.4;3.952;0.000;MANUAL;OFF;OFF;1
348.4;3.952;0.000;MANUAL;OFF;OFF;1
349.4;3.950;0.000;MANUAL;OFF;OFF;1
350.4;3.948;0.000;MANUAL;OFF;OFF;1
351.4;3.946;0.000;MANUAL;OFF;OFF;1
352.4;3.944;0.000;MANUAL;OFF;OFF;1
353.4;3.943;0.000;MANUAL;OFF;OFF;1
354.4;3.941;0.000;MANUAL;OFF;OFF;1
355.4;3.940;0.000;MANUAL;OFF;OFF;1
356.4;3.940;0.000;MANUAL;OFF;OFF;1
357.4;3.938;0.000;MANUAL;OFF;OFF;1
358.5;3.936;0.000;MANUAL;OFF;OFF;1
359.5;3.936;0.000;MANUAL;OFF;OFF;1
360.5;3.934;0.000;MANUAL;OFF;OFF;1
361.5;3.933;0.000;MANUAL;OFF;OFF;1
362.5;3.931;0.000;MANUAL;OFF;OFF;1
363.5;3.930;0.000;MANUAL;OFF;OFF;1
364.5;3.930;0.000;MANUAL;OFF;OFF;1
365.5;3.929;0.000;MANUAL;OFF;OFF;1
366.5;3.928;0.000;MANUAL;OFF;OFF;1
367.5;3.928;0.000;MANUAL;OFF;OFF;1
368.6;3.926;0.000;MANUAL;OFF;OFF;1
369.6;3.925;0.000;MANUAL;OFF;OFF;1
370.6;3.924;0.000;MANUAL;OFF;OFF;1
371.6;3.923;0.000;MANUAL;OFF;OFF;1
372.6;3.923;0.000;MANUAL;OFF;OFF;1
373.6;3.922;0.000;MANUAL;OFF;OFF;1
374.6;3.922;0.000;MANUAL;OFF;OFF;1
375.6;3.921;0.000;MANUAL;OFF;OFF;1
376.6;3.920;0.000;MANUAL;OFF;OFF;1
377.7;3.919;0.000;MANUAL;OFF;OFF;1
378.7;3.918;0.000;MANUAL;OFF;OFF;1
379.7;3.918;0.000;MANUAL;OFF;OFF;1
380.7;3.918;0.000;MANUAL;OFF;OFF;1
381.7;3.917;0.000;MANUAL;OFF;OFF;1
382.7;3.916;0.000;MANUAL;OFF;OFF;1
383.7;3.915;0.000;MANUAL;OFF;OFF;1
384.7;3.915;0.000;MANUAL;OFF;OFF;1
385.7;3.914;0.000;MANUAL;OFF;OFF;1
386.8;3.914;0.000;MANUAL;OFF;OFF;1
387.8;3.914;0.000;MANUAL;OFF;OFF;1
388.8;3.913;0.000;MANUAL;OFF;OFF;1
389.8;3.912;0.000;MANUAL;OFF;OFF;1
390.8;3.912;0.000;MANUAL;OFF;OFF;1
391.8;3.911;0.000;MANUAL;OFF;OFF;1
392.8;3.910;0.000;MANUAL;OFF;OFF;1
393.8;3.909;0.000;MANUAL;OFF;OFF;1
394.8;3.909;0.000;MANUAL;OFF;OFF;1
395.8;3.909;0.000;MANUAL;OFF;OFF;1
396.8;3.908;0.000;MANUAL;OFF;OFF;1
397.9;3.908;0.000;MANUAL;OFF;OFF;1
398.9;3.908;0.000;MANUAL;OFF;OFF;1
399.9;3.907;0.000;MANUAL;OFF;OFF;1
400.9;3.907;0.000;MANUAL;OFF;OFF;1
401.9;3.907;0.000;MANUAL;OFF;OFF;1
402.9;3.907;0.000;MANUAL;OFF;OFF;1
403.9;3.906;0.000;MANUAL;OFF;OFF;1
404.9;3.905;0.000;MANUAL;OFF;OFF;1
405.9;3.905;0.000;MANUAL;OFF;OFF;1
406.9;3.904;0.000;AUTO;OFF;ON;1
407.9;3.689;0.409;AUTO;OFF;ON;1
408.9;3.684;0.385;AUTO;OFF;ON;1
409.9;3.680;0.419;AUTO;OFF;ON;1
410.9;3.680;0.419;AUTO;OFF;ON;1
411.9;3.678;0.392;AUTO;OFF;ON;1
413.0;3.675;0.435;AUTO;OFF;ON;1
414.0;3.673;0.421;AUTO;OFF;ON;1
415.0;3.670;0.429;AUTO;OFF;ON;1
416.0;3.668;0.326;AUTO;OFF;ON;1
417.0;3.665;0.375;AUTO;OFF;ON;1
418.0;3.663;0.396;AUTO;OFF;ON;1
419.0;3.663;0.396;AUTO;OFF;ON;1
420.0;3.661;0.358;AUTO;OFF;ON;1
421.1;3.659;0.404;AUTO;OFF;ON;1
422.1;3.657;0.394;AUTO;OFF;ON;1
423.1;3.655;0.392;AUTO;OFF;ON;1
424.1;3.654;0.395;AUTO;OFF;ON;1
425.1;3.652;0.341;AUTO;OFF;ON;1
426.1;3.652;0.341;AUTO;OFF;ON;1
427.1;3.650;0.328;AUTO;OFF;ON;1
428.1;3.648;0.394;AUTO;OFF;ON;1
429.1;3.647;0.376;AUTO;OFF;ON;1
430.1;3.645;0.375;AUTO;OFF;ON;1
431.1;3.643;0.365;AUTO;OFF;ON;1
432.2;3.642;0.338;AUTO;OFF;ON;1
433.2;3.640;0.329;AUTO;OFF;ON;1
434.2;3.640;0.329;AUTO;OFF;ON;1
435.2;3.638;0.378;AUTO;OFF;ON;1
436.2;3.636;0.367;AUTO;OFF;ON;1
437.2;3.635;0.435;AUTO;OFF;ON;1
438.2;3.634;0.389;AUTO;OFF;ON;1
439.2;3.633;0.406;AUTO;OFF;ON;1
440.2;3.631;0.422;AUTO;OFF;ON;1
441.3;3.629;0.332;AUTO;OFF;ON;1
442.3;3.629;0.332;AUTO;OFF;ON;1
443.3;3.628;0.350;AUTO;OFF;ON;1
444.3;3.626;0.341;AUTO;OFF;ON;1
445.3;3.625;0.340;AUTO;OFF;ON;1
446.3;3.624;0.385;AUTO;OFF;ON;1
447.3;3.623;0.370;AUTO;OFF;ON;1
448.3;3.621;0.318;AUTO;OFF;ON;1
449.3;3.619;0.376;AUTO;OFF;ON;1
450.3;3.619;0.376;AUTO;OFF;ON;1
451.4;3.618;0.414;AUTO;OFF;ON;1
452.4;3.617;0.412;AUTO;OFF;ON;1
453.4;3.616;0.429;AUTO;OFF;ON;1
454.4;3.614;0.375;AUTO;OFF;ON;1
455.4;3.613;0.344;AUTO;OFF;ON;1
456.4;3.612;0.402;AUTO;OFF;ON;1
457.4;3.612;0.402;AUTO;OFF;ON;1
458.4;3.610;0.419;AUTO;OFF;ON;1
459.4;3.610;0.387;AUTO;OFF;ON;1
460.4;3.608;0.363;AUTO;OFF;ON;1
461.4;3.607;0.352;AUTO;OFF;ON;1
462.5;3.605;0.364;AUTO;OFF;ON;1
463.5;3.604;0.379;AUTO;OFF;ON;1
464.5;3.603;0.340;AUTO;OFF;ON;1
465.5;3.603;0.340;AUTO;OFF;ON;1
466.5;3.602;0.322;AUTO;OFF;ON;1
467.5;3.600;0.341;AUTO;OFF;ON;1
468.5;3.599;0.336;AUTO;OFF;ON;1
469.5;3.598;0.398;AUTO;OFF;ON;1
470.5;3.597;0.366;AUTO;OFF;ON;1
471.5;3.596;0.366;AUTO;OFF;ON;1
472.6;3.595;0.360;AUTO;OFF;ON;1
473.6;3.595;0.360;AUTO;OFF;ON;1
474.6;3.594;0.397;AUTO;OFF;ON;1
475.6;3.593;0.455;AUTO;OFF;ON;1
476.6;3.591;0.471;AUTO;OFF;ON;1
477.6;3.590;0.449;AUTO;OFF;ON;1
478.6;3.590;0.435;AUTO;OFF;ON;1
479.6;3.588;0.449;AUTO;OFF;ON;1
480.6;3.587;0.459;AUTO;OFF;ON;1
481.6;3.587;0.459;AUTO;OFF;ON;1
482.6;3.586;0.416;AUTO;OFF;ON;1
483.7;3.585;0.365;AUTO;OFF;ON;1
484.7;3.584;0.374;AUTO;OFF;ON;1
485.7;3.583;0.389;AUTO;OFF;ON;1
486.7;3.582;0.364;AUTO;OFF;ON;1
487.7;3.581;0.407;AUTO;OFF;ON;1
488.7;3.581;0.407;AUTO;OFF;ON;1
489.7;3.579;0.366;AUTO;OFF;ON;1
490.7;3.579;0.411;AUTO;OFF;ON;1
491.7;3.578;0.433;AUTO;OFF;ON;1
492.7;3.577;0.364;AUTO;OFF;ON;1
493.7;3.576;0.380;AUTO;OFF;ON;1
494.8;3.575;0.431;AUTO;OFF;ON;1
495.8;3.574;0.412;AUTO;OFF;ON;1
496.8;3.574;0.412;AUTO;OFF;ON;1
497.8;3.573;0.357;AUTO;OFF;ON;1
498.8;3.572;0.330;AUTO;OFF;ON;1
499.8;3.571;0.333;AUTO;OFF;ON;1
500.8;3.570;0.375;AUTO;OFF;ON;1
501.8;3.569;0.420;AUTO;OFF;ON;1
502.8;3.568;0.401;AUTO;OFF;ON;1
503.8;3.567;0.387;AUTO;OFF;ON;1
504.9;3.567;0.387;AUTO;OFF;ON;1
505.9;3.566;0.382;AUTO;OFF;ON;1
506.9;3.565;0.384;AUTO;OFF;ON;1
507.9;3.564;0.403;AUTO;OFF;ON;1
508.9;3.563;0.358;AUTO;OFF;ON;1
509.9;3.562;0.338;AUTO;OFF;ON;1
510.9;3.561;0.351;AUTO;OFF;ON;1
512.0;3.560;0.398;AUTO;OFF;ON;1
513.0;3.560;0.398;AUTO;OFF;ON;1
514.0;3.558;0.332;AUTO;OFF;ON;1
515.0;3.558;0.377;AUTO;OFF;ON;1
516.0;3.557;0.389;AUTO;OFF;ON;1
517.0;3.556;0.319;AUTO;OFF;ON;1
518.0;3.555;0.287;AUTO;OFF;ON;1
519.0;3.554;0.358;AUTO;OFF;ON;1
520.0;3.554;0.358;AUTO;OFF;ON;1
521.0;3.553;0.333;AUTO;OFF;ON;1
522.1;3.552;0.401;AUTO;OFF;ON;1
523.1;3.551;0.375;AUTO;OFF;ON;1
524.1;3.550;0.337;AUTO;OFF;ON;1
525.1;3.549;0.299;AUTO;OFF;ON;1
526.1;3.548;0.357;AUTO;OFF;ON;1
527.1;3.548;0.371;AUTO;OFF;ON;1
528.1;3.548;0.371;AUTO;OFF;ON;1
529.2;3.546;0.387;AUTO;OFF;ON;1
530.2;3.546;0.332;AUTO;OFF;ON;1
531.2;3.545;0.359;AUTO;OFF;ON;1
532.2;3.544;0.316;AUTO;OFF;ON;1
533.2;3.543;0.378;AUTO;OFF;ON;1
534.2;3.542;0.385;AUTO;OFF;ON;1
