Tempo (s);Tensao (V);Corrente (A);Modo;Carga;Descarga;Ciclo
45.5;3.652;0.000;MANUAL;OFF;OFF;1
46.5;3.649;0.000;MANUAL;OFF;OFF;1
47.5;3.649;0.000;MANUAL;OFF;OFF;1
48.5;3.646;0.000;MANUAL;OFF;OFF;1
49.5;3.643;0.000;MANUAL;OFF;OFF;1
50.5;3.640;0.000;MANUAL;OFF;OFF;1
51.6;3.638;0.000;MANUAL;OFF;OFF;1
52.6;3.636;0.000;MANUAL;OFF;OFF;1
53.6;3.633;0.000;MANUAL;OFF;OFF;1
54.6;3.633;0.000;MANUAL;OFF;OFF;1
55.6;3.631;0.000;MANUAL;OFF;OFF;1
56.6;3.629;0.000;MANUAL;OFF;OFF;1
57.6;3.628;0.000;MANUAL;OFF;OFF;1
58.6;3.626;0.000;MANUAL;OFF;OFF;1
59.6;3.625;0.000;MANUAL;OFF;OFF;1
60.6;3.623;0.000;MANUAL;OFF;OFF;1
61.6;3.622;0.000;MANUAL;OFF;OFF;1
62.6;3.622;0.000;MANUAL;OFF;OFF;1
63.7;3.621;0.000;MANUAL;OFF;OFF;1
64.7;3.619;0.000;MANUAL;OFF;OFF;1
65.7;3.617;0.000;MANUAL;OFF;OFF;1
66.7;3.617;0.000;MANUAL;OFF;OFF;1
67.7;3.615;0.000;MANUAL;OFF;OFF;1
68.7;3.614;0.000;MANUAL;OFF;OFF;1
69.7;3.613;0.000;MANUAL;OFF;OFF;1
70.7;3.613;0.000;MANUAL;OFF;OFF;1
71.8;3.612;0.000;MANUAL;OFF;OFF;1
72.8;3.611;0.000;MANUAL;OFF;OFF;1
73.8;3.610;0.000;MANUAL;OFF;OFF;1
74.8;3.609;0.000;MANUAL;OFF;OFF;1
75.8;3.609;0.000;MANUAL;OFF;OFF;1
76.8;3.607;0.000;MANUAL;OFF;OFF;1
77.8;3.607;0.000;MANUAL;OFF;OFF;1
78.8;3.607;0.000;MANUAL;OFF;OFF;1
79.8;3.605;0.000;MANUAL;OFF;OFF;1
80.8;3.605;0.000;MANUAL;OFF;OFF;1
81.8;3.604;0.000;MANUAL;OFF;OFF;1
82.8;3.603;0.000;MANUAL;OFF;OFF;1
83.9;3.602;0.000;MANUAL;OFF;OFF;1
84.9;3.602;0.000;MANUAL;OFF;OFF;1
85.9;3.602;0.000;MANUAL;OFF;OFF;1
86.9;3.601;0.000;MANUAL;OFF;OFF;1
87.9;3.600;0.000;MANUAL;OFF;OFF;1
88.9;3.600;0.000;MANUAL;OFF;OFF;1
89.9;3.599;0.000;MANUAL;OFF;OFF;1
90.9;3.598;0.000;MANUAL;OFF;OFF;1
91.9;3.598;0.000;MANUAL;OFF;OFF;1
92.9;3.598;0.000;MANUAL;OFF;OFF;1
94.0;3.598;0.000;MANUAL;OFF;OFF;1
95.0;3.597;0.000;MANUAL;OFF;OFF;1
96.0;3.597;0.000;MANUAL;OFF;OFF;1
97.0;3.596;0.000;MANUAL;OFF;OFF;1
98.0;3.595;0.000;MANUAL;OFF;OFF;1
99.0;3.595;0.000;MANUAL;OFF;OFF;1
100.0;3.594;0.000;MANUAL;OFF;OFF;1
101.0;3.593;0.000;MANUAL;OFF;OFF;1
102.0;3.593;0.000;MANUAL;OFF;OFF;1
103.1;3.593;0.000;MANUAL;OFF;OFF;1
104.1;3.593;0.000;MANUAL;OFF;OFF;1
105.1;3.592;0.000;AUTO;OFF;ON;1
106.1;3.340;0.285;AUTO;OFF;ON;1
107.1;3.333;0.300;AUTO;OFF;ON;1
108.1;3.327;0.278;AUTO;OFF;ON;1
109.1;3.327;0.278;AUTO;OFF;ON;1
110.1;3.321;0.356;AUTO;OFF;ON;1
111.1;3.316;0.294;AUTO;OFF;ON;1
112.1;3.312;0.320;AUTO;OFF;ON;1
113.1;3.307;0.281;AUTO;OFF;ON;1
114.2;3.303;0.216;AUTO;OFF;ON;1
115.2;3.298;0.296;AUTO;OFF;ON;1
116.2;3.294;0.293;AUTO;OFF;ON;1
117.2;3.294;0.293;AUTO;OFF;ON;1
118.2;3.290;0.284;AUTO;OFF;ON;1
119.2;3.286;0.267;AUTO;OFF;ON;1
120.2;3.282;0.286;AUTO;OFF;ON;1
121.2;3.278;0.276;AUTO;OFF;ON;1
122.2;3.274;0.302;AUTO;OFF;ON;1
123.2;3.271;0.285;AUTO;OFF;ON;1
124.2;3.266;0.247;AUTO;OFF;ON;1
125.3;3.266;0.247;AUTO;OFF;ON;1
126.3;3.262;0.306;AUTO;OFF;ON;1
127.3;3.259;0.278;AUTO;OFF;ON;1
128.3;3.255;0.272;AUTO;OFF;ON;1
129.3;3.252;0.171;AUTO;OFF;ON;1
130.3;3.248;0.205;AUTO;OFF;ON;1
131.3;3.244;0.205;AUTO;OFF;ON;1
132.3;3.244;0.205;AUTO;OFF;ON;1
133.3;3.240;0.205;AUTO;OFF;ON;1
134.3;3.236;0.203;AUTO;OFF;ON;1
135.4;3.233;0.247;AUTO;OFF;ON;1
136.4;3.229;0.268;AUTO;OFF;ON;1
137.4;3.225;0.210;AUTO;OFF;ON;1
138.4;3.222;0.223;AUTO;OFF;ON;1
139.4;3.218;0.297;AUTO;OFF;ON;1
140.4;3.214;0.347;AUTO;OFF;ON;1
141.5;3.214;0.347;AUTO;OFF;ON;1
142.5;3.211;0.291;AUTO;OFF;ON;1
143.5;3.207;0.305;AUTO;OFF;ON;1
144.5;3.203;0.249;AUTO;OFF;ON;1
145.5;3.200;0.327;AUTO;OFF;ON;1
146.5;3.196;0.249;AUTO;OFF;ON;1
147.5;3.193;0.297;AUTO;OFF;ON;1
148.5;3.193;0.297;AUTO;OFF;ON;1
149.5;3.188;0.313;AUTO;OFF;ON;1
150.6;3.185;0.292;AUTO;OFF;ON;1
151.6;3.181;0.336;AUTO;OFF;ON;1
152.6;3.177;0.323;AUTO;OFF;ON;1
153.6;3.174;0.323;AUTO;OFF;ON;1
154.6;3.169;0.343;AUTO;OFF;ON;1
155.6;3.166;0.326;AUTO;OFF;ON;1
156.6;3.166;0.326;AUTO;OFF;ON;1
157.6;3.162;0.356;AUTO;OFF;ON;1
158.6;3.158;0.332;AUTO;OFF;ON;1
159.6;3.155;0.304;AUTO;OFF;ON;1
160.7;3.151;0.320;AUTO;OFF;ON;1
161.7;3.146;0.233;AUTO;OFF;ON;1
162.7;3.143;0.274;AUTO;OFF;ON;1
163.7;3.139;0.341;AUTO;OFF;ON;1
164.8;3.139;0.341;AUTO;OFF;ON;1
165.8;3.135;0.295;AUTO;OFF;ON;1
166.8;3.130;0.293;AUTO;OFF;ON;1
167.8;3.126;0.255;AUTO;OFF;ON;1
168.8;3.122;0.268;AUTO;OFF;ON;1
169.8;3.118;0.278;AUTO;OFF;ON;1
170.8;3.114;0.261;AUTO;OFF;ON;1
171.8;3.110;0.226;AUTO;OFF;ON;1
172.8;3.110;0.226;AUTO;OFF;ON;1
173.8;3.105;0.266;AUTO;OFF;ON;1
174.8;3.101;0.228;AUTO;OFF;ON;1
175.9;3.096;0.309;AUTO;OFF;ON;1
176.9;3.092;0.286;AUTO;OFF;ON;1
177.9;3.087;0.307;AUTO;OFF;ON;1
178.9;3.084;0.266;AUTO;OFF;ON;1
179.9;3.078;0.279;AUTO;OFF;ON;1
180.9;3.078;0.279;AUTO;OFF;ON;1
181.9;3.074;0.237;AUTO;OFF;ON;1
182.9;3.070;0.252;AUTO;OFF;ON;1
183.9;3.065;0.241;AUTO;OFF;ON;1
184.9;3.060;0.288;AUTO;OFF;ON;1
185.9;3.055;0.237;AUTO;OFF;ON;1
186.9;3.050;0.311;AUTO;OFF;ON;1
187.9;3.050;0.311;AUTO;OFF;ON;1
188.9;3.045;0.292;AUTO;OFF;ON;1
190.0;3.040;0.202;AUTO;OFF;ON;1
191.0;3.035;0.230;AUTO;OFF;ON;1
192.0;3.030;0.257;AUTO;OFF;ON;1
193.0;3.025;0.248;AUTO;OFF;ON;1
194.0;3.019;0.190;AUTO;OFF;ON;1
195.0;3.014;0.196;AUTO;OFF;ON;1
196.0;3.014;0.196;AUTO;OFF;ON;1
197.0;3.008;0.201;AUTO;OFF;ON;1
198.0;3.003;0.230;AUTO;OFF;ON;1
199.0;2.997;0.271;AUTO;ON;OFF;2
200.0;3.268;0.000;MANUAL;OFF;OFF;2
201.0;3.269;0.000;MANUAL;OFF;OFF;2
202.1;3.274;0.000;MANUAL;OFF;OFF;2
203.1;3.274;0.000;MANUAL;OFF;OFF;2
204.1;3.278;0.000;MANUAL;OFF;OFF;2
205.1;3.281;0.000;MANUAL;OFF;OFF;2
206.1;3.285;0.000;MANUAL;OFF;OFF;2
207.1;3.289;0.000;MANUAL;OFF;OFF;2
208.2;3.292;0.000;MANUAL;OFF;OFF;2
209.2;3.294;0.000;MANUAL;OFF;OFF;2
210.2;3.297;0.000;MANUAL;OFF;OFF;2
211.2;3.297;0.000;MANUAL;OFF;OFF;2
212.2;3.298;0.000;MANUAL;OFF;OFF;2
213.2;3.300;0.000;MANUAL;OFF;OFF;2
214.2;3.302;0.000;MANUAL;OFF;OFF;2
215.2;3.304;0.000;MANUAL;OFF;OFF;2
216.2;3.306;0.000;MANUAL;OFF;OFF;2
217.2;3.307;0.000;MANUAL;OFF;OFF;2
218.3;3.309;0.000;MANUAL;OFF;OFF;2
219.3;3.309;0.000;MANUAL;OFF;OFF;2
220.3;3.311;0.000;MANUAL;OFF;OFF;2
221.3;3.312;0.000;MANUAL;OFF;OFF;2
222.3;3.313;0.000;MANUAL;OFF;OFF;2
223.3;3.315;0.000;MANUAL;OFF;OFF;2
224.3;3.316;0.000;MANUAL;OFF;OFF;2
225.3;3.317;0.000;MANUAL;OFF;OFF;2
226.4;3.319;0.000;MANUAL;OFF;OFF;2
227.4;3.319;0.000;MANUAL;OFF;OFF;2
228.4;3.319;0.000;MANUAL;OFF;OFF;2
229.4;3.321;0.000;MANUAL;OFF;OFF;2
230.4;3.321;0.000;MANUAL;OFF;OFF;2
231.4;3.323;0.000;MANUAL;OFF;OFF;2
232.4;3.323;0.000;MANUAL;OFF;OFF;2
233.4;3.324;0.000;MANUAL;OFF;OFF;2
234.4;3.325;0.000;MANUAL;OFF;OFF;2
235.4;3.325;0.000;MANUAL;OFF;OFF;2
236.4;3.326;0.000;MANUAL;OFF;OFF;2
237.4;3.327;0.000;MANUAL;OFF;OFF;2
238.4;3.328;0.000;MANUAL;OFF;OFF;2
239.5;3.329;0.000;MANUAL;OFF;OFF;2
240.5;3.330;0.000;MANUAL;OFF;OFF;2
241.5;3.330;0.000;MANUAL;OFF;OFF;2
242.5;3.330;0.000;MANUAL;OFF;OFF;2
243.5;3.331;0.000;MANUAL;OFF;OFF;2
244.5;3.332;0.000;MANUAL;OFF;OFF;2
245.5;3.333;0.000;MANUAL;OFF;OFF;2
246.5;3.333;0.000;MANUAL;OFF;OFF;2
247.5;3.335;0.000;MANUAL;OFF;OFF;2
248.6;3.335;0.000;MANUAL;OFF;OFF;2
249.6;3.336;0.000;MANUAL;OFF;OFF;2
250.6;3.336;0.000;MANUAL;OFF;OFF;2
251.6;3.337;0.000;MANUAL;OFF;OFF;2
252.6;3.337;0.000;MANUAL;OFF;OFF;2
253.6;3.337;0.000;MANUAL;OFF;OFF;2
254.6;3.338;0.000;MANUAL;OFF;OFF;2
255.6;3.339;0.000;MANUAL;OFF;OFF;2
256.6;3.340;0.000;MANUAL;OFF;OFF;2
257.6;3.340;0.000;MANUAL;OFF;OFF;2
258.7;3.340;0.000;MANUAL;OFF;OFF;2
259.7;3.340;0.000;MANUAL;OFF;OFF;2
260.7;3.341;0.000;MANUAL;OFF;OFF;2
261.7;3.342;0.000;MANUAL;OFF;OFF;2
262.7;3.342;0.000;MANUAL;OFF;OFF;2
263.7;3.342;0.000;MANUAL;OFF;OFF;2
264.7;3.343;0.000;AUTO;ON;OFF;2
265.8;4.038;0.000;AUTO;ON;OFF;2
266.8;4.038;0.000;AUTO;ON;OFF;2
267.8;4.060;0.000;AUTO;ON;OFF;2
268.8;4.075;0.000;AUTO;ON;OFF;2
269.8;4.088;0.000;AUTO;ON;OFF;2
270.8;4.099;0.000;AUTO;ON;OFF;2
271.8;4.109;0.000;AUTO;ON;OFF;2
272.8;4.120;0.000;AUTO;ON;OFF;2
273.8;4.120;0.000;AUTO;ON;OFF;2
274.8;4.129;0.000;AUTO;ON;OFF;2
275.8;4.137;0.000;AUTO;ON;OFF;2
276.8;4.144;0.000;AUTO;ON;OFF;2
277.9;4.151;0.000;AUTO;ON;OFF;2
278.9;4.157;0.000;AUTO;ON;OFF;2
279.9;4.163;0.000;AUTO;ON;OFF;2
280.9;4.168;0.000;AUTO;ON;OFF;2
281.9;4.168;0.000;AUTO;ON;OFF;2
282.9;4.174;0.000;AUTO;ON;OFF;2
283.9;4.179;0.000;AUTO;ON;OFF;2
284.9;4.183;0.000;AUTO;ON;OFF;2
285.9;4.187;0.000;AUTO;ON;OFF;2
286.9;4.191;0.000;AUTO;ON;OFF;2
287.9;4.193;0.000;AUTO;ON;OFF;2
288.9;4.194;0.000;AUTO;ON;OFF;2
289.9;4.194;0.000;AUTO;ON;OFF;2
291.0;4.194;0.000;AUTO;ON;OFF;2
292.0;4.193;0.000;AUTO;ON;OFF;2
293.0;4.194;0.000;AUTO;ON;OFF;2
294.0;4.194;0.000;AUTO;ON;OFF;2
295.0;4.194;0.000;AUTO;ON;OFF;2
296.0;4.194;0.000;AUTO;ON;OFF;2
297.0;4.194;0.000;AUTO;ON;OFF;2
298.0;4.196;0.000;AUTO;ON;OFF;2
299.1;4.195;0.000;AUTO;ON;OFF;2
300.1;4.196;0.000;AUTO;ON;OFF;2
301.1;4.196;0.000;AUTO;ON;OFF;2
302.1;4.196;0.000;AUTO;ON;OFF;2
303.1;4.196;0.000;AUTO;ON;OFF;2
304.1;4.197;0.000;AUTO;ON;OFF;2
305.1;4.197;0.000;AUTO;ON;OFF;2
306.1;4.196;0.000;AUTO;ON;OFF;2
307.1;4.196;0.000;AUTO;ON;OFF;2
308.1;4.196;0.000;AUTO;ON;OFF;2
309.1;4.198;0.000;AUTO;ON;OFF;2
310.2;4.197;0.000;AUTO;ON;OFF;2
311.2;4.197;0.000;AUTO;ON;OFF;2
312.2;4.198;0.000;AUTO;ON;OFF;2
313.2;4.198;0.000;AUTO;ON;OFF;2
314.2;4.198;0.000;AUTO;ON;OFF;2
315.2;4.198;0.000;AUTO;ON;OFF;2
316.2;4.198;0.000;AUTO;ON;OFF;2
317.2;4.198;0.000;AUTO;ON;OFF;2
318.2;4.198;0.000;AUTO;ON;OFF;2
319.2;4.199;0.000;AUTO;ON;OFF;2
320.3;4.200;0.000;AUTO;ON;OFF;2
321.3;4.200;0.000;AUTO;ON;OFF;2
322.3;4.200;0.000;AUTO;OFF;ON;2
323.3;3.428;0.000;MANUAL;OFF;OFF;3
324.3;3.699;0.000;MANUAL;OFF;OFF;3
325.3;3.694;0.000;MANUAL;OFF;OFF;3
326.3;3.689;0.000;MANUAL;OFF;OFF;3
327.3;3.685;0.000;MANUAL;OFF;OFF;3
328.3;3.685;0.000;MANUAL;OFF;OFF;3
329.4;3.681;0.000;MANUAL;OFF;OFF;3
330.4;3.677;0.000;MANUAL;OFF;OFF;3
331.4;3.673;0.000;MANUAL;OFF;OFF;3
332.4;3.669;0.000;MANUAL;OFF;OFF;3
333.4;3.667;0.000;MANUAL;OFF;OFF;3
334.4;3.663;0.000;MANUAL;OFF;OFF;3
335.4;3.661;0.000;MANUAL;OFF;OFF;3
336.4;3.661;0.000;MANUAL;OFF;OFF;3
337.4;3.658;0.000;MANUAL;OFF;OFF;3
338.4;3.655;0.000;MANUAL;OFF;OFF;3
339.4;3.654;0.000;MANUAL;OFF;OFF;3
340.4;3.651;0.000;MANUAL;OFF;OFF;3
341.4;3.649;0.000;MANUAL;OFF;OFF;3
342.4;3.647;0.000;MANUAL;OFF;OFF;3
343.5;3.645;0.000;MANUAL;OFF;OFF;3
344.5;3.645;0.000;MANUAL;OFF;OFF;3
345.5;3.643;0.000;MANUAL;OFF;OFF;3
346.5;3.642;0.000;MANUAL;OFF;OFF;3
347.5;3.640;0.000;MANUAL;OFF;OFF;3
348.5;3.638;0.000;MANUAL;OFF;OFF;3
349.5;3.636;0.000;MANUAL;OFF;OFF;3
350.5;3.635;0.000;MANUAL;OFF;OFF;3
351.5;3.635;0.000;MANUAL;OFF;OFF;3
352.5;3.634;0.000;MANUAL;OFF;OFF;3
353.5;3.633;0.000;MANUAL;OFF;OFF;3
354.6;3.631;0.000;MANUAL;OFF;OFF;3
355.6;3.630;0.000;MANUAL;OFF;OFF;3
356.6;3.629;0.000;MANUAL;OFF;OFF;3
357.6;3.628;0.000;MANUAL;OFF;OFF;3
358.6;3.626;0.000;MANUAL;OFF;OFF;3
359.6;3.626;0.000;MANUAL;OFF;OFF;3
360.6;3.625;0.000;MANUAL;OFF;OFF;3
361.6;3.624;0.000;MANUAL;OFF;OFF;3
362.6;3.624;0.000;MANUAL;OFF;OFF;3
363.6;3.623;0.000;MANUAL;OFF;OFF;3
364.7;3.621;0.000;MANUAL;OFF;OFF;3
365.7;3.620;0.000;MANUAL;OFF;OFF;3
366.7;3.619;0.000;MANUAL;OFF;OFF;3
367.7;3.619;0.000;MANUAL;OFF;OFF;3
368.7;3.619;0.000;MANUAL;OFF;OFF;3
369.7;3.618;0.000;MANUAL;OFF;OFF;3
370.7;3.617;0.000;MANUAL;OFF;OFF;3
371.7;3.616;0.000;MANUAL;OFF;OFF;3
372.7;3.616;0.000;MANUAL;OFF;OFF;3
373.7;3.614;0.000;MANUAL;OFF;OFF;3
374.7;3.614;0.000;MANUAL;OFF;OFF;3
375.7;3.614;0.000;MANUAL;OFF;OFF;3
376.7;3.613;0.000;MANUAL;OFF;OFF;3
377.8;3.612;0.000;MANUAL;OFF;OFF;3
378.8;3.612;0.000;MANUAL;OFF;OFF;3
379.8;3.611;0.000;MANUAL;OFF;OFF;3
380.8;3.610;0.000;MANUAL;OFF;OFF;3
381.8;3.610;0.000;MANUAL;OFF;OFF;3
382.8;3.610;0.000;MANUAL;OFF;OFF;3
383.8;3.609;0.000;MANUAL;OFF;OFF;3
384.8;3.609;0.000;MANUAL;OFF;OFF;3
385.8;3.608;0.000;MANUAL;OFF;OFF;3
386.8;3.607;0.000;MANUAL;OFF;OFF;3
387.9;3.607;0.000;MANUAL;OFF;OFF;3
388.9;3.606;0.000;AUTO;OFF;ON;3
389.9;3.348;0.282;AUTO;OFF;ON;3
390.9;3.348;0.282;AUTO;OFF;ON;3
391.9;3.340;0.219;AUTO;OFF;ON;3
392.9;3.334;0.298;AUTO;OFF;ON;3
393.9;3.328;0.173;AUTO;OFF;ON;3
394.9;3.323;0.196;AUTO;OFF;ON;3
395.9;3.319;0.255;AUTO;OFF;ON;3
396.9;3.314;0.213;AUTO;OFF;ON;3
398.0;3.314;0.213;AUTO;OFF;ON;3
399.0;3.309;0.240;AUTO;OFF;ON;3
400.0;3.305;0.175;AUTO;OFF;ON;3
401.0;3.300;0.226;AUTO;OFF;ON;3
402.0;3.296;0.275;AUTO;OFF;ON;3
403.0;3.292;0.246;AUTO;OFF;ON;3
404.0;3.288;0.256;AUTO;OFF;ON;3
405.0;3.285;0.344;AUTO;OFF;ON;3
406.0;3.285;0.344;AUTO;OFF;ON;3
407.1;3.281;0.237;AUTO;OFF;ON;3
408.1;3.277;0.231;AUTO;OFF;ON;3
409.1;3.272;0.235;AUTO;OFF;ON;3
410.1;3.269;0.264;AUTO;OFF;ON;3
411.1;3.266;0.206;AUTO;OFF;ON;3
412.1;3.262;0.198;AUTO;OFF;ON;3
413.1;3.258;0.301;AUTO;OFF;ON;3
414.1;3.258;0.301;AUTO;OFF;ON;3
415.1;3.254;0.217;AUTO;OFF;ON;3
416.1;3.250;0.254;AUTO;OFF;ON;3
417.1;3.246;0.206;AUTO;OFF;ON;3
418.1;3.243;0.212;AUTO;OFF;ON;3
419.1;3.239;0.281;AUTO;OFF;ON;3
420.2;3.236;0.182;AUTO;OFF;ON;3
421.2;3.236;0.182;AUTO;OFF;ON;3
422.2;3.231;0.234;AUTO;OFF;ON;3
423.2;3.229;0.198;AUTO;OFF;ON;3
424.2;3.225;0.181;AUTO;OFF;ON;3
425.2;3.222;0.151;AUTO;OFF;ON;3
426.2;3.218;0.227;AUTO;OFF;ON;3
427.2;3.214;0.260;AUTO;OFF;ON;3
428.2;3.211;0.210;AUTO;OFF;ON;3
429.2;3.211;0.210;AUTO;OFF;ON;3
430.2;3.207;0.193;AUTO;OFF;ON;3
431.3;3.203;0.235;AUTO;OFF;ON;3
432.3;3.200;0.259;AUTO;OFF;ON;3
433.3;3.196;0.218;AUTO;OFF;ON;3
434.3;3.192;0.253;AUTO;OFF;ON;3
435.3;3.189;0.242;AUTO;OFF;ON;3
436.3;3.186;0.240;AUTO;OFF;ON;3
437.3;3.186;0.240;AUTO;OFF;ON;3
438.3;3.181;0.260;AUTO;OFF;ON;3
439.4;3.178;0.261;AUTO;OFF;ON;3
440.4;3.174;0.160;AUTO;OFF;ON;3
441.4;3.170;0.185;AUTO;OFF;ON;3
442.4;3.167;0.236;AUTO;OFF;ON;3
443.4;3.163;0.170;AUTO;OFF;ON;3
444.4;3.159;0.170;AUTO;OFF;ON;3
445.4;3.159;0.170;AUTO;OFF;ON;3
446.4;3.156;0.194;AUTO;OFF;ON;3
447.5;3.152;0.226;AUTO;OFF;ON;3
448.5;3.148;0.222;AUTO;OFF;ON;3
449.5;3.144;0.239;AUTO;OFF;ON;3
450.5;3.140;0.239;AUTO;OFF;ON;3
451.5;3.136;0.266;AUTO;OFF;ON;3
452.5;3.136;0.266;AUTO;OFF;ON;3
453.5;3.132;0.185;AUTO;OFF;ON;3
454.5;3.129;0.236;AUTO;OFF;ON;3
455.5;3.125;0.212;AUTO;OFF;ON;3
456.5;3.120;0.250;AUTO;OFF;ON;3
457.5;3.116;0.279;AUTO;OFF;ON;3
458.5;3.112;0.286;AUTO;OFF;ON;3
459.6;3.108;0.256;AUTO;OFF;ON;3
460.6;3.108;0.256;AUTO;OFF;ON;3
461.6;3.103;0.270;AUTO;OFF;ON;3
462.6;3.099;0.240;AUTO;OFF;ON;3
463.6;3.095;0.246;AUTO;OFF;ON;3
464.6;3.091;0.303;AUTO;OFF;ON;3
465.6;3.087;0.244;AUTO;OFF;ON;3
466.6;3.082;0.280;AUTO;OFF;ON;3
467.7;3.077;0.257;AUTO;OFF;ON;3
468.7;3.077;0.257;AUTO;OFF;ON;3
469.7;3.073;0.269;AUTO;OFF;ON;3
470.7;3.068;0.286;AUTO;OFF;ON;3
471.7;3.064;0.288;AUTO;OFF;ON;3
472.7;3.059;0.291;AUTO;OFF;ON;3
473.7;3.054;0.264;AUTO;OFF;ON;3
474.8;3.050;0.285;AUTO;OFF;ON;3
475.8;3.045;0.217;AUTO;OFF;ON;3
476.8;3.045;0.217;AUTO;OFF;ON;3
477.8;3.040;0.186;AUTO;OFF;ON;3
478.8;3.035;0.198;AUTO;OFF;ON;3
479.8;3.030;0.211;AUTO;OFF;ON;3
480.8;3.025;0.252;AUTO;OFF;ON;3
481.8;3.019;0.244;AUTO;OFF;ON;3
482.8;3.014;0.267;AUTO;OFF;ON;3
483.9;3.009;0.213;AUTO;OFF;ON;3
484.9;3.009;0.213;AUTO;OFF;ON;3
485.9;3.004;0.237;AUTO;OFF;ON;3
486.9;2.998;0.233;AUTO;ON;OFF;3
487.9;3.962;0.000;MANUAL;OFF;OFF;4
488.9;3.290;0.000;MANUAL;OFF;OFF;4
489.9;3.291;0.000;MANUAL;OFF;OFF;4
490.9;3.293;0.000;MANUAL;OFF;OFF;4
492.0;3.296;0.000;MANUAL;OFF;OFF;4
493.0;3.296;0.000;MANUAL;OFF;OFF;4
494.0;3.298;0.000;MANUAL;OFF;OFF;4
495.0;3.302;0.000;MANUAL;OFF;OFF;4
496.0;3.304;0.000;MANUAL;OFF;OFF;4
497.0;3.305;0.000;MANUAL;OFF;OFF;4
498.0;3.308;0.000;MANUAL;OFF;OFF;4
499.1;3.309;0.000;MANUAL;OFF;OFF;4
500.1;3.311;0.000;MANUAL;OFF;OFF;4
501.1;3.311;0.000;MANUAL;OFF;OFF;4
502.1;3.313;0.000;MANUAL;OFF;OFF;4
503.1;3.314;0.000;MANUAL;OFF;OFF;4
504.1;3.316;0.000;MANUAL;OFF;OFF;4
505.1;3.317;0.000;MANUAL;OFF;OFF;4
506.1;3.319;0.000;MANUAL;OFF;OFF;4
507.1;3.320;0.000;MANUAL;OFF;OFF;4
508.2;3.320;0.000;MANUAL;OFF;OFF;4
509.2;3.321;0.000;MANUAL;OFF;OFF;4
510.2;3.323;0.000;MANUAL;OFF;OFF;4
511.2;3.324;0.000;MANUAL;OFF;OFF;4
512.2;3.325;0.000;MANUAL;OFF;OFF;4
513.2;3.326;0.000;MANUAL;OFF;OFF;4
514.2;3.327;0.000;MANUAL;OFF;OFF;4
515.2;3.328;0.000;MANUAL;OFF;OFF;4
516.2;3.328;0.000;MANUAL;OFF;OFF;4
517.3;3.330;0.000;MANUAL;OFF;OFF;4
518.3;3.330;0.000;MANUAL;OFF;OFF;4
519.3;3.331;0.000;MANUAL;OFF;OFF;4
520.3;3.331;0.000;MANUAL;OFF;OFF;4
521.3;3.332;0.000;MANUAL;OFF;OFF;4
522.3;3.334;0.000;MANUAL;OFF;OFF;4
